Reviewing the implementation plan and validating proposed changes against the codebase.
schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	scripts/test-drop-bump-commit.sh:151-267	Plan adds new cases as Tests 16-19 but the harness already defines Tests 16-20 (empty-diff, untracked, walk-back, max-depth, rebase failure)	Implementing the plan verbatim overwrites or duplicates cases and breaks CI expectations	Add flag tests as 21-24 (or renumber all downstream cases) and extend run_test to pass --allow-changelog-only when needed
1	in_scope	important	risk-integration	scripts/ship-pr.sh:2434-2439	Plan passes --allow-changelog-only only in rebase-rebump-subprocedure.md step 1; Step 10/12 rebase is implemented in ship-pr run_rebase_rebump which calls drop-bump-commit.sh without the flag	Step 12 shell rebump still gets DROPPED=false on a legacy CHANGELOG-only bump subject; primary separate-commit fix may not apply to in-flight branches	Pass --allow-changelog-only from run_rebase_rebump drop invocation (or document why shell path intentionally omits it)
1	in_scope	important	risk-integration	skills/implement/scripts/test-step-8a-changelog.sh:86-94	Harness stubs git-amend-add.sh but implement-finalize postbump will call commit-changelog.sh after the plan	Step 8a regression harness fails or exercises the wrong primitive after the swap	Stub commit-changelog.sh (emit COMMITTED=true, optional amend-style git behavior) and drop the git-amend-add stub
1	in_scope	important	risk-integration	scripts/test-implement-finalize.sh:273-279	Same git-amend-add stub in the implement-finalize sandbox	Postbump harness cases that reach Phase 2 break when maybe_update_changelog targets commit-changelog.sh	Add a commit-changelog.sh stub mirroring the old git-amend-add contract (success/fail via env)
1	in_scope	important	architecture	agent-lint.toml:734-740	Plan adds scripts/commit-changelog.sh and scripts/test-commit-changelog.sh but not agent-lint allowlist entries (drop-bump-commit pattern)	make lint agent-lint may flag new scripts/harnesses as unreachable dead code	Register commit-changelog.sh, commit-changelog.md, test-commit-changelog.sh, test-commit-changelog.md like test-drop-bump-commit.sh
1	in_scope	important	correctness	Makefile:63-64	Plan wires test-commit-changelog into test-harnesses aggregate only	New target may be omitted from a test-harnesses-N shard; test-harness-shards-coverage fails CI	Add test-commit-changelog to a shard (e.g. test-harnesses-10 beside test-drop-bump-commit) and the test-commit-changelog recipe
1	in_scope	important	correctness	scripts/commit-changelog.sh:1	Plan requires refusing dirty index for non-CHANGELOG paths but does not specify --untracked-files=no (drop-bump-commit Guard 1 uses it)	Postbump with pending untracked larch-log writes could fail commit-changelog while git-amend-add succeeded today	Match drop-bump-commit: treat only tracked dirtiness as blocking, or document and test untracked allowance explicitly
1	in_scope	latent	architecture	skills/implement/SKILL.md:26	Plan updates implement-finalize.md and rebase-rebump-subprocedure.md but not SKILL.md Step 8/8a prose still describing CHANGELOG amend	Orchestrator may still amend into the bump commit despite script changes	Edit Step 8a references to separate commit-changelog.sh commit on top of plugin.json-only bump
1	in_scope	latent	correctness	scripts/test-drop-bump-commit.sh:209-227	No planned test for HEAD=Update CHANGELOG for X.Y.Z over HEAD~1=plugin.json-only bump (only flush-over-bump walk-back)	Regression in walk-back + rebase --onto replay for the new two-commit shape ships undetected	Add a walk-back fixture: changelog subject at HEAD, bump at HEAD~1, assert DROPPED=true and changelog replayed
1	in_scope	nit	code-quality	scripts/implement-finalize.sh:767-781	Plan keeps error-handling envelope but messages still say amend after switching to commit-changelog	Operator logs mislabel failures during force-push-gate debugging	Rename execution-issue and warn strings from amend to commit (or changelog commit)
1	out_of_scope	nit	architecture	.claude/skills/bump-version/scripts/apply-bump.md:40-41	Comment says drop-bump walks from HEAD and bump must remain at HEAD; after fix CHANGELOG may sit above bump	Misleading maintainer mental model when debugging rebump	Update apply-bump.md to note bump may be at HEAD~1 with a separate changelog commit above
1	out_of_scope	latent	architecture	scripts/drop-bump-commit.md:40-48	Edit-in-sync requires conflict-resolution.md updates for trivial-file behavior; plan does not touch it	Docs still imply single amended bump+CHANGELOG commit only	Add a sentence that CHANGELOG may be a separate commit at HEAD during Phase 1 trivial resolution
