finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity	scope
FINDING_1	Codex-Arch, Cursor-Innovation, Codex-Pragmatic, Codex-dyn-Telemetry Attribution	rejected	NO	partially-true	minor	good	false	codex-validity	NO	partially-true	minor	good	false	codex-plan-fidelity	NO	partially-true	minor	adequate	false	codex-pragmatism	major	in_scope
FINDING_2	Codex-Arch, Cursor-Pragmatic, Cursor-dyn-Telemetry Attribution	rejected	NO	partially-true	minor	adequate	false	codex-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	minor	good	false	codex-pragmatism	major	in_scope
FINDING_3	Codex-Arch, Codex-dyn-Telemetry Attribution	rejected	NO	partially-true	minor	adequate	false	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	minor	adequate	false	codex-pragmatism	minor	in_scope
FINDING_4	Cursor-Innovation, Cursor-Requirements, Cursor-dyn-Telemetry Attribution	rejected	NO	true	nit	good	false	codex-validity	NO	true	nit	good	false	codex-plan-fidelity	NO	partially-true	nit	adequate	false	codex-pragmatism	major	in_scope
FINDING_5	Cursor-Innovation	accepted	YES	true	minor	excellent	false	codex-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	major	in_scope
FINDING_6	Cursor-Pragmatic, Cursor-dyn-Telemetry Attribution	rejected	NO	partially-true	minor	adequate	false	codex-validity	NO	partially-true	minor	good	false	codex-plan-fidelity	NO	partially-true	minor	adequate	false	codex-pragmatism	minor	in_scope
FINDING_7	Cursor-dyn-Telemetry Attribution	rejected	NO	partially-true	minor	adequate	false	codex-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	minor	adequate	false	codex-pragmatism	major	in_scope
OOS_1	Cursor-Arch	neutral	NO	true	minor	adequate	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	NO	partially-true	minor	adequate	false	codex-pragmatism	minor	oos
OOS_2	Cursor-Arch	neutral	NO	true	nit	adequate	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	NO	partially-true	nit	adequate	false	codex-pragmatism	minor	oos
OOS_3	Cursor-Arch	rejected	NO	true	nit	adequate	false	codex-validity	NO	true	nit	adequate	false	codex-plan-fidelity	NO	partially-true	nit	adequate	false	codex-pragmatism	minor	oos
OOS_4	Cursor-Innovation	rejected	NO	true	nit	adequate	false	codex-validity	NO	true	nit	adequate	false	codex-plan-fidelity	NO	partially-true	nit	adequate	false	codex-pragmatism	minor	oos
OOS_5	Cursor-Innovation	rejected	NO	true	minor	adequate	false	codex-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	minor	adequate	false	codex-pragmatism	minor	oos
OOS_6	Cursor-Innovation	rejected	NO	true	nit	adequate	false	codex-validity	NO	true	nit	adequate	false	codex-plan-fidelity	NO	partially-true	nit	adequate	false	codex-pragmatism	minor	oos
OOS_7	Codex-Requirements	accepted	YES	true	minor	good	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	minor	oos
