finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool
FINDING_1	Cursor-Arch, Cursor-Edge, Cursor-Innovation	accepted	YES	true	major	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_2	Cursor-Arch, Cursor-Innovation, Codex-dyn-kv-threading	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_3	Cursor-Innovation	accepted	NO	partially-true	minor	adequate	false	Claude	YES	partially-true	major	good	false	Codex	YES	partially-true	major	adequate	false	Cursor
FINDING_4	Codex-Innovation	accepted	NO	partially-true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_5	Cursor-Pragmatic	accepted	YES	true	major	good	false	Claude	YES	partially-true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_6	Codex-dyn-label-attribution	accepted	YES	true	minor	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_7	Cursor-dyn-degradation-denominator, Codex-dyn-degradation-denominator	neutral	YES	true	major	excellent	false	Claude	NO	true	major	adequate	false	Codex	NO	true	major	adequate	false	Cursor
FINDING_8	Codex-Innovation	accepted	YES	true	minor	good	false	Claude	YES	true	minor	excellent	false	Codex	YES	true	minor	excellent	false	Cursor
OOS_1	Cursor-Arch	accepted	YES	true	minor	adequate	false	Claude	YES	true	major	adequate	false	Codex	YES	true	major	good	false	Cursor
OOS_2	Cursor-Arch	accepted	YES	true	minor	adequate	false	Claude	YES	true	minor	adequate	false	Codex	YES	true	major	good	false	Cursor
OOS_3	Cursor-Innovation	accepted	YES	true	minor	adequate	false	Claude	YES	true	minor	adequate	false	Codex	YES	true	minor	adequate	false	Cursor
OOS_4	Cursor-Innovation	accepted	YES	true	minor	adequate	false	Claude	YES	true	major	adequate	false	Codex	YES	true	major	good	false	Cursor
OOS_5	Cursor-Innovation	accepted	YES	true	minor	adequate	false	Claude	YES	true	nit	good	false	Codex	YES	true	nit	good	false	Cursor
