finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain
FINDING_1	cursor-specialist-security-output.txt|cursor-specialist-edge-cases-output.txt|cursor-specialist-testing-output.txt	accepted	YES	partially-true	nit	adequate	false	YES	true	nit	adequate	false	YES	true	nit	adequate	false
FINDING_10	cursor-specialist-edge-cases-output.txt	rejected	NO	false-positive	minor	weak	false	NO	false-positive	nit	adequate	false	NO	partially-true		adequate	true
FINDING_11	cursor-specialist-edge-cases-output.txt	accepted	NO	partially-true	nit	weak	true	YES	true	nit	adequate	false	YES	true	nit	adequate	false
FINDING_12	cursor-specialist-edge-cases-output.txt	accepted	NO	true	nit	weak	false	YES	true	nit	adequate	false	YES	true	nit	adequate	false
FINDING_13	codex-specialist-edge-cases-output.txt	neutral	NO	uncertain	major	adequate	true	YES	true	major	adequate	false	NO	partially-true	minor	good	true
FINDING_14	cursor-specialist-testing-output.txt	accepted	YES	true	major	adequate	false	YES	true	minor	adequate	false	YES	true	major	good	false
FINDING_15	cursor-specialist-testing-output.txt	accepted	YES	true	major	adequate	false	YES	true	minor	adequate	false	YES	true	major	good	false
FINDING_16	cursor-specialist-testing-output.txt	accepted	YES	partially-true	nit	adequate	false	YES	true	nit	adequate	false	YES	true	nit	adequate	false
FINDING_17	cursor-specialist-testing-output.txt	accepted	YES	true	nit	adequate	false	YES	true	nit	adequate	false	YES	true	nit	good	false
FINDING_2	cursor-specialist-correctness-output.txt|cursor-specialist-testing-output.txt	accepted	YES	true	major	adequate	false	YES	true	minor	adequate	false	YES	true	major	good	false
FINDING_3	cursor-specialist-correctness-output.txt|cursor-specialist-testing-output.txt	accepted	YES	partially-true	minor	adequate	false	YES	true	minor	adequate	false	YES	true	minor	good	false
FINDING_4	cursor-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt|cursor-specialist-testing-output.txt|codex-specialist-testing-output.txt	accepted	YES	true	major	adequate	false	YES	true	minor	adequate	false	YES	true	major	good	false
FINDING_5	codex-specialist-correctness-output.txt	accepted	YES	true	major	adequate	false	YES	true	major	adequate	false	YES	true	major	excellent	false
FINDING_6	codex-specialist-correctness-output.txt|codex-specialist-edge-cases-output.txt|codex-specialist-testing-output.txt	accepted	YES	true	major	adequate	false	YES	true	major	adequate	false	NO	true	minor	good	false
FINDING_7	codex-specialist-correctness-output.txt|codex-specialist-edge-cases-output.txt	neutral	NO	uncertain	major	adequate	true	YES	true	major	adequate	false	NO	true	minor	adequate	false
FINDING_8	codex-specialist-correctness-output.txt|cursor-specialist-testing-output.txt	rejected	NO	true	minor	adequate	false	NO	true	minor	adequate	false	NO	true		good	true
FINDING_9	cursor-specialist-edge-cases-output.txt|codex-specialist-edge-cases-output.txt|codex-specialist-testing-output.txt	accepted	YES	true	major	adequate	false	YES	true	major	adequate	false	YES	true	major	excellent	false
