round	tool	slot	label	accepted_count
1	cursor	correctness	cursor-specialist-correctness-output.txt	0
1	codex	correctness	codex-specialist-correctness-output.txt	0
1	cursor	edge-cases	cursor-specialist-edge-cases-output.txt	0
1	codex	edge-cases	codex-specialist-edge-cases-output.txt	0
1	cursor	testing	cursor-specialist-testing-output.txt	0
1	codex	testing	codex-specialist-testing-output.txt	0
1	cursor	dyn-porting-parity	dyn-porting-parity-output.txt	0
1	codex	dyn-porting-parity-codex	dyn-porting-parity-codex-output.txt	0
1	cursor	dyn-caller-integration	dyn-caller-integration-output.txt	0
1	codex	dyn-caller-integration-codex	dyn-caller-integration-codex-output.txt	0
