finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Arch, Cursor-Innovation, Cursor-Pragmatic	accepted	YES	true	major	adequate	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_2	Cursor-Innovation, Cursor-Requirements	neutral	NO	false-positive	nit	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_3	Cursor-Innovation, Cursor-Requirements	neutral	NO	false-positive	minor	adequate	false	Claude	NO	false-positive	minor	adequate	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_4	Cursor-dyn-kv-contract-sync	accepted	NO	partially-true	minor	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_5	Cursor-Arch	neutral	NO	false-positive	nit	adequate	false	Claude	NO	partially-true	minor	good	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_6	Cursor-Arch	neutral	NO	false-positive	minor	adequate	false	Claude	NO	false-positive	minor	adequate	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_7	Cursor-Pragmatic	neutral	NO	false-positive	minor	adequate	false	Claude	NO	false-positive	minor	adequate	false	Codex	YES	true	major	good	false	Cursor	important
OOS_1	Cursor-Arch	neutral	YES	true	minor	good	false	Claude	NO	true	nit	adequate	false	Codex	NO	true	minor	adequate	false	Cursor	latent
OOS_2	Cursor-Innovation	neutral	YES	true	minor	adequate	false	Claude	NO	partially-true	nit	adequate	false	Codex	NO	partially-true	minor	adequate	false	Cursor	latent
OOS_3	Cursor-Pragmatic	rejected	NO	partially-true	nit	weak	true	Claude	NO	partially-true	minor	weak	false	Codex	NO	partially-true	minor	weak	true	Cursor	latent
OOS_4	Cursor-Requirements	rejected	NO	true	nit	adequate	false	Claude	NO	true	nit	adequate	false	Codex	NO	true	nit	good	false	Cursor	nit
