finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	scope
FINDING_1	cursor-specialist-correctness|codex-specialist-edge-cases	accepted	YES	true	major	good	false	codex-validity	YES	true	minor	weak	false	codex-plan-fidelity	YES	true	minor	weak	false	codex-pragmatism	in_scope
FINDING_2	cursor-specialist-correctness	accepted	YES	true	minor	adequate	false	codex-validity	YES	true	minor	no-fix	false	codex-plan-fidelity	YES	true	minor	weak	false	codex-pragmatism	oos
FINDING_3	cursor-specialist-correctness|cursor-specialist-testing	accepted	YES	true	minor	good	false	codex-validity	NO	false-positive	nit	no-fix	false	codex-plan-fidelity	YES	true	minor	weak	false	codex-pragmatism	oos
FINDING_4	codex-specialist-correctness|codex-specialist-testing	accepted	YES	true	major	good	false	codex-validity	YES	true	minor	no-fix	false	codex-plan-fidelity	YES	true	minor	weak	false	codex-pragmatism	in_scope
FINDING_5	codex-specialist-correctness|codex-specialist-edge-cases|codex-specialist-testing	accepted	YES	true	major	good	false	codex-validity	YES	partially-true	minor	no-fix	false	codex-plan-fidelity	YES	partially-true	minor	weak	false	codex-pragmatism	in_scope
FINDING_6	cursor-specialist-testing	rejected	NO	partially-true	nit	adequate	false	codex-validity	NO	partially-true	nit	weak	false	codex-plan-fidelity	NO	partially-true	nit	weak	false	codex-pragmatism	in_scope
FINDING_7	cursor-specialist-testing	rejected	NO	partially-true	nit	good	false	codex-validity	NO	partially-true	nit	no-fix	false	codex-plan-fidelity	NO	partially-true	nit	weak	false	codex-pragmatism	in_scope
FINDING_8	cursor-specialist-testing	accepted	YES	true	minor	good	false	codex-validity	YES	true	minor	no-fix	false	codex-plan-fidelity	NO	true	nit	weak	false	codex-pragmatism	in_scope
FINDING_9	cursor-specialist-testing	rejected	NO	false-positive	nit	adequate	false	codex-validity	NO	partially-true	nit	no-fix	false	codex-plan-fidelity	NO	partially-true	nit	weak	false	codex-pragmatism	oos
FINDING_10	cursor-specialist-testing	rejected	NO	true	nit	adequate	false	codex-validity	NO	true	nit	no-fix	false	codex-plan-fidelity	NO	true	nit	weak	false	codex-pragmatism	oos
