Reviewing the implementation plan and validating it against the codebase.
schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	risk-integration	skills/design/references/brainstorm.md:3,28-29,185	Plan omits UPDATED brainstorm.md handoff targets	Skip paths and the terminal brainstorm loop still normatively continue to Step 1e; brainstorm-off runs jump 1d.5→1e and bypass Step 1d.7	Add brainstorm.md to Files to modify: Consumer header (before Step 1d.7 / Gate A re-entry); entry-guard skips → Step 1d.7; terminal path → continue to Step 1d.7 in the same turn; pin literals in test-design-structure.sh
2	in_scope	important	correctness	skills/design/references/discussion-rounds.md:52-53	Plan omits discussion-rounds.md short-circuit update	Step 1d short-circuit still says proceed to Step 1e and that Gate A always fires after 1d, contradicting Decision 3/4 and replacing Shape 1	Add UPDATED discussion-rounds.md: short-circuit → Step 1d.7; replace Gate A always fires with outline gate on first entry; re-entry-only Gate A Shape 2
3	in_scope	important	architecture	skills/design/SKILL.md:30,327-338; plan design-outline.md §7	Approve path lacks explicit skip-Step-1e handoff vs anti-halt NEXT step	After 1d.7 Bash the anti-halt reminder still mandates the next numbered step (1e); Approve only says proceed to 2a skipping Shape 1, so orchestrators may still run 1e timing/banner/Gate A	In design-outline.md §7 and Step 1d.7 SKILL prose: on Approve continue to Step 2a in the same turn without executing the Step 1e block on first-time entry; mirror brainstorm.md same-turn language
4	in_scope	important	correctness	skills/design/references/approval-gates.md:11,17,40,42-45,55-56	approval-gates.md edits are partial	Residual Shape 1 / first-time Gate A prose (cross-tier invariant, When, Discuss-more re-prompt, per-tier fire after Step 1d, loop-exit from Step 1d) conflicts with Step 1d.7 replacement	Extend approval-gates.md plan: retire Shape 1 options; Gate A When = re-entry only after 1d.7; Discuss-more re-prompt Shape 2 only; per-tier first-time = 1d.7; loop-exit first-time via outline Approve
5	in_scope	important	correctness	skills/design/scripts/test-render-final-summary.sh:381-411	Testing strategy omits matrix coverage for cancelled-outline	Plan adds only a dedicated row; the ten-outcome matrix loop will still omit cancelled-outline	Append cancelled-outline to the for summary_outcome matrix list (and any related enum pins)
6	in_scope	important	correctness	plan.txt:90,111-115; skills/design/SKILL.md:266; skills/design/scripts/render-final-summary.sh:44	Internal enum placement rules conflict	Step 0b says insert cancelled-outline between cancelled-decompose and cancelled-plan-size-hard; render-final-summary.sh proposal inserts after cancelled-already-planned; current script uses a different cancelled-* order	Unify one canonical ordering across SKILL.md Step 0b, render-final-summary.sh case, and test matrix; document it once in the plan
7	in_scope	nit	correctness	plan Acceptance #2; skills/design/references/design-outline.md §7 (proposed)	Acceptance criterion #2 acknowledgment breadcrumb not specified in normative reference	Approve is required to print a brief acknowledgment breadcrumb but design-outline.md §7 only lists sentinel write + proceed to 2a	Add Approve branch prose with a stable breadcrumb literal (e.g. outline approved) and pin it in test-design-structure.sh
8	in_scope	latent	risk-integration	skills/design/references/flags.md:21; skills/design/SKILL.md:20	Adjacent before Gate A docs not listed for update	flags.md and SKILL compact table still say brainstorm runs before Gate A with no Step 1d.7 mention	Add flags.md + SKILL flag-table row updates or mark docs/skills.md out-of-scope with a follow-up issue
9	out_of_scope	latent	architecture	skills/design/SKILL.md:199	Already-planned ad-hoc Q&A + brainstorm path skips 1c/1d/1d.7	Decision 1 always fire may not apply; users with brainstorm on existing plan never see outline gate	Clarify in plan or file follow-up: whether ad-hoc branch should run 1d.7 before exit

**1. [risk-integration]** `skills/design/references/brainstorm.md` is not in the plan’s `Files to modify/create`, yet it remains the normative handoff after Step 1d.5. Skip paths (lines 28–29) and the terminal discussion loop (line 185) still direct the orchestrator to **Step 1e**. With brainstorm off, `1d.5` skip → `1e` would bypass the new gate entirely.

**2. [correctness]** `skills/design/references/discussion-rounds.md:52-53` still says the Step 1d short-circuit proceeds to **Step 1e** and that Gate A always fires after 1d. That contradicts Decisions 3–4 and the planned replacement of Gate A Shape 1. The plan does not list this file for update.

**3. [architecture]** After the Step 1d.7 Bash block, `skills/design/SKILL.md:30` still tells the orchestrator to continue to the **NEXT numbered step** (`1e` sits between `1d.7` and `2a` at lines 327–338). `design-outline.md` §7 says “proceed to Step 2a (skipping Step 1e Gate A’s first-time entry)”, which is weaker than brainstorm’s explicit “continue to Step **1e** in the same turn” (`brainstorm.md:185`). Approve should explicitly jump to Step 2a **without executing the Step 1e block**, matching the Step 1e prose update at plan line 89.

**4. [correctness]** `approval-gates.md` updates cover Shape 1 replacement and per-tier wording partially, but leave stale first-time Gate A contracts: cross-tier invariant (line 11), **When** (line 17), Discuss-more re-prompt Shape 1 reference (line 40), and loop-exit “first-time entry from Step 1d” (lines 55–56). These can resurrect the old Ready-for-review / Discuss-more prompt after outline approval.

**5. [correctness]** The testing strategy adds a dedicated `cancelled-outline` row but does not update the **ten-outcome matrix** loop in `test-render-final-summary.sh:381-411`, so `cancelled-outline` stays outside the same regression coverage as other cancel outcomes.

**6. [correctness]** The plan gives conflicting enum insertion rules: Step 0b (plan line 90) says between `cancelled-decompose` and `cancelled-plan-size-hard`, while `render-final-summary.sh` (plan lines 111–115) inserts after `cancelled-already-planned`—neither matches the current script line 44 ordering.

**7. [nit]** Acceptance #2 requires a **brief acknowledgment breadcrumb** on Approve; proposed `design-outline.md` §7 omits any breadcrumb text, so implementers and Check pins have no stable literal to enforce.

**8. [latent]** `flags.md:21` and `SKILL.md:20` still describe brainstorm as running “before Gate A” with no Step 1d.7 mention—operator/docs drift, not blocking if references are authoritative.

**[OUT_OF_SCOPE]** `SKILL.md:199` already-planned ad-hoc Q&A may run brainstorm then exit without ever reaching 1d/1d.7; reconcile with Decision 1 “always fire” if that path matters for product UX.
