finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool
FINDING_1	Cursor-Arch	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_2	Codex-Arch	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_3	Codex-Arch	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_4	Cursor-Edge	accepted	EXONERATE	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_5	Codex-Edge	accepted	EXONERATE	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_6	Codex-Edge	accepted	YES	partially-true	minor	adequate	false	Claude	YES	true	minor	adequate	false	Codex	YES	true	minor	good	false	Cursor
FINDING_7	Cursor-Innovation	accepted	EXONERATE	true	major	good	false	Claude	YES	true	major	adequate	false	Codex	YES	true	major	good	false	Cursor
FINDING_8	Codex-Innovation	accepted	EXONERATE	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_9	Codex-Innovation	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_10	Codex-Innovation	accepted	YES	true	minor	good	false	Claude	YES	true	major	good	false	Codex	YES	true	minor	good	false	Cursor
FINDING_11	Codex-Innovation	exonerated	YES	true	minor	adequate	false	Claude	EXONERATE	true	minor	adequate	false	Codex	EXONERATE	true	minor	adequate	false	Cursor
FINDING_12	Cursor-Pragmatic, Cursor-Pragmatic	accepted	EXONERATE	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_13	Codex-Pragmatic	accepted	EXONERATE	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_14	Codex-Pragmatic	accepted	EXONERATE	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_15	Codex-Pragmatic	accepted	EXONERATE	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_16	Codex-Pragmatic	accepted	YES	true	minor	adequate	false	Claude	YES	true	minor	good	false	Codex	YES	true	minor	excellent	false	Cursor
FINDING_17	Cursor-Requirements	accepted	EXONERATE	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_18	Codex-Requirements	accepted	EXONERATE	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_19	Codex-Requirements	accepted	YES	true	minor	adequate	false	Claude	YES	true	minor	good	false	Codex	EXONERATE	true	nit	adequate	false	Cursor
FINDING_20	Codex-Requirements	accepted	EXONERATE	true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	minor	good	false	Cursor
FINDING_21	Codex-Requirements	accepted	YES	true	nit	adequate	false	Claude	YES	true	nit	good	false	Codex	YES	true	nit	excellent	false	Cursor
FINDING_22	Codex-Requirements	accepted	YES	true	nit	adequate	false	Claude	YES	true	nit	excellent	false	Codex	YES	true	nit	excellent	false	Cursor
FINDING_23	Cursor-dyn-path-inventory	accepted	EXONERATE	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_24	Codex-dyn-path-inventory	accepted	EXONERATE	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_25	Codex-dyn-path-inventory	accepted	EXONERATE	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_26	Codex-dyn-path-inventory	accepted	YES	true	minor	adequate	true	Claude	YES	true	minor	adequate	false	Codex	EXONERATE	true	nit	adequate	false	Cursor
FINDING_27	Codex-dyn-path-inventory	accepted	YES	true	nit	adequate	false	Claude	YES	true	nit	good	false	Codex	EXONERATE	partially-true	nit	adequate	true	Cursor
FINDING_28	Cursor-dyn-trap-lifecycle	accepted	YES	true	minor	excellent	false	Claude	YES	true	minor	excellent	false	Codex	YES	true	minor	excellent	false	Cursor
FINDING_29	Codex-dyn-trap-lifecycle	accepted	YES	true	nit	good	false	Claude	NO	false-positive	nit	adequate	false	Codex	YES	true	minor	good	false	Cursor
