finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity	scope
FINDING_1	Cursor-Innovation, Cursor-Pragmatic, Cursor-Requirements	neutral	NO	partially-true	nit	adequate	false	Claude	YES	true	minor	good	false	Codex	NO	partially-true	nit	good	false	Cursor	important	in_scope
FINDING_2	Cursor-Innovation, Cursor-Requirements	neutral	NO	true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	NO	true	minor	good	false	Cursor	important	oos
FINDING_3	Codex-Innovation, Codex-dyn-Run Log Integrity	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	NO	partially-true	minor	good	false	Cursor	blocking	in_scope
FINDING_4	Codex-Requirements	neutral	NO	partially-true	minor	weak	false	Claude	YES	true	major	good	false	Codex	NO	true	minor	adequate	false	Cursor	blocking	oos
FINDING_5	Cursor-dyn-Run Log Integrity	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	minor	excellent	false	Cursor	important	in_scope
FINDING_6	Codex-Pragmatic	neutral	NO	false-positive	nit	adequate	false	Claude	NO	partially-true	nit	adequate	false	Codex	YES	true	nit	good	false	Cursor	latent	in_scope
FINDING_7	Cursor-Requirements	neutral	NO	partially-true	nit	adequate	true	Claude	NO	partially-true	nit	adequate	false	Codex	YES	true	minor	good	false	Cursor	important	in_scope
OOS_1	Codex-Arch	neutral	NO	false-positive	nit	weak	false	Claude	NO	partially-true	nit	adequate	false	Codex	YES	true	nit	good	false	Cursor	nit	oos
OOS_2	Codex-Innovation	neutral	NO	false-positive	nit	weak	false	Claude	NO	partially-true	nit	adequate	false	Codex	YES	true		good	true	Cursor	latent	oos
OOS_3	Codex-dyn-Run Log Integrity	neutral	NO	false-positive	nit	weak	false	Claude	NO	partially-true	nit	adequate	false	Codex	YES	true	nit	good	false	Cursor	nit	oos
