finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool
FINDING_1	cursor-specialist-correctness-output.txt|codex-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt|codex-specialist-edge-cases-output.txt|codex-specialist-testing-output.txt|dyn-deps-edge-rules-output.txt|dyn-deps-cli-tests-output.txt	accepted	YES	true	major	good	false	cursor-validity	YES	true	major	excellent	false	cursor-plan-fidelity	YES	true	major	excellent	false	cursor-pragmatism
FINDING_2	cursor-specialist-correctness-output.txt|dyn-deps-cli-tests-output.txt	accepted	YES	true	major	good	false	cursor-validity	YES	true	major	good	false	cursor-plan-fidelity	YES	true	major	good	false	cursor-pragmatism
FINDING_3	cursor-specialist-correctness-output.txt|codex-specialist-correctness-output.txt|codex-specialist-testing-output.txt	accepted	YES	true	major	excellent	false	cursor-validity	YES	true	major	excellent	false	cursor-plan-fidelity	YES	true	major	excellent	false	cursor-pragmatism
FINDING_4	cursor-specialist-correctness-output.txt|dyn-deps-safety-output.txt|dyn-deps-edge-rules-output.txt|dyn-deps-cli-tests-output.txt	accepted	YES	true	major	excellent	false	cursor-validity	YES	true	major	excellent	false	cursor-plan-fidelity	YES	true	major	excellent	false	cursor-pragmatism
FINDING_5	codex-specialist-correctness-output.txt|codex-specialist-edge-cases-output.txt|dyn-deps-safety-output.txt	accepted	YES	true	blocker	good	false	cursor-validity	YES	true	blocker	good	false	cursor-plan-fidelity	YES	true	blocker	good	false	cursor-pragmatism
FINDING_6	codex-specialist-correctness-output.txt	accepted	YES	true	major	adequate	false	cursor-validity	YES	true	major	adequate	false	cursor-plan-fidelity	YES	true	major	adequate	false	cursor-pragmatism
FINDING_7	codex-specialist-edge-cases-output.txt|codex-specialist-testing-output.txt	accepted	YES	true	major	good	false	cursor-validity	YES	true	major	good	false	cursor-plan-fidelity	YES	true	major	good	false	cursor-pragmatism
FINDING_8	codex-specialist-testing-output.txt	rejected	NO	partially-true	minor	adequate	true	cursor-validity	NO	partially-true	minor	good	true	cursor-plan-fidelity	NO	partially-true	minor	adequate	true	cursor-pragmatism
FINDING_9	dyn-deps-safety-output.txt	rejected	NO	true	blocker	good	false	cursor-validity	NO	true	major	good	false	cursor-plan-fidelity	NO	true	blocker	good	false	cursor-pragmatism
FINDING_10	dyn-deps-safety-output.txt	neutral	YES	true	major	good	false	cursor-validity	NO	true	major	good	false	cursor-plan-fidelity	NO	true	major	good	false	cursor-pragmatism
FINDING_11	dyn-deps-safety-output.txt	neutral	YES	true	major	excellent	false	cursor-validity	NO	true	minor	good	false	cursor-plan-fidelity	NO	partially-true	minor	good	false	cursor-pragmatism
FINDING_12	cursor-specialist-testing-output.txt	neutral	NO	true	major	good	false	cursor-validity	YES	true	major	excellent	false	cursor-plan-fidelity	NO	true	minor	excellent	false	cursor-pragmatism
FINDING_13	cursor-specialist-testing-output.txt	rejected	NO	partially-true	nit	good	false	cursor-validity	NO	true	nit	good	false	cursor-plan-fidelity	NO	true	nit	excellent	false	cursor-pragmatism
FINDING_14	dyn-deps-cli-tests-output.txt	neutral	YES	true	major	excellent	false	cursor-validity	NO	true	minor	excellent	false	cursor-plan-fidelity	NO	true	minor	excellent	false	cursor-pragmatism
FINDING_15	cursor-specialist-correctness-output.txt	rejected	NO	true	nit	adequate	false	cursor-validity	JUDGE_ERROR				true	cursor-plan-fidelity	NO	true	nit	adequate	false	cursor-pragmatism
