Reading the implementation plan and exploring the referenced codebase paths.
Exploring referenced files to validate contracts and integration points.
Checking one more integration point for the main-agent re-run and `eligible_count` semantics:
schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	skills/design/scripts/plan-review-loop.sh:567-606	Plan names --voter Claude:$VOTER_1_PATH but loop never parses VOTER_*_PATH KVs	Implementer maps compacted VOTER_PATHS_FILE lines positionally; missing Codex shifts Cursor into v2 and breaks FINDING_16 fixed-slot semantics	Parse VOTER_1_PATH VOTER_2_PATH VOTER_3_PATH and VOTER_*_STATUS from dispatch stdout; emit --voter <Slot>:<path> only for launched/fallback non-empty paths per plan-review.md:169
2	in_scope	important	risk-integration	skills/design/SKILL.md:758-760	SKILL.md omitted from Files to modify; still mandates --voter-files-only main-agent re-run	Post-adjudication tally omits --findings-classification-out and --voter MainAgent:; TSV missing or wrong round; axis ratings never land in vN columns	Add skills/design/SKILL.md update: re-run with --voter MainAgent:$DESIGN_TMPDIR/voter-main-agent.txt --findings-classification-out $DESIGN_TMPDIR/plan-review/round-1/findings-classification.tsv; extend artifact list beyond voting-tally/accepted/rejected/oos
3	in_scope	important	architecture	skills/design/scripts/tally-plan-review.sh:100-103	MainAgent slot semantics underspecified vs eligible_count and TSV vN columns	After main-agent re-run with sole MainAgent voter eligible_count=1 yields real voting_result but all vN_* stay empty despite 4-axis lines in voter-main-agent.txt	Pin in tally-plan-review.md: MainAgent counts toward eligible_count and vote_for_id tallying but never maps to v1/v2/v3; document empty vN as intentional on main-agent-only re-run or add a dedicated column in a follow-up issue
4	in_scope	important	correctness	scripts/test-design-log-publish.sh:1-80	Failure modes and Testing strategy require publish allowlist cases but Files to modify omits test-design-log-publish.sh	FINDING_12 strict allowlist ships without regression; unexpected plan-review paths or symlink root regress silently	Add UPDATED scripts/test-design-log-publish.sh with cases (a) stage findings-classification.tsv (b) reject unexpected file (c) empty plan-review/ success (d) symlink root fail per plan Failure mode #2
5	in_scope	important	correctness	skills/design/scripts/plan-review-loop.sh:218-222	panel-failed early exit not listed in zero-findings TSV audit	Loop exits before tally with empty ballot; no header-only findings-classification.tsv; publish may succeed but run logs lack per-round forensic artifact	Include plan-review-loop.sh:218-222 in FINDING_15 audit: mkdir -p plan-review/round-$ROUND_NUM and write header-only TSV (or call tally with empty ballot) on panel-failed like write_empty_review_artifacts branches
6	in_scope	important	architecture	skills/design/scripts/tally-plan-review.md:14-15	--voter-files deprecation claims basename inference as current behavior but tally only iterates argv order	No normative mapping for claude-vote-output-phase2.txt codex-vote-output.txt; legacy callers get wrong vN assignment	Define explicit basename→Slot table in tally-plan-review.md (e.g. claude-vote*→Claude codex-vote*→Codex cursor-vote*→Cursor voter-main-agent→MainAgent) and test-tally-plan-review.sh case 2
7	in_scope	latent	correctness	skills/design/scripts/test-findings-classification.sh	Failure mode #1 cross-parser parity case not in enumerated harness list	Parser and vote_for_id could diverge on edge lines while cases 9/14 pass in isolation	Add harness case: for each fixture line assert vote_for_id output equals PARSED_VOTE or both JUDGE_ERROR/empty per documented mapping
8	in_scope	important	correctness	skills/design/scripts/tally-plan-review.sh:109-113	vN_vote TSV mapping for JUDGE_ERROR unspecified	PARSED_VOTE empty vs vote_for_id JUDGE_ERROR inconsistency breaks analytics joining TSV to voting-tally judge_error column	Document and test: empty PARSED_VOTE → empty vN_vote cell (or literal JUDGE_ERROR); must match scoreboard JERR semantics in tally-plan-review.md
9	in_scope	nit	architecture	scripts/parse-judge-vote-and-rating.sh:30	Plan says awk END emits emit_kv; repo pattern is awk prints KV then bash re-emits	Awk cannot call emit_kv; risk of writing to wrong FD under larch_quiet_init	Mirror scripts/clarify-state.sh:188-194: awk prints PARSED_*= lines; wrapper loop calls emit_kv; document in parse-judge-vote-and-rating.md
10	in_scope	nit	correctness	skills/design/scripts/tally-plan-review.sh:132-187	FINDING_11 numeric sort algorithm not specified	block_files glob order is lexicographic (FINDING_10 before FINDING_2); harness case 16 fails if second pass reuses glob order	Implement ballot-id sort with numeric suffix (e.g. sort FINDING then OOS by -t_ -k2n) in TSV second pass; pin function name in plan Approach
11	in_scope	nit	architecture	skills/design/scripts/tally-plan-review.md:36-38	Existing edit-in-sync requires SKILL.md on ballot/artifact changes but plan skips SKILL.md	Drift between operator SKILL prose and tally-plan-review.md contract after --voter argv change	Add skills/design/SKILL.md to FINDING_9 sibling/sync list alongside plan-review.md
12	out_of_scope	latent	security	SECURITY.md:124-124	Strict plan-review publish allowlist mirrors render-cache hardening but SECURITY.md not listed	Operators miss symlink/allowlist threat model for new staged path	Add SECURITY.md bullet under design-log publish referencing plan-review/round-N/findings-classification.tsv allowlist (or cite design-log-publish.md)
13	out_of_scope	nit	architecture	docs/run-logs.md:15-18	Only findings-classification.tsv allowlisted; other plan-review/ artifacts remain unstaged until #2667	Operators expect full plan-review/ tree in larch-logs; only TSV appears post-publish	Cross-reference #2667 in docs/run-logs.md paragraph; avoid implying recursive plan-review/ staging in this PR
