finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Arch	neutral	YES	true	major	good	false	Claude	NO	true	minor	adequate	false	Codex	NO	true	minor	good	false	Cursor	important
FINDING_2	Cursor-Pragmatic, Cursor-Requirements	accepted	YES	true	major	good	false	Claude	YES	partially-true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_3	Codex-dyn-Prompt Contract	rejected	NO	partially-true	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important
FINDING_4	Codex-Arch	neutral	NO	partially-true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important
FINDING_5	Cursor-Innovation	accepted	NO	true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_6	Codex-Innovation	neutral	NO	partially-true	minor	weak	false	Claude	YES	true	major	adequate	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important
FINDING_7	Codex-Innovation	neutral	NO	false-positive	minor	adequate	false	Claude	YES	true	minor	good	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important
FINDING_8	Codex-Pragmatic	neutral	NO	partially-true	minor	weak	false	Claude	YES	true	major	good	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important
FINDING_9	Codex-Requirements	accepted	NO	partially-true	minor	weak	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_10	Codex-Requirements	neutral	NO	partially-true	minor	adequate	false	Claude	YES	true	minor	good	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important
FINDING_11	Codex-dyn-Validator Regression	accepted	NO	partially-true	minor	weak	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_12	Codex-dyn-Validator Regression	neutral	NO	false-positive	minor	adequate	false	Claude	YES	true	minor	good	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important
FINDING_13	Cursor-dyn-Prompt Contract Phase2	accepted	NO	partially-true	minor	adequate	false	Claude	YES	true	major	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_14	Codex-dyn-Prompt Contract	accepted	NO	partially-true	minor	weak	false	Claude	YES	true	major	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important
OOS_1	Cursor-dyn-Validator Regression	rejected	NO	false-positive	minor	adequate	false	Claude	NO	true	minor	adequate	false	Codex	NO	true		adequate	true	Cursor	latent
