finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain
FINDING_1	cursor-specialist-structure-output.txt|cursor-specialist-testing-output.txt|cursor-specialist-edge-cases-output.txt	accepted	YES	true	nit	adequate	false	YES	true	nit	good	false	YES	true	nit	good	false
FINDING_10	cursor-specialist-security-output.txt|cursor-specialist-edge-cases-output.txt	exonerated	EXONERATE	true		adequate	true	EXONERATE	partially-true	minor	adequate	false	EXONERATE	partially-true	minor	adequate	false
FINDING_11	cursor-specialist-security-output.txt	exonerated	EXONERATE	true		weak	true	EXONERATE	true	nit	adequate	false	EXONERATE	true	nit	weak	false
FINDING_12	cursor-specialist-edge-cases-output.txt|cursor-specialist-plan-fidelity-output.txt	accepted	EXONERATE	partially-true		adequate	true	YES	true	minor	good	false	YES	true	minor	good	false
FINDING_13	cursor-specialist-testing-output.txt|cursor-specialist-edge-cases-output.txt	exonerated	YES	true		adequate	true	EXONERATE	true	minor	adequate	false	EXONERATE	true	minor	adequate	false
FINDING_14	cursor-specialist-testing-output.txt	exonerated	EXONERATE	true	nit	weak	false	EXONERATE	true	nit	adequate	false	EXONERATE	true	nit	adequate	false
FINDING_2	cursor-specialist-structure-output.txt	accepted	YES	true	nit	adequate	false	YES	true	nit	good	false	YES	true	nit	good	false
FINDING_3	cursor-specialist-structure-output.txt	exonerated	EXONERATE	true		no-fix	true	EXONERATE	true	minor	adequate	false	EXONERATE	true	minor	adequate	false
FINDING_4	cursor-specialist-structure-output.txt	exonerated	EXONERATE	true	nit	weak	false	EXONERATE	true	nit	adequate	false	EXONERATE	true	nit	adequate	false
FINDING_5	cursor-specialist-structure-output.txt	exonerated	EXONERATE	true	nit	weak	false	EXONERATE	true	nit	adequate	false	EXONERATE	true	nit	adequate	false
FINDING_6	cursor-specialist-testing-output.txt|cursor-specialist-plan-fidelity-output.txt	accepted	YES	true	major	adequate	false	YES	true	major	good	false	YES	true	major	good	false
FINDING_7	cursor-specialist-edge-cases-output.txt|dyn-git-semantics-output.txt	accepted	EXONERATE	true	minor	good	false	YES	true	major	good	false	YES	true	major	good	false
FINDING_8	dyn-shell-set-e-safety-output.txt	accepted	NO	false-positive	uncertain	uncertain	false	YES	true	major	excellent	false	YES	true	major	excellent	false
FINDING_9	cursor-specialist-testing-output.txt|dyn-test-edge-coverage-output.txt	accepted	YES	true	minor	adequate	false	YES	true	major	good	false	YES	true	major	good	false
OOS_1	cursor-specialist-testing-output.txt	exonerated	YES	true		adequate	true	EXONERATE	partially-true	nit	adequate	true	EXONERATE	true	nit	adequate	false
OOS_2	cursor-specialist-security-output.txt	accepted	YES	true		adequate	true	EXONERATE	partially-true	nit	adequate	false	YES	true	minor	adequate	false
OOS_3	cursor-specialist-edge-cases-output.txt	accepted	YES	true		adequate	true	YES	true	minor	good	false	YES	true	minor	good	false
OOS_4	cursor-specialist-edge-cases-output.txt	accepted	YES	true	nit	adequate	false	YES	true	nit	good	false	YES	true	nit	good	false
