finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity	scope
FINDING_1	Cursor-Arch, Cursor-Innovation, Cursor-Requirements, Codex-dyn-Ship Handoff State Machine	accepted	NO	partially-true	uncertain	weak	true	Claude	YES	partially-true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_2	Cursor-Arch, Cursor-Innovation, Cursor-Pragmatic, Codex-Pragmatic, Cursor-Requirements, Cursor-dyn-Ship Handoff State Machine	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_3	Cursor-Arch, Codex-Innovation	accepted	NO	false-positive	minor	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	blocker	excellent	false	Cursor	blocking	in_scope
FINDING_4	Codex-Arch, Cursor-Pragmatic, Cursor-Requirements, Codex-Requirements, Cursor-dyn-Ship Handoff State Machine, Codex-dyn-Ship Handoff State Machine	accepted	NO	partially-true	minor	adequate	false	Claude	YES	true	major	excellent	false	Codex	YES	true	blocker	excellent	false	Cursor	blocking	in_scope
FINDING_5	Cursor-Innovation, Codex-Pragmatic, Cursor-dyn-Ship Handoff State Machine, Codex-dyn-Ship Handoff State Machine	accepted	NO	partially-true	uncertain	weak	true	Claude	YES	true	major	excellent	false	Codex	YES	true	major	good	false	Cursor	blocking	in_scope
FINDING_6	Cursor-Innovation	neutral	NO	false-positive	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	partially-true	major	good	false	Cursor	important	oos
FINDING_7	Cursor-Innovation, Cursor-dyn-Ship Handoff State Machine, Codex-dyn-Ship Handoff State Machine	accepted	NO	partially-true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor	important	in_scope
FINDING_8	Codex-Innovation	neutral	NO	false-positive	nit	weak	false	Claude	YES	true	major	adequate	false	Codex	NO	false-positive	nit	adequate	false	Cursor	blocking	oos
FINDING_9	Codex-Innovation	neutral	NO	false-positive	minor	adequate	false	Claude	YES	true	major	good	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important	oos
FINDING_10	Codex-Requirements	accepted	NO	false-positive	minor	weak	false	Claude	YES	true	major	good	false	Codex	YES	true	blocker	excellent	false	Cursor	blocking	in_scope
FINDING_11	Cursor-Innovation	neutral	NO	partially-true	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	major	good	false	Cursor	important	oos
FINDING_12	Cursor-Pragmatic	neutral	NO	partially-true	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	major	good	false	Cursor	important	oos
