finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	scope
FINDING_1	cursor-specialist-correctness-output.txt	accepted	YES	true	major	excellent	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	oos
FINDING_2	cursor-specialist-correctness-output.txt	accepted	YES	true	major	good	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	oos
FINDING_3	cursor-specialist-correctness-output.txt	accepted	YES	true	major	excellent	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	in_scope
FINDING_4	cursor-specialist-correctness-output.txt	accepted	NO	true	minor	good	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	adequate	false	codex-pragmatism	oos
FINDING_5	cursor-specialist-correctness-output.txt	neutral	NO	partially-true	nit	adequate	false	codex-validity	YES	true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	minor	good	false	codex-pragmatism	oos
FINDING_6	cursor-specialist-correctness-output.txt	accepted	YES	partially-true	minor	good	false	codex-validity	YES	partially-true	minor	adequate	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	oos
FINDING_7	codex-specialist-correctness-output.txt	accepted	YES	true	major	excellent	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	oos
FINDING_8	codex-specialist-correctness-output.txt	accepted	YES	true	major	excellent	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	oos
FINDING_9	codex-specialist-correctness-output.txt	neutral	NO	false-positive	nit	adequate	false	codex-validity	YES	true	minor	adequate	false	codex-plan-fidelity	NO	uncertain	minor	adequate	true	codex-pragmatism	oos
FINDING_10	cursor-specialist-edge-cases-output.txt	accepted	YES	true	major	excellent	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	in_scope
FINDING_11	cursor-specialist-edge-cases-output.txt	accepted	YES	true	major	good	false	codex-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	YES	true	minor	adequate	false	codex-pragmatism	oos
FINDING_12	cursor-specialist-edge-cases-output.txt	accepted	YES	true	minor	good	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	oos
FINDING_13	cursor-specialist-edge-cases-output.txt	rejected	NO	partially-true	minor	good	false	codex-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	minor	adequate	false	codex-pragmatism	oos
FINDING_14	cursor-specialist-edge-cases-output.txt	rejected	NO	true	minor	good	false	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	NO	true	minor	adequate	false	codex-pragmatism	oos
FINDING_15	cursor-specialist-edge-cases-output.txt	neutral	NO	partially-true	minor	good	false	codex-validity	YES	true	minor	adequate	false	codex-plan-fidelity	NO	false-positive	nit	good	false	codex-pragmatism	oos
FINDING_16	cursor-specialist-edge-cases-output.txt	rejected	NO	true	nit	adequate	false	codex-validity	NO	true	nit	weak	false	codex-plan-fidelity	NO	false-positive	nit	adequate	false	codex-pragmatism	oos
FINDING_17	codex-specialist-edge-cases-output.txt	accepted	YES	true	major	excellent	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	in_scope
FINDING_18	codex-specialist-edge-cases-output.txt	accepted	YES	true	major	excellent	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	oos
FINDING_19	cursor-specialist-testing-output.txt	accepted	YES	true	minor	good	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	oos
FINDING_20	cursor-specialist-testing-output.txt	rejected	NO	partially-true	nit	good	false	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	NO	true	nit	good	false	codex-pragmatism	oos
FINDING_21	cursor-specialist-testing-output.txt	accepted	NO	partially-true	nit	good	false	codex-validity	YES	true	minor	adequate	false	codex-plan-fidelity	YES	partially-true	minor	good	false	codex-pragmatism	oos
FINDING_22	codex-specialist-testing-output.txt	accepted	YES	true	major	excellent	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	oos
FINDING_23	codex-specialist-testing-output.txt	accepted	YES	true	minor	excellent	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	oos
FINDING_24	dyn-dyn-origin-allowlist-output.txt	neutral	YES	true	minor	good	false	codex-validity	NO	true	minor	good	false	codex-plan-fidelity	NO	partially-true	minor	good	false	codex-pragmatism	oos
FINDING_25	dyn-dyn-origin-allowlist-output.txt	neutral	NO	true	nit	adequate	false	codex-validity	YES	true	minor	no-fix	false	codex-plan-fidelity	NO	true	nit	adequate	false	codex-pragmatism	oos
FINDING_26	dyn-dyn-origin-allowlist-output.txt	neutral	NO	partially-true	nit	adequate	false	codex-validity	NO	true	nit	adequate	false	codex-plan-fidelity	YES	true	nit	good	false	codex-pragmatism	oos
