finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool
FINDING_1	Cursor-Arch, Cursor-Edge, Cursor-Requirements	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_2	Codex-Arch	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_3	Codex-Arch	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_4	Codex-Arch	accepted	YES	true	major	good	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_5	Codex-Arch	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_6	Codex-Arch	accepted	YES	true	nit	good	false	Claude	YES	true	nit	good	false	Codex	YES	true	nit	good	false	Cursor
FINDING_7	Codex-Edge	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_8	Codex-Edge	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_9	Codex-Edge	accepted	YES	true	nit	good	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_10	Cursor-Innovation	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_11	Codex-Innovation	accepted	YES	true	major	good	false	Claude	YES	true	major	adequate	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_12	Codex-Innovation	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_13	Codex-Innovation	accepted	YES	true	major	good	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_14	Codex-Innovation	accepted	YES	true	nit	good	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_15	Codex-Innovation	accepted	EXONERATE	true	nit	adequate	false	Claude	YES	true	minor	excellent	false	Codex	YES	partially-true	minor	good	false	Cursor
FINDING_16	Cursor-Pragmatic, Cursor-dyn-apply-body-factoring	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_17	Codex-Pragmatic	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_18	Codex-Pragmatic	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_19	Codex-Pragmatic	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_20	Codex-Pragmatic	accepted	YES	true	nit	good	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_21	Codex-Requirements	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_22	Codex-Requirements	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_23	Codex-Requirements	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_24	Codex-Requirements	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_25	Codex-Requirements	accepted	YES	true	major	adequate	false	Claude	YES	partially-true	minor	adequate	false	Codex	YES	true	major	good	false	Cursor
FINDING_26	Cursor-dyn-doc-surface-sync	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_27	Codex-dyn-doc-surface-sync	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_28	Codex-dyn-doc-surface-sync	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_29	Codex-dyn-doc-surface-sync	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_30	Codex-dyn-doc-surface-sync	exonerated	EXONERATE	true		adequate	true	Claude	YES	partially-true	minor	adequate	false	Codex	EXONERATE	partially-true	nit	adequate	false	Cursor
FINDING_31	Cursor-dyn-run-params-parity	accepted	YES	true	major	good	false	Claude					true	Codex	YES	true	major	excellent	false	Cursor
FINDING_32	Codex-dyn-run-params-parity	accepted	YES	true	major	excellent	false	Claude					true	Codex	YES	true	major	excellent	false	Cursor
FINDING_33	Codex-dyn-run-params-parity	accepted	YES	true	major	good	false	Claude					true	Codex	YES	true	major	excellent	false	Cursor
FINDING_34	Codex-dyn-run-params-parity	accepted	YES	true	major	excellent	false	Claude					true	Codex	YES	true	major	excellent	false	Cursor
FINDING_35	Cursor-dyn-apply-body-factoring, Cursor-dyn-apply-body-factoring, Cursor-dyn-apply-body-factoring	exonerated	YES	true	major	good	false	Claude					true	Codex	EXONERATE	partially-true	minor	adequate	false	Cursor
FINDING_36	Cursor-dyn-apply-body-factoring, Cursor-dyn-apply-body-factoring	accepted	YES	true	major	good	false	Claude					true	Codex	YES	true	major	excellent	false	Cursor
FINDING_37	Cursor-dyn-apply-body-factoring	accepted	YES	true	major	good	false	Claude					true	Codex	YES	true	major	excellent	false	Cursor
FINDING_38	Cursor-dyn-apply-body-factoring	accepted	YES	true	major	good	false	Claude					true	Codex	YES	true	major	excellent	false	Cursor
FINDING_39	Cursor-dyn-apply-body-factoring	accepted	YES	true	major	good	false	Claude					true	Codex	YES	true	major	excellent	false	Cursor
FINDING_40	Cursor-dyn-apply-body-factoring	accepted	YES	true	major	good	false	Claude					true	Codex	YES	true	major	excellent	false	Cursor
FINDING_41	Cursor-dyn-apply-body-factoring	exonerated	YES	true	nit	adequate	false	Claude					true	Codex	EXONERATE	partially-true	minor	adequate	false	Cursor
FINDING_42	Codex-dyn-apply-body-factoring	accepted	YES	true	major	excellent	false	Claude					true	Codex	YES	true	major	excellent	false	Cursor
OOS_1	Cursor-dyn-apply-body-factoring	exonerated	YES	true		adequate	true	Claude					true	Codex	EXONERATE	true	minor	adequate	false	Cursor
