archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	6	1	1	0.166667
correctness	correctness	1	3	2	0	0.666667
testing	risk-integration	1	4	3	0	0.750000
security	security	1	7	0	7	0.000000
edge-cases	correctness	1	3	1	0	0.333333
plan-fidelity	architecture	1	3	1	0	0.333333
dyn-gh-ci	risk-integration	1	2	1	0	0.500000
dyn-bash-contract	code-quality	1	0	0	0	n/a
dyn-publish-flow	architecture	1	3	3	0	1.000000
dyn-stub-fidelity	correctness	1	3	2	0	0.666667
dyn-docs-contract	risk-integration	1	0	0	0	n/a
