finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Arch Phase2, Codex-Innovation	rejected	NO	partially-true	minor	adequate	false	Claude	NO	partially-true	minor	weak	false	Codex	NO	partially-true	minor	good	false	Cursor	important
FINDING_2	Cursor-Arch Phase2, Cursor-Pragmatic Phase2, Cursor-Requirements Phase2, Codex-Requirements	accepted	YES	true		good	true	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_3	Cursor-Innovation Phase2, Codex-Pragmatic	accepted	YES	uncertain		good	true	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_4	Cursor-dyn-Schema Compatibility Phase2, Codex-dyn-Schema Compatibility	accepted	YES	uncertain		adequate	true	Claude	YES	true	minor	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_5	Codex-dyn-Run Log Surface	accepted	YES	true		excellent	true	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_6	Codex-Arch	rejected	NO	false-positive	nit	adequate	false	Claude	NO	false-positive	minor	adequate	false	Codex	NO	false-positive	minor	adequate	false	Cursor	important
FINDING_7	Cursor-Innovation Phase2	rejected	NO	false-positive	nit	adequate	false	Claude	NO	false-positive	minor	adequate	false	Codex	NO	false-positive	minor	adequate	false	Cursor	important
FINDING_8	Codex-Innovation	rejected	NO	false-positive	nit	adequate	false	Claude	NO	false-positive	minor	adequate	false	Codex	NO	false-positive	minor	adequate	false	Cursor	important
FINDING_9	Cursor-Pragmatic Phase2	rejected	NO	false-positive	nit	adequate	false	Claude	NO	false-positive	minor	adequate	false	Codex	NO	false-positive	minor	adequate	false	Cursor	important
FINDING_10	Codex-Requirements	rejected	NO	false-positive	nit	adequate	false	Claude	NO	false-positive	minor	adequate	false	Codex	NO	false-positive	minor	adequate	false	Cursor	important
