finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity	scope
FINDING_1	Cursor-Arch, Cursor-Innovation, Cursor-Pragmatic, Cursor-Requirements, Cursor-dyn-Regression Contract Reviewer	accepted							YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor	important	in_scope
FINDING_2	Cursor-Arch, Codex-Arch, Cursor-Innovation, Cursor-Pragmatic, Cursor-Requirements	accepted							YES	true	major	good	false	Codex	YES	true	blocker	excellent	false	Cursor	blocking	in_scope
FINDING_3	Cursor-Arch	accepted							YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor	important	in_scope
FINDING_4	Cursor-Innovation, Cursor-Pragmatic, Cursor-Requirements, Cursor-dyn-Regression Contract Reviewer	neutral							NO	partially-true	minor	adequate	false	Codex	YES	true	major	good	false	Cursor	important	in_scope
FINDING_5	Codex-Innovation	rejected							NO	partially-true	minor	adequate	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important	in_scope
FINDING_6	Codex-Innovation	neutral							NO	partially-true	minor	adequate	false	Codex	YES	true	major	good	false	Cursor	important	in_scope
FINDING_7	Codex-Pragmatic	neutral							YES	true	major	good	false	Codex	NO	true	major	adequate	false	Cursor	blocking	in_scope
FINDING_8	Codex-Pragmatic, Cursor-Requirements, Codex-Requirements, Codex-Generic	accepted							YES	true	major	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_9	Cursor-dyn-Regression Contract Reviewer	neutral							NO	partially-true	minor	adequate	false	Codex	YES	true	minor	good	false	Cursor	important	in_scope
FINDING_10	Cursor-Arch	neutral							NO	partially-true	nit	adequate	false	Codex	YES	true	minor	good	false	Cursor	important	in_scope
FINDING_11	Cursor-Innovation	neutral							NO	partially-true	nit	adequate	false	Codex	YES	true	minor	good	false	Cursor	important	in_scope
FINDING_12	Cursor-Pragmatic	neutral							NO	partially-true	nit	adequate	false	Codex	YES	true	minor	good	false	Cursor	important	in_scope
FINDING_13	Cursor-dyn-Regression Contract Reviewer	neutral							NO	partially-true	nit	adequate	false	Codex	YES	true	minor	excellent	false	Cursor	important	in_scope
FINDING_14	Codex-dyn-Regression Contract Reviewer	neutral							YES	true	major	adequate	false	Codex	NO	true	major	adequate	false	Cursor	blocking	in_scope
OOS_1	Cursor-Arch	rejected							NO	partially-true	minor	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	latent	oos
OOS_2	Cursor-Arch	rejected							NO	partially-true	nit	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	latent	oos
OOS_3	Cursor-Arch	rejected							NO	partially-true	minor	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	latent	oos
OOS_4	Cursor-Innovation	rejected							NO	partially-true	nit	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	latent	oos
OOS_5	Cursor-Innovation	rejected							NO	partially-true	nit	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	latent	oos
OOS_6	Cursor-Pragmatic	rejected							NO	partially-true	minor	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	latent	oos
OOS_7	Cursor-Pragmatic	rejected							NO	partially-true	nit	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	latent	oos
OOS_8	Cursor-Pragmatic	rejected							NO	partially-true	minor	adequate	false	Codex	NO	true	nit	weak	false	Cursor	latent	oos
OOS_9	Cursor-Requirements	accepted							YES	true	minor	good	false	Codex	YES	true	minor	good	false	Cursor	latent	oos
OOS_10	Cursor-dyn-Regression Contract Reviewer	rejected							NO	partially-true	nit	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	nit	oos
OOS_11	Cursor-dyn-Regression Contract Reviewer	rejected							NO	partially-true	nit	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	nit	oos
OOS_12	Cursor-dyn-Regression Contract Reviewer	rejected							NO	partially-true	nit	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	nit	oos
OOS_13	Codex-dyn-Regression Contract Reviewer	rejected							NO	partially-true	minor	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	nit	oos
OOS_14	Codex-dyn-Regression Contract Reviewer	rejected											true	Codex	NO	true	nit	adequate	false	Cursor	nit	oos
