finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Arch	accepted	YES	true	blocker	excellent	false	Claude	YES	true	blocker	excellent	false	Codex	NO	true	major	excellent	false	Cursor	blocking
FINDING_2	Cursor-Arch	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	NO	true	major	excellent	false	Cursor	important
FINDING_3	Cursor-Arch, Cursor-Innovation	accepted	YES	true	blocker	excellent	false	Claude	YES	true	blocker	excellent	false	Codex	NO	true	blocker	excellent	false	Cursor	blocking
FINDING_4	Cursor-Innovation	accepted	YES	true	major	good	false	Claude	YES	true	major	excellent	false	Codex	NO	true	major	excellent	false	Cursor	important
FINDING_5	Cursor-Innovation	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	NO	true	major	excellent	false	Cursor	important
FINDING_6	Cursor-Arch	accepted	NO	true	minor	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_7	Cursor-Requirements	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_8	Codex-Generic	neutral	NO	true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	NO	true	major	good	false	Cursor	important
FINDING_9	Codex-Generic	neutral	NO	partially-true	nit	adequate	false	Claude	YES	true	major	good	false	Codex	NO	true	minor	good	false	Cursor	important
OOS_1	Cursor-Arch	accepted	YES	true	minor	adequate	false	Claude	NO	true	major	no-fix	false	Codex	YES	true	major	adequate	false	Cursor	latent
OOS_2	Cursor-Innovation	accepted	YES	true	minor	adequate	false	Claude	NO	true	major	no-fix	false	Codex	YES	true	major	adequate	false	Cursor	latent
OOS_3	Cursor-Innovation	neutral	YES	partially-true	minor	adequate	false	Claude	NO	partially-true	nit	no-fix	false	Codex	NO	partially-true	minor	weak	false	Cursor	latent
