finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	scope
FINDING_1	cursor-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt|cursor-specialist-testing-output.txt|codex-generic-output.txt|dyn-tolerance-design-output.txt|dyn-migration-completeness-output.txt	accepted	YES	true	major	excellent	false	cursor-validity	NO	true	major	good	false	cursor-plan-fidelity	YES	true	major	good	false	cursor-pragmatism	in_scope
FINDING_2	cursor-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt|dyn-tolerance-design-output.txt	accepted	YES	true	major	good	false	cursor-validity	NO	true	major	good	false	cursor-plan-fidelity	YES	true	major	good	false	cursor-pragmatism	in_scope
FINDING_3	cursor-specialist-correctness-output.txt|dyn-tolerance-design-output.txt	rejected	NO	true	minor	good	false	cursor-validity	NO	true	major	good	false	cursor-plan-fidelity	NO	true	minor	good	false	cursor-pragmatism	in_scope
FINDING_4	cursor-specialist-correctness-output.txt|cursor-specialist-testing-output.txt|dyn-migration-completeness-output.txt	neutral	YES	true	major	good	false	cursor-validity	NO	partially-true	major	adequate	false	cursor-plan-fidelity	NO	true	minor	good	false	cursor-pragmatism	in_scope
FINDING_5	cursor-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt|cursor-specialist-testing-output.txt|dyn-tolerance-design-output.txt	rejected	NO	partially-true		adequate	true	cursor-validity	NO	true	nit	good	false	cursor-plan-fidelity	NO	partially-true		good	true	cursor-pragmatism	in_scope
FINDING_6	dyn-tolerance-design-output.txt	rejected	NO	true		adequate	true	cursor-validity	NO	true	nit	adequate	false	cursor-plan-fidelity	NO	true		adequate	true	cursor-pragmatism	in_scope
FINDING_7	dyn-migration-completeness-output.txt	rejected	NO	true	minor	adequate	false	cursor-validity	NO	true	major	good	false	cursor-plan-fidelity	NO	true	minor	good	false	cursor-pragmatism	in_scope
FINDING_8	dyn-migration-completeness-output.txt	rejected	NO	true	minor	adequate	false	cursor-validity	NO	true	major	good	false	cursor-plan-fidelity	NO	true	minor	good	false	cursor-pragmatism	in_scope
FINDING_9	dyn-migration-completeness-output.txt	rejected	NO	true	minor	good	false	cursor-validity	NO	true	major	good	false	cursor-plan-fidelity	NO	true	minor	good	false	cursor-pragmatism	in_scope
OOS_1	dyn-tolerance-design-output.txt	rejected	NO	true	nit	weak	false	cursor-validity	NO	true	nit	weak	false	cursor-plan-fidelity	NO	true	nit	adequate	false	cursor-pragmatism	oos
OOS_2	dyn-tolerance-design-output.txt	rejected	NO	partially-true		adequate	true	cursor-validity	NO	true		adequate	true	cursor-plan-fidelity	NO	partially-true		adequate	true	cursor-pragmatism	oos
OOS_3	dyn-tolerance-design-output.txt	rejected	NO	true		weak	true	cursor-validity	NO	true		adequate	true	cursor-plan-fidelity	NO	true		adequate	true	cursor-pragmatism	oos
OOS_4	dyn-migration-completeness-output.txt	rejected	NO	true	nit	no-fix	false	cursor-validity	NO	true	nit	no-fix	false	cursor-plan-fidelity	NO	true	nit	no-fix	false	cursor-pragmatism	oos
OOS_5	dyn-migration-completeness-output.txt	neutral	NO	true		adequate	true	cursor-validity	YES	true		adequate	true	cursor-plan-fidelity	NO	true		adequate	true	cursor-pragmatism	oos
OOS_6	dyn-migration-completeness-output.txt	rejected	NO	true	nit	no-fix	false	cursor-validity	NO	true	nit	weak	false	cursor-plan-fidelity	NO	true	nit	weak	false	cursor-pragmatism	oos
