finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Arch, Cursor-Pragmatic, Cursor-Requirements	accepted	YES	true	major	good	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_2	Cursor-Innovation	rejected	NO	false-positive	nit	no-fix	false	Claude	NO	false-positive	nit	adequate	false	Codex	NO	false-positive	major	adequate	false	Cursor	important
FINDING_3	Codex-Innovation	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_4	Cursor-Pragmatic, Cursor-Requirements	accepted	YES	true	major	good	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_5	Codex-Requirements	accepted	YES	true	major	good	false	Claude	YES	true	minor	good	false	Codex	NO	partially-true	major	good	false	Cursor	important
FINDING_6	Cursor-dyn-wire-contract-drift	accepted	YES	true	major	good	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_7	Codex-dyn-wire-contract-drift	accepted	YES	true	major	good	true	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_8	Cursor-dyn-stale-ref-completeness	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_9	Cursor-dyn-stale-ref-completeness	neutral	YES	true	major	good	false	Claude	NO	partially-true	minor	good	false	Codex	NO	partially-true	major	good	false	Cursor	important
FINDING_10	Codex-dyn-stale-ref-completeness	rejected	NO	partially-true	nit	good	false	Claude	NO	true	minor	good	false	Codex	NO	partially-true	nit	adequate	false	Cursor	latent
OOS_1	Cursor-dyn-stale-ref-completeness	accepted	YES	partially-true	minor	good	false	Claude	YES	true	minor	good	false	Codex	NO	true	minor	good	false	Cursor	latent
