finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	scope
FINDING_1	cursor-specialist-correctness|codex-specialist-edge-cases	accepted	NO	partially-true	minor	good	false	codex-validity	YES	true	minor	adequate	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	in_scope
FINDING_2	cursor-specialist-correctness	neutral	NO	true	minor	good	false	codex-validity	NO	partially-true	minor	good	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	in_scope
FINDING_3	cursor-specialist-correctness|cursor-specialist-edge-cases	accepted	NO	true	minor	good	false	codex-validity	YES	true	minor	excellent	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	in_scope
FINDING_4	cursor-specialist-correctness|cursor-specialist-edge-cases|codex-specialist-testing	accepted	YES	true	minor	adequate	false	codex-validity	YES	true	major	adequate	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	in_scope
FINDING_5	cursor-specialist-correctness|cursor-specialist-edge-cases|dyn-dyn-proposal-lifecycle	rejected	NO	true	minor	good	false	codex-validity	NO	true	minor	good	false	codex-plan-fidelity	NO	true	minor	good	false	codex-pragmatism	oos
FINDING_6	cursor-specialist-correctness	neutral	NO	partially-true	minor	adequate	false	codex-validity	YES	true	major	good	false	codex-plan-fidelity	NO	partially-true	minor	adequate	false	codex-pragmatism	oos
FINDING_7	cursor-specialist-correctness	rejected	NO	true	minor	good	false	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	NO	true	minor	good	false	codex-pragmatism	oos
FINDING_8	codex-specialist-correctness|cursor-specialist-edge-cases|codex-specialist-testing	accepted	NO	false-positive	nit	adequate	false	codex-validity	YES	true	major	excellent	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	in_scope
FINDING_9	codex-specialist-correctness	accepted	NO	true	minor	adequate	false	codex-validity	YES	true	minor	adequate	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	in_scope
FINDING_10	codex-specialist-correctness	rejected	NO	partially-true	minor	good	false	codex-validity	NO	true	minor	good	false	codex-plan-fidelity	NO	partially-true	minor	good	false	codex-pragmatism	in_scope
FINDING_11	cursor-specialist-edge-cases|dyn-dyn-proposal-lifecycle	rejected	NO	partially-true	minor	good	false	codex-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	minor	adequate	false	codex-pragmatism	in_scope
FINDING_12	dyn-dyn-proposal-lifecycle	accepted	YES	true	minor	good	false	codex-validity	NO	partially-true	minor	good	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	in_scope
FINDING_13	cursor-specialist-edge-cases|dyn-dyn-proposal-lifecycle	neutral	NO	true	minor	good	false	codex-validity	YES	true	minor	adequate	false	codex-plan-fidelity	NO	true	minor	good	false	codex-pragmatism	oos
FINDING_14	cursor-specialist-edge-cases	rejected	NO	true	nit	adequate	false	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	minor	weak	false	codex-pragmatism	oos
