finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain
FINDING_1	cursor-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt|cursor-specialist-testing-output.txt|dyn-arch-ingestion-output.txt|dyn-pricing-rates-output.txt	accepted	YES	true	major	excellent	false	YES	true	major	good	false	YES	true	major	excellent	false
FINDING_10	cursor-specialist-testing-output.txt	accepted	YES	true	major	good	false	YES	true	major	good	false	YES	true	major	good	false
FINDING_11	cursor-specialist-testing-output.txt	accepted	YES	true	major	good	false	YES	true	major	good	false	YES	true	major	good	false
FINDING_12	cursor-specialist-testing-output.txt	accepted	YES	true	major	good	false	YES	true	major	good	false	YES	true	major	excellent	false
FINDING_13	cursor-specialist-testing-output.txt	rejected	NO	partially-true	nit	adequate	false	NO	true	nit	adequate	false	NO	partially-true	nit	adequate	true
FINDING_14	cursor-specialist-testing-output.txt	rejected	NO	partially-true	nit	adequate	true	NO	true	nit	good	false	NO	false-positive	nit	no-fix	false
FINDING_15	dyn-arch-ingestion-output.txt	neutral	NO	uncertain	minor	adequate	true	NO	partially-true	minor	adequate	false	YES	true	major	excellent	false
FINDING_16	dyn-pricing-rates-output.txt	rejected	NO	true	nit	good	false	NO	true	minor	good	false	NO	true	nit	adequate	false
FINDING_17	dyn-pricing-rates-output.txt	rejected	NO	true	nit	adequate	false	NO	true	nit	weak	false	NO	true	nit	weak	false
FINDING_18	dyn-pricing-rates-output.txt	rejected	NO	partially-true	nit	adequate	false	NO	true	minor	weak	false	NO	partially-true	nit	weak	true
FINDING_19	dyn-pricing-rates-output.txt	rejected	NO	false-positive	nit	no-fix	false	NO	false-positive	nit	no-fix	false	NO	false-positive	nit	no-fix	false
FINDING_2	cursor-specialist-correctness-output.txt|dyn-arch-ingestion-output.txt	accepted	YES	true	minor	adequate	false	YES	true	major	adequate	false	YES	true	minor	good	false
FINDING_3	cursor-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt|dyn-arch-ingestion-output.txt	neutral	NO	partially-true	minor	adequate	false	YES	true	major	good	false	NO	true	minor	good	false
FINDING_4	cursor-specialist-correctness-output.txt|dyn-pricing-rates-output.txt	accepted	YES	true	nit	adequate	false	YES	true	minor	good	false	YES	true	minor	good	false
FINDING_5	cursor-specialist-correctness-output.txt|dyn-arch-ingestion-output.txt	rejected	NO	true	minor	good	false	NO	partially-true	minor	adequate	false	NO	partially-true	nit	adequate	true
FINDING_6	cursor-specialist-edge-cases-output.txt	rejected	NO	true	nit	adequate	false	NO	true	minor	adequate	false	NO	true	nit	adequate	false
FINDING_7	cursor-specialist-edge-cases-output.txt	neutral	NO	uncertain	minor	adequate	true	YES	true	major	good	false	NO	partially-true	nit	adequate	true
FINDING_8	cursor-specialist-edge-cases-output.txt	rejected	NO	partially-true	nit	adequate	false	NO	false-positive	nit	adequate	false	NO	partially-true	nit	weak	true
FINDING_9	cursor-specialist-testing-output.txt	accepted	NO	partially-true	minor	good	false	YES	true	major	good	false	YES	true	major	good	false
