finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool
FINDING_1	Cursor-Arch, Cursor-Innovation	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_2	Cursor-Arch, Codex-Arch, Cursor-Edge, Codex-Edge, Cursor-Pragmatic, Codex-Pragmatic, Cursor-Requirements, Codex-Requirements, Cursor-dyn-linter-pattern-gap, Codex-dyn-linter-pattern-gap	accepted	YES	true	major	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_3	Codex-Arch, Cursor-Edge, Codex-Edge, Codex-Innovation, Cursor-Pragmatic, Codex-Pragmatic	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_4	Codex-Arch, Cursor-Edge, Codex-Edge, Codex-Innovation	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	EXONERATE	partially-true	minor	adequate	false	Cursor
FINDING_5	Codex-Innovation, Cursor-Requirements, Codex-Requirements	accepted	EXONERATE	partially-true	minor	weak	true	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_6	Cursor-Pragmatic, Codex-Pragmatic	accepted	YES	true	major	excellent	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_7	Cursor-Requirements, Codex-Requirements	accepted	YES	true	major	excellent	false	Claude	YES	partially-true	minor	good	false	Codex	YES	partially-true	minor	good	false	Cursor
FINDING_8	Cursor-Requirements, Codex-Requirements	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_9	Cursor-dyn-schema-migration-compat, Codex-dyn-schema-migration-compat	exonerated	YES	true	major	excellent	false	Claude	EXONERATE	partially-true	minor	adequate	false	Codex	EXONERATE	partially-true	minor	good	false	Cursor
FINDING_10	Codex-dyn-linter-pattern-gap	accepted	YES	true	major	good	false	Claude	NO	false-positive	nit	adequate	false	Codex	YES	true	minor	good	false	Cursor
FINDING_11	Codex-dyn-linter-pattern-gap	exonerated	EXONERATE	true	minor	adequate	true	Claude	YES	true	minor	good	false	Codex	EXONERATE	partially-true	nit	adequate	false	Cursor
FINDING_12	Cursor-dyn-silent-fallback-completeness, Codex-dyn-silent-fallback-completeness	exonerated	YES	true	major	good	false	Claude	EXONERATE	partially-true	major	adequate	false	Codex	EXONERATE	true	major	adequate	false	Cursor
