archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	3	3	0	1.000000
correctness	correctness	1	2	2	0	1.000000
testing	risk-integration	1	2	2	0	1.000000
security	security	1	0	0	0	n/a
edge-cases	correctness	1	2	2	0	1.000000
plan-fidelity	architecture	1	2	2	0	1.000000
dyn-teardown-flow	risk-integration	1	2	2	0	1.000000
dyn-stall-recovery	correctness	1	4	4	0	1.000000
dyn-python-pr-link	correctness	1	2	2	0	1.000000
dyn-bash-portability	code-quality	1	1	1	0	1.000000
dyn-harness-wiring	risk-integration	1	1	1	0	1.000000
