finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity	scope
FINDING_1	Cursor-Arch, Codex-Arch, Cursor-Requirements, Codex-Requirements	accepted							YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_2	Cursor-Arch, Cursor-Pragmatic, Codex-Pragmatic, Codex-Innovation, Codex-Requirements, Cursor-dyn-Transcript Capture Correctness, Codex-dyn-Transcript Capture Correctness	accepted							YES	true	major	good	false	Codex	YES	true	blocker	excellent	false	Cursor	blocking	in_scope
FINDING_3	Codex-Arch, Codex-Pragmatic, Codex-dyn-Transcript Capture Correctness	accepted							YES	partially-true	major	adequate	false	Codex	YES	true	major	good	false	Cursor	important	in_scope
FINDING_4	Cursor-Innovation, Codex-Requirements	rejected							NO	false-positive	minor	adequate	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important	in_scope
FINDING_5	Cursor-dyn-Transcript Capture Correctness	accepted							YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_6	Cursor-dyn-Transcript Capture Correctness	rejected							NO	false-positive	minor	adequate	false	Codex	NO	true	nit	good	false	Cursor	important	in_scope
FINDING_7	Cursor-Arch	neutral							NO	partially-true	minor	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important	oos
FINDING_8	Cursor-Innovation	accepted							YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_9	Codex-Innovation	neutral							NO	partially-true	minor	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important	oos
FINDING_10	Codex-Pragmatic	neutral							NO	partially-true	minor	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important	oos
FINDING_11	Cursor-Requirements	neutral							NO	partially-true	minor	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important	oos
FINDING_12	Codex-dyn-Transcript Capture Correctness	neutral							NO	partially-true	minor	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important	oos
OOS_1	Cursor-Innovation	rejected							NO	partially-true	minor	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	latent	oos
OOS_2	Cursor-dyn-Transcript Capture Correctness	rejected							NO	partially-true	minor	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	latent	oos
