finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity	scope
FINDING_1	Cursor-Arch, Cursor-Innovation	neutral	NO	true	nit	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	minor	good	false	Cursor	important	in_scope
FINDING_2	Cursor-Arch	accepted	NO	true	nit	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_3	Cursor-Requirements	neutral	NO	true	nit	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	major	good	false	Cursor	important	oos
FINDING_4	Codex-Requirements	rejected	NO	true	nit	good	false	Claude	NO	partially-true	minor	adequate	false	Codex	NO	true	nit	good	false	Cursor	important	in_scope
FINDING_5	Codex-dyn-Ship Guidelines Lifecycle	rejected	NO	false-positive	uncertain	weak	true	Claude	NO	false-positive	minor	no-fix	false	Codex	NO	false-positive	nit	weak	false	Cursor	important	in_scope
FINDING_6	Codex-Arch	accepted	YES	true	major	excellent	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	major	good	false	Cursor	important	in_scope
FINDING_7	Codex-Arch	neutral	NO	true	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	minor	good	false	Cursor	important	in_scope
FINDING_8	Cursor-Innovation	neutral	NO	true	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	minor	good	false	Cursor	important	in_scope
FINDING_9	Codex-Innovation	neutral	NO	true	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	major	good	false	Cursor	important	oos
FINDING_10	Codex-Innovation	neutral	NO	true	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	minor	good	false	Cursor	important	in_scope
FINDING_11	Codex-Pragmatic	neutral	NO	true	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	major	good	false	Cursor	important	oos
FINDING_12	Codex-Requirements	neutral	NO	true	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	major	good	false	Cursor	important	oos
FINDING_13	Codex-dyn-Ship Guidelines Lifecycle	neutral	NO	true	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	minor	good	false	Cursor	important	in_scope
OOS_1	Cursor-Arch	accepted	YES	true	minor	good	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	good	false	Cursor	latent	oos
