schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	plan.txt:50-57	Proposed `phase_coder_select` re-declares `local codex_available=false` / `local cursor_available=false` and gates on nonexistent `codex_available_from_infra` / `cursor_available_from_infra` while the comment says to reuse `phase_infra` globals	Function-local names shadow module globals from `phase_infra`; the bogus `*_from_infra` test never passes, so implicit/explicit routing always sees unavailable externals and falls through to Claude or mis-bails	Remove the local availability block (plan lines 50–53); use only `codex_available` / `cursor_available` set in `phase_infra` (scripts/implement-bootstrap.sh:479-487) for routing; keep the four-key re-read solely for tri-state `*_BINARY_FOUND` classification
2	in_scope	important	correctness	plan.txt:133-141	`_phase_coder_append_warning` passes `--output-file /dev/stdin` to `append-tool-failure.sh`, which requires a regular file (`[ ! -f "$OUTPUT_FILE" ]` at scripts/append-tool-failure.sh:100-104)	On macOS `/dev/stdin` is typically not `-f`; the helper exits 2, `|| true` swallows it, and implicit-waterfall Warnings never land in execution-issues.md	Write the message to a `mktemp` file (or reuse an existing append pattern) and pass that path as `--output-file`; add a harness asserting the Warnings row is appended
3	in_scope	important	correctness	plan.txt:236-246 / scripts/test-implement-step2-routing.sh:40	Retarget pin for `Cursor and Codex both unavailable` to `implement-bootstrap.sh`, but proposed stderr/append text uses `Step 0 — Cursor and Codex unavailable: waterfall fallback to claude` (no “both”)	`make test-implement-step2-routing` fails after retarget even when implementation is otherwise correct	Align copy: either keep a `Cursor and Codex both unavailable` substring in bootstrap stderr/append text, or update the pin to the new literal(s) and document the intentional wording change
4	in_scope	important	risk-integration	plan.txt:207-227 / scripts/test-implement-timing-rehydration.sh:78-103	Step 0 collapse removes per-fence `CLAUDE_PLUGIN_ROOT` awk guards while `test-implement-timing-rehydration.sh` invariant C still requires that guard in every fence using `${CLAUDE_PLUGIN_ROOT}`	`make lint` fails on timing-rehydration pins immediately after SKILL collapse	Make failure-mode #3 mitigation mandatory: keep one canonical guard in the single Step 0 fence before `implement-bootstrap.sh`, or extend the plan to update `scripts/test-implement-timing-rehydration.sh` counts/carve-outs in the same PR
5	in_scope	important	architecture	skills/implement/SKILL.md:971-975	Plan deletes `### Implementer waterfall` but does not revise Step 2’s first-match print ladder still keyed on `coder_explicit` / `coder_fallback_target`	After implicit Cursor→Codex→Claude both-down, operators lose the dedicated fallback banner (`coder_fallback_target` is never set); Codex-first legacy bullets may misfire under Cursor-first routing	Rewrite the Step 2 ladder to use bootstrap outputs: `coder_fallback=true` for implicit Claude, `coder_explicit` from flag parse (retain flag-parse prose in Flags), drop `coder_fallback_target`; add a structural pin or harness line for the updated ordering
6	in_scope	important	correctness	plan.txt:335-336 / plan.txt:39-165	Edge case 5 requires an inline `[ -n "${IMPLEMENT_BAIL_REASON:-}" ] || return 0` at the top of `phase_coder_select`; proposed snippet omits it	Any future widening/ordering bug could let coder selection overwrite an earlier tracking/plan bail (F7-class regression)	Add the early-return guard to the proposed function body and a B-family test where tracking sets a bail then `--up-to-phase coder` must preserve it
7	in_scope	important	correctness	plan.txt:252-262 / skills/implement/scripts/test-implement-bootstrap.sh:486-500	B6 cases reference `LARCH_TEST_CURSOR_AVAILABLE=false`, which is not an existing harness seam (availability is stubbed via `session-setup.sh` KV lines)	Implementer cannot build the specified negative paths; cases are unimplementable as written	Specify stub overrides in `write_gp1_session_setup` / per-case `session-setup.sh` (`CURSOR_PRESENT` / `CURSOR_BINARY_FOUND` / `CODEX_*`) matching `phase_infra`’s two-key rule; document in `test-implement-bootstrap.md`
8	in_scope	important	correctness	plan.txt:158-165 / scripts/implement-bootstrap.sh:160-172	`emit_coder_breadcrumb_if_enabled` uses `[ -n "${LARCH_QUIET_BREADCRUMBS:-}" ]` instead of `larch_quiet_truthy` used by all other bootstrap breadcrumbs	`LARCH_QUIET_BREADCRUMBS=0` or other non-truthy non-empty values emit breadcrumbs when siblings do not; truthy values like `yes` may not match `-n` consistently	Use the same `if larch_quiet_truthy "${LARCH_QUIET_BREADCRUMBS:-}"; then emit_breadcrumb ...; fi` pattern as `emit_infra_breadcrumbs` / `emit_plan_materialize_breadcrumbs_if_enabled`
9	in_scope	important	correctness	plan.txt:165 / plan.txt:89-106	Breadcrumb emission is specified at the end of `phase_coder_select` without conditioning on `IMPLEMENT_BAIL_REASON=coder-unavailable` or empty `coder`	Explicit-unavailable bails could still emit `→ step0: coder=` (plan says they must not)	Wrap `emit_coder_breadcrumb_if_enabled` in `[ -z "${IMPLEMENT_BAIL_REASON:-}" ] && [ -n "${coder:-}" ]` (or return before emit from `_phase_coder_explicit` on bail)
10	in_scope	latent	risk-integration	docs/linting.md:263 / plan.txt:25-26	Cross-file alignment lists SECURITY.md and `test-implement-step2-routing.sh` but not `docs/linting.md`, which still documents Codex→Cursor→Claude and SKILL `### Implementer waterfall`	Contributor docs contradict landed behavior; review churn on unrelated doc edits	Add `docs/linting.md` (and `implement-bootstrap.md` edit-in-sync) to the bundled alignment list with the new bootstrap-authoritative wording
11	in_scope	latent	architecture	plan.txt:31-33 / scripts/implement-bootstrap.sh:72-74	Argv table and `usage()` are not listed for `--coder`	`implement-bootstrap.sh --help` omits the new flag; script-md sibling drifts	Update `usage()` and `scripts/implement-bootstrap.md` argv table in the same change set as the parser case
12	in_scope	latent	correctness	plan.txt:333-334 / plan.txt:352-361	Edge case 4 calls for `B-coder-repo-unavailable` but Testing strategy omits it	`REPO_UNAVAILABLE=true` + `--up-to-phase coder` can run `phase_coder_select` with plan skipped; behavior is unguarded by CI	Add mandatory B-case: repo-unavailable tracking/plan skip still populates `coder=` and does not clobber bail; or document an explicit skip if product intent differs
13	in_scope	latent	architecture	skills/implement/scripts/step2-implement.sh:128-131	Phase 4 makes bootstrap authoritative for omitted `--coder`, but `step2-implement.sh` still defaults empty `--coder` to `codex` (Codex-first #2756)	Orchestrator regression that calls Step 2 without bootstrap-resolved `--coder` silently uses Codex under a Cursor-first policy	Note in SKILL Step 2 that `--coder` is always required from bootstrap KV; optionally add a defensive comment in `step2-implement.sh` that the default is legacy and should not be hit post-Phase 4
14	in_scope	nit	code-quality	plan.txt:252-262	Multiple new harness cases share the `B6-coder-*` prefix (plan lists several “B6-…” names)	Harder to grep failures and extend the B-family table	Use distinct ids (B6–B12) consistent with existing `test-implement-bootstrap.md` case tables
15	[OUT_OF_SCOPE]	latent	architecture	skills/review-and-fix/scripts/review-and-fix.sh (fixer dispatch) / CHANGELOG.md:24	#2756 also moved fixer dispatch to Codex-before-Cursor; Phase 4 only reverses `/implement` Step 0 routing docs	Operators may assume repo-wide Codex-first after SECURITY/lint doc updates while review/fix paths remain Codex-primary	File a follow-up or umbrella note if product intent is global Cursor-first vs implement-only
16	[OUT_OF_SCOPE]	latent	architecture	plan.txt:5-11 / SECURITY.md:106	Gate C must approve reversing #2756 Codex-first default; plan implements Cursor-first per dialectic vote	Merging without Gate C sign-off reintroduces the documented product conflict called out in the plan itself	Treat Gate C approval as a merge blocker; if Codex-first is kept, drop SECURITY reversal and keep bootstrap implicit order Codex→Cursor→Claude per #2756
