schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	scripts/implement-bootstrap.sh:phase_coder_select	Explicit `--coder` happy paths return before `emit_coder_breadcrumb_if_enabled`	Plan places breadcrumb emission at the tail of `phase_coder_select`, but the proposed body returns immediately after `_phase_coder_explicit`; B6-explicit-claude and structural pin `→ step0: coder=` will fail and operators lose the coder breadcrumb on pinned runs	Call `emit_coder_breadcrumb_if_enabled` from a single shared tail after both branches, or invoke it inside each successful `_phase_coder_explicit` / `_phase_coder_implicit` path before return
2	in_scope	important	correctness	skills/implement/SKILL.md:971-975	Step 2.4 print ladder still keys off `coder_fallback_target`, not new `coder_fallback` KV	Deleting `### Implementer waterfall` removes the only place that sets `coder_fallback_target`; implicit both-down runs will emit `coder_fallback=true` from bootstrap but the Step 2.4 bullet at L975 never matches, so operators get no “both externals down” banner	Extend `_ib_kv_scan`/exports for `coder_fallback`, parse it from bootstrap stdout, and change L975 to `coder_fallback=true` (drop `coder_fallback_target`)
3	in_scope	important	risk-integration	skills/implement/SKILL.md:742-744;plan:REPO_UNAVAILABLE	Removing prompt-side waterfall deletes the only “do not enter Step 2 without plan / when `REPO_UNAVAILABLE`” guards	Edge case 4 intentionally runs `phase_coder_select` on `REPO_UNAVAILABLE` paths (`GP-repo-unavail-plan` keeps `PLAN_FILE` empty); after collapse the orchestrator can reach Step 2 / `run-step2-dispatch.sh` with `coder` set but missing `plan.txt` / `feature-description.txt`	Re-home guards in the collapsed Step 0 routing block (after KV parse): skip Step 1.r/2 when `REPO_UNAVAILABLE=true` or required plan artifacts are absent; keep script-side coder selection if desired for KV consumers only
4	in_scope	important	correctness	scripts/implement-bootstrap.sh:_phase_coder_append_warning	`append-tool-failure.sh` is invoked with `--output-file /dev/stdin` plus a here-string	`append-tool-failure.sh` requires a readable `--output-file` path and reads file content, not process stdin; Warnings append can fail silently (`|| true`), losing execution-issues audit trail on fallback paths	Match existing bootstrap pattern: write message to `"$IMPLEMENT_TMPDIR/phase-coder-warning.txt"` (or reuse a stderr log) and pass that path to `--output-file`
5	in_scope	important	code-quality	plan:scripts/implement-bootstrap.sh:50-57	Proposed availability re-derive references `codex_available_from_infra` / `cursor_available_from_infra`	Those symbols do not exist; `phase_infra` sets `codex_available` / `cursor_available` (see `scripts/implement-bootstrap.sh:479-487`). The dead `[ ... ] && codex_available=true` lines invite copy-paste bugs	Delete lines 51-53; rely on module globals already set by `phase_infra`, keeping the four-key re-read only for explicit tri-state classification
6	in_scope	important	correctness	skills/implement/scripts/test-implement-bootstrap.sh:B6	B6 cases cite `LARCH_TEST_CURSOR_AVAILABLE=false` (and similar) but harness has no such seam	Availability is stubbed only via `session-setup.sh` output (`CODEX_PRESENT`, `CURSOR_PRESENT`, `*_BINARY_FOUND`); B6-unavailable cases will be flaky or always pass	Document per-case `write_*_session_setup` helpers (as GP1 does) or add explicit `LARCH_TEST_*` handling in the sandbox `session-setup.sh` stub
7	in_scope	important	correctness	skills/implement/scripts/test-implement-bootstrap.sh:B6-both-down;plan:263	B6-both-down expects `larch-log.sh manifest --field coder_fallback=true` in invoke-log via `LARCH_LARCH_LOG_RECORD`	Sandbox `larch-log.sh` stub ignores `manifest` subcommand and never logs `--field`; env var is unused today — test cannot fail if manifest call is dropped	Extend sandbox `larch-log.sh` to log argv for `manifest --field …` (mirror other stubs) and assert against `invoke-log.txt`
8	in_scope	important	risk-integration	plan:phase_coder_select;edge-case-5	Edge case 5 requires inline `[ -z "${IMPLEMENT_BAIL_REASON:-}" ] || return 0` belt-and-suspenders; proposed snippet omits it	If `should_run_post_tracking_phase` logic drifts, `phase_coder_select` could overwrite an earlier bail (historical F7 class) before `emit_final_tail`	Add the guard as the first statement in `phase_coder_select` and a B-family regression that seeds a pre-existing `IMPLEMENT_BAIL_REASON`
9	in_scope	important	architecture	skills/implement/SKILL.md:12-14;297;460	Protocol / anti-halt text still mandates `--up-to-phase plan` and “continue to implementer waterfall”	Models following L12/L14 can stop after plan materialization or hunt deleted waterfall prose; dirty-tree recovery prose at L478 also still says `--up-to-phase plan`	Update L12, L14, L297, L478/510, and L460 routing copy to `--up-to-phase coder`, Step 1.r handoff, and `coder-unavailable` bail routing
10	in_scope	latent	code-quality	plan:emit_coder_breadcrumb_if_enabled	`emit_coder_breadcrumb_if_enabled` uses `[ -n "${LARCH_QUIET_BREADCRUMBS:-}" ]` instead of `larch_quiet_truthy`	Non-truthy but non-empty values (e.g. `false`) would emit breadcrumbs; inconsistent with `emit_plan_materialize_breadcrumbs_if_enabled` / `phase_infra`	Use `if larch_quiet_truthy "${LARCH_QUIET_BREADCRUMBS:-}"; then emit_breadcrumb …; fi` like sibling helpers
