finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool
FINDING_1	Cursor-Arch, Cursor-dyn-sentinel-flow	accepted	YES	true	major	good	false	Claude	YES	partially-true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_2	Codex-Arch	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	EXONERATE	true	minor	good	false	Cursor
FINDING_3	Codex-Edge	exonerated	EXONERATE	true	major	adequate	false	Claude	YES	true	major	good	false	Codex	EXONERATE	partially-true	minor	good	false	Cursor
FINDING_4	Cursor-Innovation	accepted	EXONERATE	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_5	Codex-Innovation	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_6	Cursor-Pragmatic	accepted	YES	true	major	adequate	false	Claude	EXONERATE	partially-true	minor	adequate	false	Codex	YES	true	major	good	false	Cursor
FINDING_7	Cursor-Requirements	accepted	YES	partially-true	major	good	true	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_8	Codex-Requirements	accepted	EXONERATE	partially-true	major	good	true	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_9	Codex-dyn-sentinel-flow	accepted	EXONERATE	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_10	Cursor-dyn-cross-ref-stale	accepted	EXONERATE	true	major	excellent	false	Claude	YES	partially-true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
