finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool
FINDING_1	cursor-specialist-correctness-output.txt	rejected	NO	partially-true	minor	good	false	cursor-validity	NO	partially-true	minor	good	false	cursor-plan-fidelity	NO	partially-true	minor	adequate	true	cursor-pragmatism
FINDING_2	cursor-specialist-correctness-output.txt|cursor-specialist-testing-output.txt	accepted	YES	true	major	good	false	cursor-validity	YES	true	major	excellent	false	cursor-plan-fidelity	YES	true	major	excellent	false	cursor-pragmatism
FINDING_3	cursor-specialist-correctness-output.txt|cursor-specialist-testing-output.txt	accepted	NO	true	major	adequate	false	cursor-validity	YES	true	major	good	false	cursor-plan-fidelity	YES	true	major	good	false	cursor-pragmatism
FINDING_4	cursor-specialist-correctness-output.txt|cursor-specialist-testing-output.txt	accepted	NO	true	minor	good	false	cursor-validity	YES	true	major	excellent	false	cursor-plan-fidelity	YES	true	major	excellent	false	cursor-pragmatism
FINDING_5	cursor-specialist-correctness-output.txt	rejected	NO	partially-true	nit	adequate	false	cursor-validity	NO	partially-true	nit	adequate	false	cursor-plan-fidelity	NO	partially-true	nit	adequate	true	cursor-pragmatism
FINDING_6	cursor-specialist-edge-cases-output.txt|cursor-specialist-testing-output.txt|codex-generic-output.txt|dyn-lint-surface-output.txt	accepted	YES	true	major	excellent	false	cursor-validity	YES	true	blocker	excellent	false	cursor-plan-fidelity	YES	true	major	excellent	false	cursor-pragmatism
FINDING_7	cursor-specialist-edge-cases-output.txt	rejected	NO	partially-true	minor	good	false	cursor-validity	NO	partially-true	minor	good	false	cursor-plan-fidelity	NO	partially-true	minor	good	true	cursor-pragmatism
FINDING_8	cursor-specialist-edge-cases-output.txt|dyn-parallel-pairs-output.txt	rejected	NO	true	minor	good	false	cursor-validity	NO	true	minor	good	false	cursor-plan-fidelity	NO	true	minor	good	false	cursor-pragmatism
FINDING_9	cursor-specialist-edge-cases-output.txt|dyn-parallel-pairs-output.txt	rejected	NO	partially-true	nit	good	false	cursor-validity	NO	partially-true	nit	adequate	true	cursor-plan-fidelity	NO	partially-true	nit	adequate	true	cursor-pragmatism
FINDING_10	codex-generic-output.txt|dyn-lint-surface-output.txt	accepted	YES	true	major	good	false	cursor-validity	NO	partially-true	minor	adequate	false	cursor-plan-fidelity	YES	true	major	good	false	cursor-pragmatism
FINDING_11	codex-generic-output.txt	accepted	YES	true	major	excellent	false	cursor-validity	NO	false-positive	minor	weak	false	cursor-plan-fidelity	YES	true	major	excellent	false	cursor-pragmatism
