finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Innovation	neutral	NO	partially-true	blocker	adequate	false	Claude	YES	true	blocker	good	false	Codex	NO	partially-true	minor	adequate	false	Cursor	blocking
FINDING_2	Cursor-Innovation	neutral	NO	partially-true	blocker	adequate	false	Claude	YES	true	blocker	good	false	Codex	NO	partially-true	minor	adequate	false	Cursor	blocking
FINDING_3	Cursor-Innovation	rejected	NO	false-positive	minor	weak	false	Claude	NO	false-positive	minor	weak	false	Codex	NO	partially-true	nit	weak	false	Cursor	important
FINDING_4	Cursor-Pragmatic	neutral	NO	partially-true	minor	good	false	Claude	YES	true	major	excellent	false	Codex	NO	true	minor	excellent	false	Cursor	important
FINDING_5	Cursor-Requirements Phase2, Codex-Requirements	neutral	NO	true	minor	excellent	false	Claude	YES	true	major	excellent	false	Codex	NO	true	nit	good	false	Cursor	important
FINDING_6	Cursor-dyn-Scope Audit	rejected	NO	false-positive	uncertain	weak	false	Claude	NO	false-positive	nit	no-fix	false	Codex	NO	false-positive	nit	no-fix	false	Cursor	blocking
FINDING_7	Cursor-Arch Phase2	rejected	NO	partially-true	minor	good	false	Claude	NO	partially-true	minor	adequate	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important
FINDING_8	Codex-Arch	rejected	NO	partially-true	minor	good	false	Claude	NO	partially-true	minor	adequate	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important
FINDING_9	Cursor-Innovation	rejected	NO	false-positive	minor	weak	false	Claude	NO	false-positive	minor	adequate	false	Codex	NO	partially-true	minor	weak	false	Cursor	important
FINDING_10	Codex-Innovation	rejected	NO	partially-true	minor	good	false	Claude	NO	partially-true	minor	adequate	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important
FINDING_11	Codex-Pragmatic	rejected	NO	partially-true	minor	good	false	Claude	NO	partially-true	minor	adequate	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important
FINDING_12	Cursor-Requirements Phase2	rejected	NO	partially-true	minor	good	false	Claude	NO	partially-true	minor	adequate	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important
FINDING_13	Codex-Requirements	rejected	NO	partially-true	minor	good	false	Claude	NO	partially-true	minor	adequate	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important
FINDING_14	Codex-dyn-Stdout Contract	rejected	NO	partially-true	minor	good	false	Claude	NO	partially-true	minor	adequate	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important
