archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	8	5	0	0.625000
correctness	correctness	1	3	2	0	0.666667
testing	risk-integration	1	7	3	0	0.428571
security	security	1	4	3	0	0.750000
edge-cases	correctness	1	6	5	0	0.833333
plan-fidelity	architecture	1	5	3	0	0.600000
dyn-sentinel-ordering	correctness	1	1	1	0	1.000000
dyn-stdout-contamination	correctness	1	0	0	0	n/a
dyn-bash-cmd-parser	correctness	1	4	4	0	1.000000
dyn-signature-dedup	correctness	1	1	1	0	1.000000
