finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool
FINDING_1	Cursor-Edge	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_2	Codex-Edge, Codex-Innovation, Codex-Requirements	accepted	NO	partially-true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_3	Codex-Edge, Codex-Requirements	accepted	NO	partially-true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_4	Cursor-Innovation	rejected	NO	false-positive	minor	adequate	false	Claude	NO	false-positive	minor	good	false	Codex	NO	true	major	excellent	false	Cursor
FINDING_5	Cursor-Innovation	rejected	NO	false-positive	minor	good	false	Claude	NO	false-positive	minor	good	false	Codex	NO	true	major	excellent	false	Cursor
FINDING_6	Cursor-Innovation, Cursor-Requirements	rejected	NO	false-positive	minor	adequate	false	Claude	NO	false-positive	minor	good	false	Codex	NO	true	major	good	false	Cursor
FINDING_7	Codex-Innovation	accepted	NO	partially-true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_8	Cursor-Pragmatic	rejected	NO	false-positive	minor	good	false	Claude	NO	false-positive	minor	good	false	Codex	NO	true	major	excellent	false	Cursor
FINDING_9	Codex-Pragmatic	accepted	NO	partially-true	minor	adequate	false	Claude	YES	true	major	adequate	false	Codex	YES	true	major	good	false	Cursor
FINDING_10	Codex-Pragmatic	accepted	NO	partially-true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_11	Codex-Requirements	neutral	NO	partially-true	minor	adequate	false	Claude	YES	true	major	adequate	false	Codex	NO	partially-true	minor	adequate	false	Cursor
FINDING_12	Codex-Requirements	accepted	YES	true	major	good	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_13	Cursor-dyn-publish-flush-consistency	accepted	YES	true	major	good	true	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_14	Codex-dyn-publish-flush-consistency	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_15	Cursor-dyn-ordering-invariant, Codex-dyn-ordering-invariant	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	NO	partially-true	major	good	false	Cursor
FINDING_16	Cursor-Arch	rejected	NO	true	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	NO	partially-true	minor	good	false	Cursor
OOS_1	Cursor-Innovation	accepted	YES	true	minor	adequate	false	Claude	NO	partially-true	nit	adequate	false	Codex	YES	true	minor	good	false	Cursor
OOS_2	Cursor-Innovation	neutral	YES	partially-true	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	NO	partially-true	nit	adequate	false	Cursor
