finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	scope
FINDING_1	cursor-specialist-correctness|cursor-specialist-testing	rejected	NO				true	codex-validity	NO	partially-true	nit	good	false	codex-plan-fidelity	NO	false-positive	nit	adequate	false	codex-pragmatism	in_scope
FINDING_2	cursor-specialist-correctness|cursor-specialist-edge-cases|cursor-specialist-testing	accepted	YES				true	codex-validity	YES	true	minor	adequate	false	codex-plan-fidelity	YES	true	minor	adequate	false	codex-pragmatism	in_scope
FINDING_3	cursor-specialist-correctness	accepted	YES				true	codex-validity	YES	true	minor	adequate	false	codex-plan-fidelity	YES	true	minor	adequate	false	codex-pragmatism	in_scope
FINDING_4	cursor-specialist-correctness	rejected	NO				true	codex-validity	NO	true	minor	good	false	codex-plan-fidelity	NO	true	minor	adequate	false	codex-pragmatism	in_scope
FINDING_5	codex-specialist-correctness|cursor-specialist-edge-cases|codex-specialist-edge-cases|cursor-specialist-testing|codex-specialist-testing	accepted	YES				true	codex-validity	YES	true	minor	adequate	false	codex-plan-fidelity	YES	true	minor	adequate	false	codex-pragmatism	in_scope
FINDING_6	codex-specialist-correctness|codex-specialist-edge-cases|codex-specialist-testing	accepted	YES				true	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	adequate	false	codex-pragmatism	in_scope
FINDING_7	codex-specialist-correctness|codex-specialist-testing	accepted	YES				true	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	adequate	false	codex-pragmatism	in_scope
FINDING_8	cursor-specialist-edge-cases	rejected	NO				true	codex-validity	NO	true	nit	no-fix	false	codex-plan-fidelity	NO	partially-true	minor	weak	false	codex-pragmatism	in_scope
FINDING_9	cursor-specialist-edge-cases	rejected	NO				true	codex-validity	NO	partially-true	nit	adequate	false	codex-plan-fidelity	NO	true	nit	adequate	false	codex-pragmatism	in_scope
FINDING_10	codex-specialist-edge-cases	neutral	YES				true	codex-validity	NO	false-positive	nit	no-fix	false	codex-plan-fidelity	NO	false-positive	nit	adequate	false	codex-pragmatism	in_scope
FINDING_11	cursor-specialist-correctness|cursor-specialist-edge-cases	rejected	NO				true	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	NO	true	minor	adequate	false	codex-pragmatism	oos
FINDING_12	cursor-specialist-correctness	rejected	NO				true	codex-validity	NO	true	minor	no-fix	false	codex-plan-fidelity	NO	true	minor	adequate	false	codex-pragmatism	oos
FINDING_13	cursor-specialist-correctness	rejected	NO				true	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	NO	true	minor	adequate	false	codex-pragmatism	oos
FINDING_14	cursor-specialist-edge-cases|cursor-specialist-testing	rejected	NO				true	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	NO	true	minor	adequate	false	codex-pragmatism	oos
FINDING_15	cursor-specialist-testing	neutral	NO				true	codex-validity	YES	true	nit	good	false	codex-plan-fidelity	NO	false-positive	nit	adequate	false	codex-pragmatism	oos
FINDING_16	cursor-specialist-testing	rejected	NO				true	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	NO	true	minor	adequate	false	codex-pragmatism	oos
