Reviewing the plan against Gate B doc surfaces and grep coverage.
Compiling findings: the plan's grep list misses several Gate B contract phrases, and some doc surfaces aren't in scope.
schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	skills/design/references/plan-review.md:198	Plan omits this file; line still says Gate B applies findings only per explicit user choice	After auto-apply lands, Step 3 tally prose still tells orchestrators Gate B never applies without a user pick; contradicts default auto-apply in approval-gates.md	Add plan-review.md to Files to modify; dual-mode wording (default auto-apply at Gate B; manual mode preserves explicit Apply-all / per-finding choice). Extend grep/reconcile to explicit user choice and never silently applies
2	in_scope	important	correctness	skills/design/references/plan-review-quick.md:23-47	Same gap for --trivial quick review path and FINDING_N template	--trivial runs use plan-review-quick.md; stale explicit user choice and only if the user chooses template text survives in the primary Gate B consumer path	Update plan-review-quick.md (body + template at :47) with the same dual-mode contract as plan-review.md
3	in_scope	important	correctness	skills/design/SKILL.md:764	Plan updates Step 3.5 prose at :783 but not the separate Step 3 deferral sentence at :764	Step 3 driver instructions still say revision deferred to Gate B per explicit user choice while Step 3.5 below will describe silent auto-apply; same SKILL file contradicts itself	Add a seventh surgical edit for the Step 3 paragraph at :764 (mirror the dual-mode rewrite planned for :783)
4	in_scope	important	correctness	skills/design/references/approval-gates.md:76-80	Plan restructures Gate B Prompt but explicitly leaves Presentation unchanged	Presentation still mandates Always show the table and approval via the subsequent AskUserQuestion; auto-apply path has no AskUserQuestion and uses a different header	Gate Presentation on manual_gate_b: manual mode keeps :76-80; auto-apply references the compact list subsection and drops AskUserQuestion requirement. Do not leave :80 as unconditional normative text
5	in_scope	important	architecture	docs/skills.md:50	Consumer-facing /design Arguments line omits --manual; plan grep scope lists README.md but not docs/skills.md	README and docs/skills.md both enumerate [--partition] [--brainstorm]; only README is conditionally in scope. Operators reading docs/skills.md never see --manual / -m	Add docs/skills.md to Files to modify (Arguments line + one sentence on default Gate B auto-apply and --manual opt-out). Treat as required alongside README.md:59, not optional
6	in_scope	important	risk-integration	scripts/test-design-structure.sh:688-696	Plan mentions extending test-design-structure.sh only if pins exist; #2754 pins partition/brainstorm recovery but not manual_gate_b	Recovery jq-merge or write-run-params omission for manual_gate_b would not fail CI; manual-mode runs could silently auto-apply (failure mode #1)	Add explicit pins: --manual-gate-b in write-run-params invocation, recovery guard includes manual_requested, jq merge sets .manual_gate_b — mirror the existing #2754 brainstorm block
7	in_scope	important	correctness	(plan Failure modes #2)	Grep reconciliation list covers No-auto-apply, never auto-revise, plan is never auto-revised, auto-apply only	Three authoritative matches use explicit user choice / only if the user chooses / never silently applies — none match the planned greps; implementer can miss :198, :23, :764, :211, :47	Expand implementation grep/reconcile strings to include explicit user choice, never silently applies, and only if the user chooses; reconcile every hit under skills/design/
8	in_scope	nit	architecture	README.md:59	Plan makes README update conditional on grep for --brainstorm/--partition	Grep already hits :59; conditional skip is impossible for this repo	Add [--manual|-m] to the /design argv cell at README.md:59 in Files to modify as required (not 0-2 lines optional)
9	in_scope	latent	correctness	skills/design/references/plan-review-quick.md:31	Output files section says after completing the review and plan revision while :23 forbids revising plan.txt	Pre-existing ambiguity; auto-apply makes Gate B-owned revision the default outcome	Reword :31 to after completing the review (findings only) or after Gate B applies findings when touching this file
10	out_of_scope	latent	architecture	docs/workflow-lifecycle.md:92	Standalone /design bullet does not describe Gate B prompt vs auto-apply behavior	No direct stale invariant (no No-auto-apply / never auto-revised text); doc is high-level only	[OUT_OF_SCOPE] Optional follow-up for #2667: add one sentence that Gate B auto-applies by default unless --manual
11	out_of_scope	nit	correctness	SECURITY.md	Plan Failure modes #2 cites SECURITY.md; file has /design security surfaces but no Gate B apply-contract prose	No contradiction today; grep would be noise unless a future SECURITY.md bullet cites Invariant #4	[OUT_OF_SCOPE] No change unless SECURITY.md later documents human gates; then align with Gate B apply contract
12	out_of_scope	nit	correctness	.claude/rules/*.md	Rules reference design paths and timing allowlists; none mention No-auto-apply or Gate B apply contract	No .claude/rules/ stale invariant for this PR	[OUT_OF_SCOPE] None required for #2930
