Reviewing the plan against the codebase: reading the plan file and the referenced scripts.
Searching for structural pins and related patterns the plan may miss.
schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	scripts/test-design-structure.sh:599-610	Findings_21 pins exact argument-hint and public-argv allowlist strings without --manual	After SKILL.md inserts [--manual|-m] and extends the allowlist, make lint fails test-design-structure (shard test-harnesses-14)	Add explicit plan steps to update Check FINDING_21: argument-hint pin (604-605), allowlist sequence pin (609-610), and add a compact flag-table row pin for | `--manual` | mirroring the existing --brainstorm pin (653-654)
2	in_scope	important	correctness	scripts/test-design-structure.sh:689-696	Check 2754 pins write-run-params invocation and router-flag recovery literals for partition/brainstorm only	Implementing manual_gate_b in SKILL.md without updating these greps breaks CI; recovery-path regression stays uncovered for --manual	Add Check 2754 updates: --manual-gate-b "$manual_requested" in write-run-params block; extend recovery if guard to include manual_requested; add jq merge arm .manual_gate_b = (.manual_gate_b == true or $merge_m); plan should require these updates (not treat test-design-structure as optional)
3	in_scope	important	correctness	skills/design/SKILL.md:230-237	Plan extends jq merge for manual_gate_b but does not require widening the outer recovery if/elif guard	--manual on argv with a failed initial write-run-params.sh skips the jq-merge block entirely (guard is partition OR brainstorm only); operator loses manual mode silently	Extend both if [[ ... ]] and elif [[ ... ]] at 230 and 257 to include || "$manual_requested" == true; update recovery prose at 227; add --manual-gate-b to the graceful-degrade write-run-params fallback at 246-255
4	in_scope	important	correctness	skills/design/references/approval-gates.md:5-7	Top-level Contract still says no reviewer suggestion is ever auto-applied and user is always prompted	Normative header contradicts new default auto-apply path and rewritten Invariant #4; misleads implementors and doc-cross-ref reviewers	Rewrite Contract lines 5-7 to dual-mode Gate B (auto-apply default, --manual restores prompts); clarify Gate A/C still always prompt
5	in_scope	important	correctness	skills/design/references/approval-gates.md:76-80	Presentation subsection requires Always show the table and approval via subsequent AskUserQuestion	Auto-apply path has no subsequent prompt; prose conflicts with planned mode branch above Prompt	Restructure Presentation for dual mode: manual keeps table + AskUserQuestion; auto-apply uses compact list under ## Plan Review Findings — Auto-applying per plan
6	in_scope	important	correctness	plan.txt:100 vs skills/design/references/approval-gates.md:78	Auto-apply concern excerpt spec (1-2 lines or 200 chars) diverges from existing Presentation truncation (1-10 lines max)	Auto-apply list format differs from manual-mode table; violates plan hard constraint to use same truncation	Align auto-apply excerpt rule with approval-gates.md:78 (1-10 lines max, never paraphrase) or explicitly document a single shared truncation rule referenced by both branches
7	in_scope	important	correctness	scripts/test-write-run-params.sh:98-105	TRIVIAL_DOC_ONLY preset jq block asserts partition_requested and brainstorm_requested false but plan omits manual_gate_b	Writer always emits manual_gate_b; trivial preset test may pass by accident but leaves schema regression gap	Extend trivial.json jq predicate to assert .manual_gate_b == false alongside partition/brainstorm defaults
8	in_scope	important	risk-integration	docs/skills.md:50 and README.md:59	Consumer-facing /design argv strings omit --manual; plan only conditionally mentions README grep	Plugin catalog and docs/skills.md stay stale after implementation; operators won't discover -m	Add docs/skills.md:50 Arguments line and README.md:59 table code cell to the Files section; extend README body prose if describing Gate B behavior
9	in_scope	nit	correctness	skills/design/references/flags.md:5	flags.md Contract header enumerates public argv without --manual	Normative header list incomplete even after per-flag bullet is added	Update line 5 Contract enumeration to include --manual / -m
10	in_scope	nit	code-quality	scripts/test-write-run-params.md:10-13	Sibling harness contract doc not listed; write-run-params.md Edit In Sync expects it	Coverage docs drift from four new test cases and triple-flag FINDING_15 extension	Add scripts/test-write-run-params.md to Files to modify with updated coverage bullets
11	in_scope	nit	correctness	plan.txt:161	Testing strategy claims test-design-structure may pin Gate B prompt-option count; repo has no such pin	Implementor may search for nonexistent option-count anchors; under-prioritizes confirmed FINDING_21/2754 pins	Revise testing strategy: confirm no Gate B option-count pin; mandate FINDING_21 and Check 2754 updates listed above

**Parity check (write-run-params):** The proposed `scripts/write-run-params.sh` diff (`--manual-gate-b`, conditional `require_enum`, `jq --arg`, JSON boolean) matches the existing `--brainstorm-requested` / `partition_requested` pattern in `scripts/write-run-params.sh:57-64`, `113-119`, and `148-159`. The four planned harness cases align with `scripts/test-write-run-params.sh:108-178`.

**test-design-structure.sh pin survey:** It does **not** pin Gate B three-option count. It **does** pin public flag argv strings (FINDING_21), `--brainstorm` table row and write-run-params wiring (Check 2754), and `run-params.json` recovery literals — all require explicit plan updates beyond the current "likely" wording.
