Reading the implementation plan and validating it against the codebase.
schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	skills/design/SKILL.md:227-259	Router-flag persistence guard still keys only on partition_requested or brainstorm_requested	/design --manual with a failed initial write-run-params.sh never enters the jq-merge/fallback block; manual_gate_b is dropped and Gate B defaults to auto-apply despite argv	Extend the if/elif guards and recovery prose to include manual_requested (e.g. OR manual_requested == true), add merge_m/$merge_m and .manual_gate_b jq arm, pass --manual-gate-b in the fallback write-run-params.sh call, and update the jq-unavailable warning text
2	in_scope	important	correctness	skills/design/references/plan-review.md:198-211	skills/design/references/plan-review-quick.md:23-47	Step 3 / quick-review docs still normatively require explicit user choice at Gate B	Not listed in Files to modify; grep-only mitigation in Failure modes #2 can miss these references and leave Step 3 agents deferring revision incorrectly	Add UPDATED entries for plan-review.md and plan-review-quick.md dual-mode Gate B wording (default auto-apply; manual opt-in restores explicit choice)
3	in_scope	important	architecture	skills/design/references/approval-gates.md:5	Top-level Contract still says no reviewer suggestion is ever auto-applied and the user is always prompted	Contradicts default auto-apply even after Invariant #4 rewrite; orchestrators following the file header may skip auto-apply	Rewrite the Contract paragraph for dual-mode Gate B (auto-apply default; --manual restores prompts; Gate A/C unchanged)
4	in_scope	important	architecture	skills/design/references/approval-gates.md:78-80	Presentation requires Always show the table and visibility via subsequent AskUserQuestion	Conflicts with auto-apply path (compact list, no AskUserQuestion); agents may still block on manual table/prompt semantics	Split Presentation into manual vs auto-apply branches (manual keeps table+prompt; auto-apply keeps compact list + breadcrumb then shared Apply-all body)
5	in_scope	important	correctness	skills/design/SKILL.md:764	Step 3 prose still says plan revision is deferred to Gate B per explicit user choice only	Plan only updates Step 3.5; Step 3 contradicts default auto-apply and misleads implementers	Rewrite Step 3 deferral sentence to mirror the planned Step 3.5 dual-mode contract
6	in_scope	important	correctness	scripts/test-design-structure.sh:689-696	Structural pins enforce partition/brainstorm write-run-params and jq-merge literals but plan only says review test-design-structure.sh	CI will not fail if manual_gate_b wiring is omitted from SKILL.md	Add scripts/test-design-structure.sh to Files to modify with new greps for --manual-gate-b, manual_requested guard, and .manual_gate_b merge arm (mirror #2754 pins)
7	in_scope	important	correctness	plan.txt Testing strategy	Failure mode #1 calls manual-only write-failure recovery load-bearing but Testing strategy has no automated case for it	Regression: --manual runs silently auto-apply after Step 0b write failure	Add a test-design-structure grep pin and/or a small harness case asserting recovery runs when only manual_requested is true
8	in_scope	nit	correctness	skills/design/references/approval-gates.md:100	Auto-apply concern excerpt spec is 1-2 lines or 200 chars while Scope/In-scope requires 1-line excerpt and manual Presentation uses up to 10 lines	Inconsistent operator-visible density vs acceptance wording	Align auto-apply excerpt rule with 1-line scope (or update Scope to authorize 1-2 lines/200 chars explicitly)
9	in_scope	latent	architecture	skills/design/references/approval-gates.md:49	Gate A re-entry says plan-modification authority remains with Gate B user choices	Under default auto-apply, prior Gate B may have applied findings without a per-choice prompt	Clarify that user choices means manual Gate B selections or the auto-apply default path, not only AskUserQuestion picks
10	out_of_scope	nit	architecture	docs/skills.md:50	docs/skills.md /design Arguments line omits --manual / -m	Plan updates README.md conditionally but not the skills catalog argv line; operator docs drift	Add --manual / -m to docs/skills.md Arguments and the Gate B sentence in the design blurb (same PR or track for #2667 docs reconciliation)
