1	the proposed shared counter would count every non-security `finding` and `oos` block, but existing oos filing and disposition semantics count only canonical `oos` blocks and legacy `finding` blocks explicitly tagged `[out_of_scope]` or `[oos]`. bare in-scope `finding` blocks must remain excluded, including in mixed files, or filing and disposition gates will over-count.
1	moving `_finding_dedup_key` to `review_types.py` without updating `plan_review_loop.py` and `plan_review.py` leaves imports or compatibility re-exports pointing at the deleted implementation, causing plan-review import failures or preserving an unintended second owner.
1	`compose_review.py` remains a live canonical `finding`/`oos` heading parser but is absent from the migration list, leaving a second grammar owner and potentially triggering the shared-convention lint ratchet.
1	`round_runner.py` imports `_finding_re` and `_oos_heading_re` from `batch_report.py`. removing those regexes without migrating this consumer causes import or runtime failures in round filtering and nit counting, while retaining them undermines the sole-owner goal.
1	`review_aggregate.py` has separate finding-only and finding-plus-oos segmentation contracts. replacing both with unfiltered `parse_blocks()` can admit oos blocks into finding-only aggregation, scope splitting, and count paths.
1	existing consumers use different block boundaries: some stop at finding headings only, some at finding/oos item headings, and some at any unrelated level-three heading. a single implicit `parse_blocks()` boundary can absorb or split content differently and change aggregation, field extraction, classification, deduplication, or rendering.
1	`plan_review_tally.py` currently retains a nonblank normalized chunk when no canonical artifact heading is found. blindly replacing that behavior with an empty `parse_blocks()` result can alter deduplication and artifact-pool construction.
1	`core/redact.py` contains another canonical `finding` block-segmentation regex. leaving it unchanged either violates the one-owner contract or causes the adoption-ratchet lint to fail.
1	`oos_filer.py` uses a copied security classifier tied to private regexes scheduled for removal from `file_oos.py`. without migration, it may fail at runtime or retain a second security-classification implementation.
2	the migration plan leaves `file_oos._parse_oos_blocks` and `_oos_block_re` as a live canonical block-segmentation implementation. these paths are used by filing, issue-cap rollup, and design post-cap flows, so deleting only the counter and classifier regexes would leave a second grammar owner and could change block extraction. the shared parser also needs an oos-only boundary mode that stops at the next canonical `### oos_<n>:` heading without splitting on intervening finding headings.
2	the ratchet plan does not distinguish retained single-line finding heading scans used for preamble splitting, nit counting, and severity detection from block-segmentation regexes. a literal-heading detector could reject valid migrated code in `round_runner.py` and `review_and_fix.py`.
2	`_ground_truth.py` is absent from the firm migration list even though `_gt_heading_re` and `_markdown_blocks_by_heading()` parse canonical finding/oos blocks. leaving it in place violates the one-owner goal and will likely fail the planned shared-convention lint unless it is explicitly exempted.
2	existing compatibility apis accept `boundary="any_heading"` and default to behavior that ends a finding block at any level-three markdown heading. mapping that value to finding-only or item-only boundaries would change block spans, absorb intervening oos or unrelated sections, and break aggregation and batch extraction.
2	`progress_report.py` still uses a dynamic heading regex in `_extract_oos_block` to segment canonical reviewer blocks. omitting it leaves a second block-segmentation owner and bespoke security classification outside the shared grammar.
2	the plan discusses exempting voting ballot heading regexes but does not address the parallel ballot parsers in `calibration_replay.py`. the ratchet could flag these distinct historical-ballot grammars or force canonical-only ids that break production-parity replay.
2	python/larch/review/review_aggregate.py:82-91 [scope-reduction] finding-only aggregate paths must keep level-three-heading ends, not finding-heading. scenario: `_finding_blocks` and `_count_finding_blocks` call `parse_findings*_text(..., boundary="any_heading")`, so each finding block ends at the next non-fenced `###` heading. the plan assigns finding-heading to finding-only aggregation, scope split, and count paths. that lets a `### notes` (or `### oos_n`) section between finding headings get folded into the prior finding block, changing scope-split inputs, merge validation, and counts.
2	python/larch/review/review_aggregate.py:27-87 [scope-reduction] mixed `_item_blocks` must stay level-three-heading, not item-heading. scenario: `_item_block_re` segments with `(?=^### |\z)`, stopping at any level-three heading. the plan assigns item-heading to mixed finding+oos prune/renumber paths. item-heading would keep intervening `###` sections inside a block until the next canonical finding/oos heading, changing prune/renumber output and mixed-item aggregation.
