finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool
FINDING_1	Cursor-Arch, Codex-Arch, Cursor-Edge, Codex-Edge, Cursor-Pragmatic, Codex-Pragmatic, Cursor-Requirements, Codex-Requirements, Cursor-dyn-token-render-pipeline, Codex-dyn-token-render-pipeline, Cursor-dyn-amendment-coverage, Codex-dyn-amendment-coverage, Cursor-dyn-lint-manifest-soundness	accepted	YES	true	major	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_2	Cursor-Innovation, Codex-Innovation, Codex-Pragmatic, Cursor-dyn-token-render-pipeline, Codex-dyn-token-render-pipeline	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_3	Codex-Arch, Cursor-Innovation, Codex-Innovation, Codex-Pragmatic, Cursor-Requirements, Codex-Requirements, Codex-dyn-lint-manifest-soundness	accepted	YES	true	major	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	good	false	Cursor
FINDING_4	Cursor-Requirements, Codex-Requirements, Cursor-dyn-amendment-coverage, Codex-dyn-amendment-coverage	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_5	Cursor-dyn-amendment-coverage, Codex-dyn-amendment-coverage, Codex-dyn-lint-manifest-soundness	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_6	Cursor-dyn-token-render-pipeline, Codex-dyn-token-render-pipeline	accepted	YES	true	major	good	false	Claude	YES	true	minor	adequate	false	Codex	YES	true	major	good	false	Cursor
FINDING_7	Cursor-dyn-amendment-coverage, Codex-dyn-amendment-coverage	exonerated	EXONERATE	partially-true	minor	adequate	false	Claude	EXONERATE	partially-true	nit	weak	false	Codex	EXONERATE	partially-true	minor	adequate	false	Cursor
FINDING_8	Codex-dyn-lint-manifest-soundness	accepted	YES	true	major	excellent	false	Claude	YES	partially-true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_9	Codex-dyn-lint-manifest-soundness	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_10	Codex-dyn-lint-manifest-soundness	accepted	YES	true	major	good	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_11	Codex-dyn-lint-manifest-soundness	accepted	YES	true	minor	good	false	Claude	YES	true	minor	excellent	false	Codex	YES	true	major	good	false	Cursor
