finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Arch	neutral	NO	false-positive	blocker	excellent	false	Claude	YES	true	blocker	good	false	Codex	NO	false-positive	blocker	excellent	false	Cursor	blocking
FINDING_2	Codex-Arch	neutral	NO	false-positive	major	excellent	false	Claude	YES	true	major	excellent	false	Codex	NO	false-positive		excellent	true	Cursor	important
FINDING_3	Codex-Arch	neutral	NO	false-positive	blocker	excellent	false	Claude	YES	true	blocker	good	false	Codex	NO	false-positive	blocker	excellent	false	Cursor	blocking
FINDING_4	Cursor-Innovation Phase2	neutral	NO	false-positive	major	excellent	false	Claude	YES	true	major	excellent	false	Codex	NO	false-positive		excellent	true	Cursor	important
FINDING_5	Cursor-Innovation Phase2	neutral	NO	false-positive	major	excellent	false	Claude	YES	true	blocker	good	false	Codex	NO	false-positive		excellent	true	Cursor	important
FINDING_6	Codex-Innovation	neutral	NO	false-positive	major	excellent	false	Claude	YES	true	major	good	false	Codex	NO	false-positive		excellent	true	Cursor	important
FINDING_7	Codex-Innovation	neutral	NO	false-positive	major	excellent	false	Claude	YES	true	blocker	good	false	Codex	NO	false-positive		excellent	true	Cursor	important
FINDING_8	Cursor-Pragmatic	neutral	NO	false-positive	blocker	excellent	false	Claude	YES	true	major	excellent	false	Codex	NO	false-positive	blocker	excellent	false	Cursor	blocking
FINDING_9	Codex-Pragmatic	neutral	NO	false-positive	major	excellent	false	Claude	YES	true	major	good	false	Codex	NO	false-positive		excellent	true	Cursor	important
FINDING_10	Codex-Pragmatic	neutral	NO	false-positive	major	excellent	false	Claude	YES	true	major	excellent	false	Codex	NO	false-positive		excellent	true	Cursor	important
FINDING_11	Codex-Pragmatic	neutral	NO	false-positive	blocker	excellent	false	Claude	YES	true	blocker	good	false	Codex	NO	false-positive	blocker	excellent	false	Cursor	blocking
FINDING_12	Cursor-Requirements	neutral	NO	false-positive	blocker	excellent	false	Claude	YES	true	blocker	excellent	false	Codex	NO	false-positive	blocker	excellent	false	Cursor	blocking
FINDING_13	Cursor-Requirements	neutral	NO	false-positive	major	excellent	false	Claude	YES	true	blocker	good	false	Codex	NO	false-positive		excellent	true	Cursor	important
FINDING_14	Cursor-Requirements	neutral	NO	false-positive	major	excellent	false	Claude	YES	true	blocker	good	false	Codex	NO	false-positive		excellent	true	Cursor	important
FINDING_15	Cursor-Requirements	rejected	NO	false-positive	major	excellent	false	Claude	NO	false-positive	nit	adequate	false	Codex	NO	false-positive		good	true	Cursor	important
FINDING_16	Codex-Requirements	neutral	NO	false-positive	major	excellent	false	Claude	YES	true	major	good	false	Codex	NO	false-positive		excellent	true	Cursor	important
FINDING_17	Codex-Requirements	neutral	NO	false-positive	major	excellent	false	Claude	YES	true	major	good	false	Codex	NO	false-positive		excellent	true	Cursor	important
FINDING_18	Codex-Requirements	neutral	NO	false-positive	major	excellent	false	Claude	YES	true	blocker	good	false	Codex	NO	false-positive		excellent	true	Cursor	important
