Reading the implementation plan and exploring cited codebase paths.
Checking one more edge case for the pattern gate vs attestation-only outputs:
schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	skills/review/scripts/test-aggregate-findings.sh:217-223	Plan maps zero_findings_prose_finding_ids to validation-exhausted as a narrow-trigger case	Stub output uses ### FINDING_ids (no digit); validator takes the missing-attestation path (MERGE_PIPELINE_RC=2), not preamble_finding_substring — harness at :665-679 expects validation-failed and explicitly denies preamble token	Keep REASON=validation-failed for zero_findings_prose_finding_ids; remove it from the narrow-trigger → validation-exhausted bucket in plan step 2
2	in_scope	important	correctness	skills/review/scripts/test-aggregate-findings.sh:1082-1112	Plan does not list REASON updates for preamble_contradiction or numbered_prose_contradiction	After collapse, MERGE_PIPELINE_RC=1 always becomes validation-exhausted; tests still expect validation-failed (today only because LARCH_AGGREGATE_MAX_OUTER_PHASES=1 capped the outer loop)	Update both cases to REASON=validation-exhausted and drop MAX_OUTER_PHASES; align execution-issues expectations with the new single-shot exhausted warning
3	in_scope	important	risk-integration	skills/review/scripts/test-aggregate-findings.sh:1114-1202	Outer-waterfall harness cases are not given an explicit rewrite strategy	Deleting waterfall_exhausted / waterfall_recover / #2782 zero_findings_waterfall_ctr without dispatcher-level replacements drops regression for multi-tool recovery; stub AGGREGATE_DISPATCH_SH fires once so waterfall_ctr cannot advance phases	Rewrite #2782 as a dispatcher integration test (attestation-only phase-1 output lacks ^### FINDING_[0-9], phase-2 emits valid blocks); retain exhaustion coverage via real dispatch-with-waterfall or extend stub to simulate pattern-gate phase fallback
4	in_scope	important	architecture	skills/review/scripts/review-core.md:63	Consumer doc still lists per–outer-phase aggregator artifacts	Operators and implement logs will look for aggregator-output-codex.txt / aggregator-output-claude.txt after collapse	Add review-core.md to the plan: single aggregator-output.txt plus aggregator-dispatch.env (PHASE1/2/3_SLOTS in dispatch capture)
5	in_scope	important	integration	skills/review/scripts/test-aggregate-findings.sh:50-52	AGGREGATE_DISPATCH_SH stub omits ALL_OUTPUT_FILES_PATH	The new resolver prefers ALL_OUTPUT_FILES_PATH; stub only emits ALL_OUTPUT_FILES — fallback works but pattern-gate and multi-phase tests never exercise the primary path	Having emit_dispatch_ok printf ALL_OUTPUT_FILES_PATH (one-line paths sidecar) in the same PR; assert resolver uses it in at least one stub case
6	in_scope	latent	architecture	skills/review/scripts/aggregate-findings.sh (proposed)	No post-dispatch defense-in-depth grep unlike decompose-aggregator.sh:145-149	Dispatcher could settle on a file that passes --require-result-pattern but still fails semantic merge (or path skew); decompose-aggregator keeps a second structural check	Add optional grep -Eq '^[[:space:]]*### FINDING_[0-9]' on resolved candidate before _agg_pipeline_for_candidate (mirror decompose-aggregator Recommendation grep)
7	in_scope	nit	code-quality	skills/review/scripts/test-aggregate-findings.md:17-19	Sibling harness doc not in Files to modify	Edit-in-sync rule requires updating test-aggregate-findings.md when aggregate contract changes	Add test-aggregate-findings.md to UPDATED list (dispatcher-owned fallback, removed PHASES_ATTEMPTED assertions)
8	out_of_scope	latent	architecture	skills/design/scripts/decompose-aggregator.sh:127-141	Shared dispatch candidate resolver is duplicated	Third caller may drift on ALL_OUTPUT_FILES_PATH handling	[OUT_OF_SCOPE] Extract a small sourced helper (resolve dispatch stdout → candidate path) shared with decompose-aggregator / decompose-panel-dispatch
9	out_of_scope	latent	correctness	scripts/test-dispatch-with-waterfall.sh:325-347	No aggregator-level STATUS=cap_hit + --require-result-pattern regression	Cap_hit bypass is documented for dispatch but unproven for FINDING-shaped aggregator slot	[OUT_OF_SCOPE] Add aggregate-findings harness case or document reliance on dispatch tests only

