Reading the implementation plan and validating it against the codebase.
Validating the plan against the codebase and issue requirements.
schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	skills/review/scripts/test-aggregate-findings.sh:665-679	Plan maps zero_findings_prose_finding_ids to REASON=validation-exhausted but that stub lacks attestation and does not emit AGGREGATOR_VALIDATION_FAILED=preamble_finding_substring or empty_merge_from_nonempty_input (MERGE_PIPELINE_RC=2)	Conflicts with the existing empty_merge_negative_finding_prose case at 1204-1220 which must stay validation-failed; implementing the plan would break one of the two tests	Keep zero_findings_prose_finding_ids on REASON=validation-failed; only remap kinds that actually produce MERGE_PIPELINE_RC=1 (zero_findings, preamble_contradiction, numbered_prose_contradiction)
2	in_scope	important	correctness	skills/review/scripts/test-aggregate-findings.sh:1114-1202	Outer-waterfall progression cases (waterfall_exhausted, waterfall_recover_on_phase2, zero_findings_input_nonempty #2782, waterfall_skip_unavailable_external) are not named for delete/replace; their waterfall_ctr / zero_findings_waterfall_ctr stubs assume multiple AGGREGATE_DISPATCH_SH invocations per aggregate run	After a single dispatch call, the monolithic stub cannot simulate per-outer-phase counters; make test-aggregate-findings fail or give false confidence	Explicitly delete or rewrite these four blocks to drive the real dispatch-with-waterfall (or a phase-aware stub) and assert inner-phase recovery via ALL_OUTPUT_TOOLS / phase-suffix paths, not PHASES_ATTEMPTED
3	in_scope	important	architecture	scripts/dispatch-with-waterfall.sh:309-347	With --require-result-pattern, attestation-only or narration-only STATUS=OK outputs fail the gate in every phase and end as DISPATCH_OK=false; aggregate maps that to REASON=dispatch-failed, not validation-exhausted	All-externals-degrade scenarios that previously stalled review-core with aggregator-validation-exhausted (exit 2) may continue to voter dispatch on the raw ballot instead	Document the terminal-state shift in aggregate-findings.md/SECURITY.md; add a harness case where every phase returns pattern-missing OK files and assert REASON plus review-core.sh behavior; confirm that is intended vs mapping DISPATCH_OK=false narrow cases to validation-exhausted
4	in_scope	important	architecture	scripts/dispatch-with-waterfall.md:37	Non-adopters paragraph still lists only decompose-aggregator and decompose-panel-dispatch as --require-result-pattern opt-in callers	Operators reading dispatcher docs will not know aggregate-findings is a third adopter with the FINDING heading regex	Add aggregate-findings.sh to the opt-in list with pattern ^[[:space:]]*### FINDING_[0-9]
5	in_scope	important	correctness	skills/review/scripts/review-core.md:62-63	Artifact inventory still documents aggregator-output-codex.txt, aggregator-output-claude.txt, and per-outer-phase captures	Post-PR docs contradict runtime (single aggregator-output.txt plus dispatch env)	Replace with a single aggregator-output.txt path and point to aggregator-dispatch.env for phase detail
6	in_scope	important	correctness	plan.txt:48-51 vs feature-description.txt:99-105	Issue acceptance still requires outer Codex fallback regression and Fix 3 outer-continue investigation; plan only defers rewrite to composed larch:plan Step 5 and replaces outer fallback with inner pattern-gate test	Implementer may close #2881 without updating issue acceptance or without coverage equivalent to Fix 3	Add an explicit Acceptance delta section in the plan listing rewritten bullets; require test_dispatcher_pattern_gate_routes_narration_to_phase2 plus a replacement for #2782 inner-phase recovery (not only stub-only narrow-trigger test)
7	in_scope	important	integration	skills/review/scripts/test-aggregate-findings.sh:50-52	write_stub_dispatch emit_dispatch_ok prints only ALL_OUTPUT_FILES; plan resolver prefers ALL_OUTPUT_FILES_PATH first	Production path works but harness tests that keep the monolithic stub without ALL_OUTPUT_FILES_PATH may get dispatch-failed after collapse	Extend emit_dispatch_ok to write ALL_OUTPUT_FILES_PATH (one-line file) mirroring decompose-aggregator tests, or mandate real dispatch-with-waterfall for any case asserting candidate resolution
8	in_scope	important	correctness	plan.txt:54-55	test_narrow_trigger_validator_failure_maps_to_validation_exhausted may only grep aggregate REASON with AGGREGATE_DISPATCH_SH stub that never threads --require-result-pattern	Highest-impact regression (review-core.sh:514-558 aggregator-validation-exhausted) stays unguarded if stub-only	REQUIRE either a review-core.sh harness invocation with a stub emitting REASON=validation-exhausted or an end-to-end aggregate-findings run that asserts review-core exit 2 and REVIEW_CORE_STATUS=aggregator-validation-exhausted
9	in_scope	nit	correctness	skills/review/scripts/test-aggregate-findings.sh:1082-1112	preamble_contradiction and numbered_prose_contradiction cases are omitted from the explicit REASON remap list	Implementer may leave them expecting validation-failed (single-phase cap) instead of validation-exhausted	Add both cases to the validation-exhausted remap list when LARCH_AGGREGATE_MAX_OUTER_PHASES is removed
10	in_scope	latent	correctness	plan.txt:75-76	Edge case claims Codex-absent runs launch Cursor in phase 1; dispatch-with-waterfall queues unavailable primaries for phase 2 (other_tool)	Misleading operator docs during incident triage	Say phase 2 launches Cursor when the slot primary is codex but Codex is absent; Claude remains phase 3
