finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	scope
FINDING_1	cursor-specialist-correctness-output.txt	neutral	YES	true	minor	good	false	cursor-validity	NO	true	minor	good	false	codex-plan-fidelity	NO	partially-true	minor	good	false	codex-pragmatism	in_scope
FINDING_2	cursor-specialist-correctness-output.txt	rejected	NO	partially-true	minor	adequate	false	cursor-validity	NO	true	minor	good	false	codex-plan-fidelity	NO	true	major	good	false	codex-pragmatism	in_scope
FINDING_3	cursor-specialist-correctness-output.txt|dyn-dyn-dispatch-roles-output.txt	neutral	YES	true	minor	good	false	cursor-validity	NO	true	nit	good	false	codex-plan-fidelity	NO	true	nit	good	false	codex-pragmatism	oos
FINDING_4	dyn-dyn-dispatch-roles-output.txt	rejected	NO	partially-true	nit	adequate	false	cursor-validity	NO	partially-true	minor	good	false	codex-plan-fidelity	NO	true	minor	good	false	codex-pragmatism	in_scope
FINDING_5	dyn-dyn-dispatch-roles-output.txt	rejected	NO	true	nit	adequate	false	cursor-validity	NO	true	nit	good	false	codex-plan-fidelity	NO	true	nit	good	false	codex-pragmatism	oos
FINDING_6	cursor-specialist-edge-cases-output.txt	rejected	NO	partially-true	minor	adequate	false	cursor-validity	NO	true	minor	good	false	codex-plan-fidelity	NO	true	minor	good	false	codex-pragmatism	oos
FINDING_7	cursor-specialist-edge-cases-output.txt|cursor-specialist-testing-output.txt	rejected	NO	true	nit	adequate	false	cursor-validity	NO	true	nit	good	false	codex-plan-fidelity	NO	true	nit	good	false	codex-pragmatism	oos
FINDING_8	cursor-specialist-edge-cases-output.txt	rejected	NO	true	nit	adequate	false	cursor-validity	NO	partially-true	minor	good	false	codex-plan-fidelity	NO	partially-true	minor	good	false	codex-pragmatism	oos
FINDING_9	cursor-specialist-testing-output.txt	rejected	NO	partially-true	nit	weak	false	cursor-validity	NO	partially-true	minor	good	false	codex-plan-fidelity	NO	true	minor	good	false	codex-pragmatism	oos
FINDING_10	cursor-specialist-testing-output.txt	rejected	NO	true	nit	adequate	false	cursor-validity	NO	true	nit	good	false	codex-plan-fidelity	NO	true	nit	good	false	codex-pragmatism	oos
FINDING_11	codex-specialist-testing-output.txt	rejected	NO	true	nit	adequate	false	cursor-validity	NO	true	nit	good	false	codex-plan-fidelity	NO	true	nit	good	false	codex-pragmatism	oos
FINDING_12	dyn-dyn-dispatch-roles-output.txt	rejected	NO	true	nit	weak	false	cursor-validity	NO	partially-true	minor	good	false	codex-plan-fidelity	NO	false-positive	minor	good	false	codex-pragmatism	oos
FINDING_13	dyn-dyn-dispatch-roles-output.txt	rejected	NO	true	nit	weak	false	cursor-validity	NO	partially-true	minor	good	false	codex-plan-fidelity	NO	partially-true	minor	good	false	codex-pragmatism	oos
FINDING_14	dyn-dyn-dispatch-roles-output.txt	rejected	NO	true	nit	weak	false	cursor-validity	NO	partially-true	minor	good	false	codex-plan-fidelity	NO	true	nit	good	false	codex-pragmatism	oos
