finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	scope
FINDING_1	cursor-specialist-correctness|codex-specialist-correctness|cursor-specialist-edge-cases|codex-specialist-edge-cases	accepted	YES	partially-true	minor	adequate	false	codex-validity	YES	partially-true	minor	adequate	false	codex-plan-fidelity	YES	partially-true	minor	adequate	false	codex-pragmatism	in_scope
FINDING_2	codex-specialist-correctness	neutral	NO	false-positive	minor	no-fix	false	codex-validity	YES	partially-true	minor	adequate	false	codex-plan-fidelity	NO	false-positive	minor	adequate	false	codex-pragmatism	in_scope
FINDING_3	codex-specialist-edge-cases|codex-specialist-testing	accepted	YES	true	minor	good	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	in_scope
FINDING_4	cursor-specialist-testing	rejected	NO	true	nit	weak	false	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	NO	true	nit	adequate	false	codex-pragmatism	in_scope
FINDING_5	cursor-specialist-testing	rejected	NO	true	nit	weak	false	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	NO	true	nit	adequate	false	codex-pragmatism	in_scope
FINDING_6	cursor-specialist-testing	rejected	NO	true	nit	weak	false	codex-validity	NO	true	nit	adequate	false	codex-plan-fidelity	NO	true	nit	adequate	false	codex-pragmatism	in_scope
FINDING_7	codex-specialist-testing	accepted	NO	true	minor	adequate	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	in_scope
OOS_1	cursor-specialist-correctness	rejected	NO	true	minor	weak	false	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	NO	true	minor	adequate	false	codex-pragmatism	oos
OOS_2	cursor-specialist-edge-cases	rejected	NO	true	minor	weak	false	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	NO	true	nit	adequate	false	codex-pragmatism	oos
OOS_3	cursor-specialist-edge-cases	rejected	NO	true	minor	no-fix	false	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	NO	true	minor	adequate	false	codex-pragmatism	oos
OOS_4	cursor-specialist-testing	neutral	NO	true	nit	weak	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	NO	true	nit	adequate	false	codex-pragmatism	oos
OOS_5	cursor-specialist-testing	rejected	NO	uncertain	nit	uncertain	true	codex-validity	NO	false-positive	minor	adequate	false	codex-plan-fidelity	NO	false-positive	nit	adequate	false	codex-pragmatism	oos
