finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Arch	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_2	Cursor-Innovation Phase2	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_3	Cursor-Innovation Phase2	accepted	YES	true	minor	excellent	false	Claude	YES	true	minor	excellent	false	Codex	YES	true	minor	excellent	false	Cursor	important
FINDING_4	Cursor-Innovation Phase2	accepted	YES	true	minor	good	false	Claude	YES	true	minor	good	false	Codex	YES	true	nit	excellent	false	Cursor	important
FINDING_5	Codex-Innovation	accepted	YES	true	major	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_6	Codex-Innovation	accepted	YES	true	minor	excellent	false	Claude	YES	true	minor	excellent	false	Codex	YES	true	minor	excellent	false	Cursor	important
FINDING_7	Cursor-Pragmatic Phase2	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_8	Cursor-Pragmatic Phase2	accepted	YES	true	minor	good	false	Claude	YES	true	minor	good	false	Codex	YES	true	minor	excellent	false	Cursor	important
FINDING_9	Codex-Pragmatic	accepted	YES	true	major	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_10	Codex-Pragmatic	accepted	YES	true	minor	excellent	false	Claude	YES	true	minor	excellent	false	Codex	YES	true	minor	excellent	false	Cursor	important
FINDING_11	Codex-Requirements	accepted	YES	true	major	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_12	Codex-Requirements	accepted	YES	true	minor	good	false	Claude	YES	true	minor	excellent	false	Codex	YES	true	minor	excellent	false	Cursor	important
