I'll read the plan and the three launcher scripts to verify the proposed redirect changes against the current code.
Checking whether the plan covers sibling docs and the implementer harness registration.
schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	skills/implement/scripts/test-codex-implementer.sh:607-666	Plan omits updating the dedicated codex-implementer launcher harness	Test 10 still stubs `printf 'tokens used\n7,777\n'` to stdout and asserts ledger `.total==7777`; after redirect split that text lands in `${TRANSCRIPT_PATH}.events.jsonl` not `$SIDECAR_LOG`, so `parse-codex-usage.sh` sees no JSONL and fail-closed skips `record-vendor`, breaking `make test-codex-implementer`	Add `skills/implement/scripts/test-codex-implementer.sh` to Files to modify: replace the stub with a JSONL usage event on stdout, assert per-bucket ledger fields (or at minimum non-zero input/output/cache_read/total), and add a fail-closed case with no usage events
2	in_scope	important	correctness	scripts/test-token-vendor-scrapers.sh:100-140	Plan only extends scrapers harness; existing codex implement smoke still uses `tokens used`	The live codex stub at line 116 prints `tokens used\n7,777\n` and jq-asserts `.total==7777`; it will fail after `launch-codex-implement.sh` switches to events-sidecar parsing even if the new per-bucket regression is added	Explicitly require updating the existing codex stub/assertions in `scripts/test-token-vendor-scrapers.sh` (not just adding new cases) to emit JSONL and check per-bucket fields
3	in_scope	important	integration	scripts/launch-codex-implement.md:7-8 / scripts/launch-review.md:69-71 / scripts/run-external-agent.sh:222-277	Redirect split drops `run-external-agent.sh` stdout from SIDECAR; sibling contracts still require combined capture	Plan routes only stderr to `$SIDECAR`/`$SIDECAR_LOG`, but wrapper progress/failure lines (`⏳`, `❌`, `✓`) are written to stdout in `run-external-agent.sh`; they move to `*.events.jsonl` while `.md` contracts still document `2>&1` sidecar capture for operator debugging and auth classification	Add UPDATED entries for `scripts/launch-codex-implement.md`, `scripts/launch-review.md`, and `scripts/launch-codex-ci.md` documenting stdout→events sidecar / stderr→text sidecar; note wrapper diagnostics no longer appear in the text sidecar unless stderr is also tee'd or wrapper chatter is redirected separately
4	in_scope	important	correctness	plan.txt:151 vs plan.txt:108-119	Failure-mode #2 mandates stdout-auth stub coverage but UPDATED test sections omit it	Edge case says tests MUST include stderr-auth and stdout-auth stubs after `--json`; `UPDATED: scripts/test-launch-review.sh` and `UPDATED: scripts/test-launch-codex-ci.sh` only mention JSONL token assertions—if Codex prints auth strings on stdout alongside JSONL, `external_is_auth_failure "codex" "$SIDECAR"` will miss them and auth-retry/transient-precedence regressions go undetected	Add explicit test cases (review + ci) where the stub emits an auth pattern on stdout with JSONL events, assert auth retry still fires; document fallback (`2>&1` + line filter) if classification fails
5	in_scope	important	correctness	scripts/test-launch-codex-ci.sh:58-97 / plan.txt:117-119	`test-launch-codex-ci.sh` update scope is underspecified vs edge-case auth contract	Current harness has no codex token-record or auth-failure smokes (only argv/prompt checks); plan asks for token-record assertions and edge case 145 requires stderr auth detection verification, but UPDATED section does not list adding auth-failure stub coverage	Expand `UPDATED: scripts/test-launch-codex-ci.sh` to require JSONL stub, per-bucket `${OUTPUT}.token-record` success/fail-closed assertions, and a stderr auth-message stub proving `external_is_auth_failure` still works when stdout is JSONL-only
6	in_scope	important	correctness	scripts/test-launch-review.sh:602-653 / plan.txt:144	Plan claims `/dev/null` SIDECAR behavior is reflected in test stubs but no such case exists	When `: > "$SIDECAR"` fails, `SIDECAR=/dev/null` and both streams go to `/dev/null`; parse on `"${OUTPUT}.events.jsonl"` must fail-closed with no ledger row—no stub forces this branch today	Add a harness case that makes `${OUTPUT}.sidecar` non-writable (or passes a read-only output dir) so the codex path hits `SIDECAR=/dev/null`, then assert no vendor ledger row and no `${OUTPUT}.events.jsonl` artifact
7	in_scope	nit	correctness	plan.txt:69-78 vs plan.txt:86-95	`launch-review.sh` redirect lacks the explicit combined redirect given for the other two launchers	Implement/ci specify `>"${VAR}.events.jsonl" 2>"$SIDECAR_LOG"`; review section describes streams separately without the one-line redirect, leaving ambiguity about `2>` vs legacy `>>` append on `$SIDECAR`	Mirror implement/ci wording: non-`/dev/null` branch `>"${OUTPUT}.events.jsonl" 2>"$SIDECAR"`, `/dev/null` branch `>/dev/null 2>/dev/null` (or `2>&1`), and note events path is still `"${OUTPUT}.events.jsonl"` for parse even when discarded
8	in_scope	nit	architecture	plan.txt:130-134	Makefile registration target is vague ("test-shell or test")	No `test-shell` or top-level `test` target exists; new harness must land in a concrete `test-harnesses-N` shard (token tests live in `test-harnesses-17` alongside `test-token-vendor-scrapers`)	Specify `test-parse-codex-usage` registration in `test-harnesses-17` (or adjacent token shard), update `.PHONY`, and mention `docs/linting.md` harness table row

**1. [correctness]** `skills/implement/scripts/test-codex-implementer.sh:607-666` — The plan updates `test-launch-review.sh`, `test-launch-codex-ci.sh`, and `test-token-vendor-scrapers.sh` but not `skills/implement/scripts/test-codex-implementer.sh`, which still stubs `tokens used` on stdout and asserts `.total==7777`. After the redirect split, that text goes to `${TRANSCRIPT_PATH}.events.jsonl`, not `$SIDECAR_LOG`, so parsing fail-closes and Test 10 breaks.

**2. [correctness]** `scripts/test-token-vendor-scrapers.sh:100-140` — The plan says “extend” the scrapers harness but does not require updating the existing codex implement smoke whose stub still prints `tokens used\n7,777\n`. That case will fail even if new per-bucket assertions are added.

