finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Arch, Cursor-Requirements	accepted	YES	true	blocker	excellent	false	Claude	YES	true	blocker	excellent	false	Codex	YES	true	blocker	excellent	false	Cursor	blocking
FINDING_2	Cursor-Arch, Codex-Arch, Cursor-Innovation, Codex-Innovation, Cursor-Pragmatic, Codex-dyn-redaction-contracts, Codex-dyn-pytest-parity	accepted	YES	true	blocker	excellent	false	Claude	YES	true	blocker	excellent	false	Codex	YES	true	blocker	excellent	false	Cursor	blocking
FINDING_3	Cursor-Arch, Cursor-Pragmatic, Cursor-dyn-redaction-contracts, Cursor-dyn-pytest-parity	accepted	YES	true	blocker	good	false	Claude	YES	true	blocker	good	false	Codex	YES	true	blocker	excellent	false	Cursor	blocking
FINDING_4	Cursor-Arch	neutral	NO	partially-true	minor	adequate	false	Claude	NO	partially-true	nit	adequate	false	Codex	YES	partially-true	major	good	false	Cursor	important
FINDING_5	Cursor-Pragmatic	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_6	Cursor-Pragmatic	rejected	NO	partially-true	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	NO	true	minor	adequate	false	Cursor	important
FINDING_7	Codex-Requirements, Codex-dyn-cutover-completeness, Codex-dyn-pytest-parity	accepted	YES	true	major	good	true	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_8	Codex-Requirements	accepted	YES	true	major	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_9	Codex-dyn-redaction-contracts	accepted	YES	true	major	adequate	true	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_10	Cursor-dyn-cutover-completeness	neutral	YES	true	major	good	false	Claude	NO	partially-true	nit	good	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important
FINDING_11	Codex-dyn-pytest-parity	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_12	Cursor-Arch	rejected	NO	partially-true	minor	adequate	false	Claude	NO	partially-true	nit	adequate	false	Codex	NO	true	nit	good	false	Cursor	latent
OOS_1	Cursor-Pragmatic	rejected	NO	true	nit	adequate	false	Claude	NO	true	nit	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	nit
OOS_2	Cursor-Pragmatic	rejected	NO	true	nit	adequate	false	Claude	NO	false-positive	nit	weak	false	Codex	NO	true	nit	weak	false	Cursor	nit
