Reading the implementation plan and exploring referenced codebase paths.
schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	skills/design/SKILL.md:982	Plan lists three design SKILL edit sites but omits Step 5c item 10, which still mandates cost-line-only orchestrator emit on the happy path	Happy-path `/design` runs follow item 10 before the Step 5 closing prose; operators still get only `- **Cost**:` at top chat despite updates at ~288 and ~1021	Add a fourth edit: replace item 10’s `contains - **Cost**:` / `emit that single verbatim cost line` with non-empty `final-summary.md` + full-body verbatim emit, aligned with the post-publish fence
2	in_scope	important	correctness	skills/implement/SKILL.md:14	Anti-halt continuation reminder still binds post–Step 17 behavior to “mandatory verbatim cost line,” not in the plan’s three implement sites	Models that weight the anti-halt block over Step 17 prose may skip full-block emit and continue to Step 18 after collapsed Bash output only	Update line ~14 to require verbatim full-body emit of `$IMPLEMENT_TMPDIR/summary-final.md` (same contract as NEVER #20 / Step 17)
3	in_scope	important	risk-integration	skills/implement/SKILL.md:1751-1754,1822-1824	Plan keeps Bash writing `.step17-printed` before the separate orchestrator emit; widening emit to the full block increases blast radius of skip-after-sentinel	If the orchestrator omits the post–Step 17 emit, Step 18 sees the sentinel, skips `--print-stdout`, and re-emits only when cost changes—leaving no top-chat block (regression #2837 / prior FINDING_42)	Split sentinels (e.g. `.step17-rendered` vs `.step17-topchat-emitted`) or defer `.step17-printed` until after orchestrator full-body emit; align Step 18 bash `_wfr_*` guards with full-file `cmp -s` per edge-case prose
4	in_scope	important	correctness	skills/implement/SKILL.md:1808-1828	Step 18 orchestrator prose moves to full-body byte-compare, but the embedded Bash fence still diffs only `_wfr_prev_cost` / `_wfr_new_cost`	Post–Step 18 token refresh can change warnings, duration, or bullets while cost is unchanged; orchestrator prose says re-emit on body change, but `_wfr_emit_cost` stays false and `--print-stdout` is suppressed—stale top-chat block	Rewrite the Step 18 fence to snapshot/compare full `summary-final.md` (or drop cost-only `_wfr_emit_cost` and drive re-emit purely from orchestrator `cmp -s` instructions mirrored in SKILL prose)
5	in_scope	important	correctness	scripts/test-render-cost-line-callsites.sh:37-54	Test migration only replaces prose greps at 46/48/49/54; leaves cost-line Bash pins and omits negative regression checks	CI can pass while old “single verbatim cost line” / `grep … Cost` strings remain elsewhere; partial SKILL edits won’t be caught	Add pins for new full-block literals, update or replace lines 37–44 if Step 18 bash changes, and add `grep -Fq` failures for retired substrings (`emit that single verbatim cost line`, `single extracted - **Cost**:`); refresh `scripts/test-render-cost-line-callsites.md`
6	in_scope	important	architecture	plan.txt:7-11,84-87	Contract relies entirely on orchestrator Read/cat re-emit with no mechanical top-chat channel; optional breadcrumb stays in “Failure modes” only, not file edits	#2970’s dominant failure mode (orchestrator forgets emit) is unchanged except for longer MUST text; duplicate collapsed Bash output remains the fallback	Include a mandatory pre-emit breadcrumb in SKILL.md (plan already suggests it) or a read-only helper that prints the persisted file outside the collapsed Bash tool result
7	in_scope	latent	security	skills/design/SKILL.md:288,skills/implement/SKILL.md:1760	Full-file verbatim orchestrator emit copies every byte of session-written `final-summary.md` / `summary-final.md` without structural validation	A poisoned or tool-injected summary line shaped like markdown can land in collapse-resistant top chat with higher visibility than a single cost line	Gate emit on renderer invariants (title sentinel, `## /design` / `## /implement` header) or reuse `render-final-summary.sh` cost-line validation helpers before emit
8	out_of_scope	nit	code-quality	scripts/test-render-cost-line-callsites.md:3-7	Harness doc still describes “cost-line emit contract” while the PR retargets to full-block pins	Doc/code drift for contributors filing follow-ups	Update the `.md` sibling when prose pins change (or rename harness per deferred rename note)

**1. [correctness] `skills/design/SKILL.md:982`** — The plan’s “three sites” for design omit Step 5c item 10, which independently tells the orchestrator to `emit that single verbatim cost line` when `final-summary.md` contains `- **Cost**:`**. That instruction runs on the primary happy path before the closing Step 5 block at ~1021. Updating only the anti-halt (~30), post-publish fence (~288), and end-of-Step-5 (~1021) leaves the most execution-visible callsite unchanged.

