Reviewing the implementation plan against stated requirements; reading the plan and referenced codebase paths.
schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	skills/design/SKILL.md:982	Plan lists three design edit sites (lines ~30, ~288, ~1021) but omits Step 5c item 10, which still instructs emit that single verbatim cost line after --post-publish-only	Happy-path /design finalize keeps cost-line-only orchestrator behavior while anti-halt and Final summary fence adopt full-block contract; operators still miss title/mode/duration at top chat on the primary path	Add Step 5c item 10 to the design SKILL.md edit list: replace the cost-line-only sentence with the same full-body verbatim read/emit contract and non-empty file gate used at the other sites
2	in_scope	important	correctness	skills/implement/SKILL.md:14	Plan does not update the Anti-halt continuation reminder Terminal boundary, which still says emit only the mandatory verbatim cost line after Step 17	Conflicting normative instructions: line 14 tells the orchestrator to emit a cost line while NEVER #20 / Step 17–18 adopt full-body emission; models may follow the earlier boundary and regress ROOT CAUSE G	Update line 14 to require verbatim full-body emission of $IMPLEMENT_TMPDIR/summary-final.md (or point only to NEVER #20 full-block wording) and drop cost-line-only language
3	in_scope	important	correctness	skills/implement/SKILL.md:1808-1824	Step 18 fenced Bash still snapshots/compares only the - **Cost**: line (_wfr_prev_cost / _wfr_new_cost / _wfr_emit_cost); plan Step 18 prose requires full-body change detection	Step 18 refresh can update warnings, exec-issue counts, or timing while the cost line is unchanged; orchestrator prose says re-emit on any body diff but Bash logic and tests still encode cost-line-only change detection	Extend the Step 18 edit scope to the fenced Bash block: snapshot summary-final.md before the call, cmp -s or equivalent on the full file after render, and rename/repurpose emit guards to match full-body semantics; update NEVER #20 touch rules if they should align with non-empty vs cost-only
4	in_scope	important	correctness	scripts/test-render-cost-line-callsites.sh:35-44	Plan only replaces grep pins at lines 46–54; lines 35–44 hard-pin Step 17/18 Bash cost-line guards that conflict with full-body contract	After SKILL.md prose changes, make lint fails on stale Bash pins, or pins force keeping cost-line Bash when prose moves to full-body comparison	Update lines 35–44 (and test-render-cost-line-callsites.md description) to pin the new Bash guards and drop cost-line-only Step 17/18 structure checks that the plan retires
5	in_scope	important	correctness	plan.txt:71-72 / skills/design/SKILL.md:288	Edge cases require emit only when the persisted file is non-empty, but planned design edits do not explicitly retarget IF guards still keyed on contains a line beginning with - **Cost**:	Runs whose final-summary.md has outcome/mode bullets but no Cost bullet (fallback/edge renders) would skip top-chat full-block emission despite a non-empty canonical file	At each design emit site (~288, ~982, and anti-halt if gated), change the condition to helper exit 0 plus non-empty final-summary.md; keep Cost presence as content inside the emitted body, not as the emit gate
6	in_scope	latent	correctness	scripts/test-render-cost-line-callsites.sh:46-54	Approach synthesis and Failure mode 1 call for asserting old cost-line-only prose is absent; the plan only adds positive pins for new verbatim language	CI can pass while stale strings (emit exactly that one line, The cost line is the sole exception) remain elsewhere in SKILL.md, allowing silent regression to cost-line-only	Add grep -Fq invert pins (or rg --fixed-strings negative checks) for retired cost-line-only phrases in both SKILL.md files alongside the new full-block pins
7	in_scope	latent	risk-integration	skills/implement/SKILL.md:1751-1754,1822-1824	.step17-printed is still written in the Step 17/18 Bash blocks before the separate orchestrator top-chat emit; plan does not split block-printed vs top-chat-emitted markers	If the orchestrator skips the new full-body emit, Step 18 sees .step17-printed, omits --print-stdout, and prose may skip re-emit when only the cost line is compared—recreating invisible summary at top chat	[OUT_OF_SCOPE] Consider a follow-up: separate .step17-block-printed from .step17-topchat-emitted, or only touch the sentinel after verified orchestrator emit; at minimum call out the ordering risk in Failure modes
8	out_of_scope	nit	architecture	scripts/test-render-cost-line-callsites.md:1-7	Sibling harness doc still describes cost-line emit contract; plan defers rename but not doc refresh	Lint/docs readers misread the harness scope after the contract change	Update the .md sibling (and docs/linting.md test-render-cost-line-callsites row) when pins change

**1. [correctness]** `skills/design/SKILL.md:982` — The plan’s “three sites” for design omit **Step 5c item 10**, which duplicates the post-publish cost-line emit on the happy path. Without it, `/design` finalize can still tell the orchestrator to emit only the cost line while other sections move to full-block verbatim emission.

**2. [correctness]** `skills/implement/SKILL.md:14` — The **Anti-halt Terminal boundary** still mandates “emit only the mandatory verbatim cost line” after Step 17. That contradicts the planned NEVER #20 / Step 17–18 full-body contract and can override the deeper rules.

**3. [correctness]** `skills/implement/SKILL.md:1808-1824` — Step 18 **fenced Bash** still diffs only `- **Cost**:` lines. The plan’s Step 18 prose requires full-file body comparison for re-emit; the Bash block and its test pins (35–44) must be in scope, not prose-only.

**4. [correctness]** `scripts/test-render-cost-line-callsites.sh:35-44` — The plan updates prose pins at 46–54 but not the **Bash-structure pins** at 35–44. Implementation will either fail `make lint` or leave cost-line mechanics entrenched.

**5. [correctness]** Design **emit IF guards** — Edge cases require “non-empty file” gating, but planned edits do not explicitly replace `contains … - **Cost**:` preconditions at ~288 and ~982. Non-cost summaries could remain invisible at top chat.

**6. [latent / correctness]** **Negative regression pins** — Approach synthesis and Failure mode 1 require proving cost-line-only prose is gone; the testing strategy only adds positive `grep -Fq` pins.

**7. [latent / risk-integration]** **[OUT_OF_SCOPE]** `.step17-printed` is still written before orchestrator top-chat emit (`skills/implement/SKILL.md:1751-1754,1822-1824`). Skipped orchestrator emit can still strand operators with collapsed Bash-only output; full-body emission does not fix sentinel ordering.

**8. [OUT_OF_SCOPE / architecture]** `scripts/test-render-cost-line-callsites.md` and `docs/linting.md` still describe a cost-line callsite harness; update when pins change so docs match the new contract.
