finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool
FINDING_1	Cursor-Arch, Cursor-Innovation	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_2	Codex-Arch, Codex-Innovation, Cursor-Pragmatic, Codex-Pragmatic	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_3	Codex-Arch, Codex-Innovation, Cursor-Requirements, Codex-Requirements	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_4	Cursor-Edge, Codex-Edge, Cursor-Pragmatic, Codex-Pragmatic, Cursor-dyn-allowlist-logic, Codex-dyn-allowlist-logic	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_5	Codex-Innovation	accepted	YES	true	major	good	false	Claude	YES	true	major	adequate	false	Codex	YES	true	major	good	false	Cursor
FINDING_6	Cursor-Requirements, Codex-Requirements	accepted	YES	true	major	good	false	Claude	YES	true	minor	good	false	Codex	EXONERATE	partially-true	minor	adequate	false	Cursor
FINDING_7	Cursor-Requirements, Codex-Requirements	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_8	Cursor-dyn-rename-propagation, Codex-dyn-rename-propagation	accepted	YES	true	major	good	false	Claude	YES	partially-true	minor	adequate	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_9	Cursor-dyn-allowlist-logic, Codex-dyn-allowlist-logic	accepted	YES	true	minor	adequate	false	Claude	YES	true	minor	good	false	Codex	EXONERATE	partially-true	nit	adequate	false	Cursor
FINDING_10	Cursor-dyn-allowlist-logic, Codex-dyn-allowlist-logic	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
