finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Arch, Cursor-Innovation, Cursor-Pragmatic, Codex-dyn-mermaid-format	accepted	YES	true	blocker	excellent	false	Claude	YES	partially-true	major	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_2	Cursor-Arch, Cursor-Innovation, Cursor-Pragmatic, Cursor-dyn-mermaid-format	accepted	YES	true	major	good	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_3	Cursor-Arch, Codex-Arch, Cursor-Innovation, Codex-Innovation, Cursor-dyn-caller-audit, Codex-dyn-caller-audit	accepted	YES	true	blocker	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_4	Cursor-Innovation, Codex-dyn-caller-audit	accepted	YES	true	major	good	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_5	Cursor-Pragmatic, Cursor-Requirements	accepted	YES	true	major	excellent	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_6	Codex-Requirements	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_7	Cursor-dyn-tsv-schema	rejected	NO	false-positive	minor	adequate	false	Claude	NO	false-positive	nit	adequate	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important
FINDING_8	Cursor-dyn-mermaid-format	neutral	NO	true	minor	good	false	Claude	YES	true	major	good	false	Codex	NO	true	minor	good	false	Cursor	important
FINDING_9	Codex-Arch	accepted	YES	true	major	good	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_10	Codex-Pragmatic	accepted	YES	true	major	good	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_11	Codex-Requirements	accepted	YES	true	major	good	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
OOS_1	Cursor-Arch	neutral	NO	true	minor	adequate	false	Claude	YES	true	minor	adequate	false	Codex	NO	true		adequate	true	Cursor	latent
OOS_2	Cursor-Innovation	rejected	NO	partially-true	minor	adequate	true	Claude	NO	partially-true	minor	adequate	false	Codex	NO	partially-true		adequate	true	Cursor	latent
OOS_3	Cursor-Innovation	rejected	NO	false-positive	nit	weak	false	Claude	NO	false-positive	nit	no-fix	false	Codex	NO	true	nit	weak	false	Cursor	nit
OOS_4	Cursor-dyn-mermaid-format	accepted	YES	true	minor	good	false	Claude	YES	true	major	good	false	Codex	NO	true		adequate	true	Cursor	latent
OOS_5	Cursor-dyn-mermaid-format	neutral	YES	partially-true	minor	good	true	Claude	NO	false-positive	nit	adequate	false	Codex	NO	partially-true		adequate	true	Cursor	latent
