finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	scope
FINDING_1	cursor-specialist-correctness-output.txt	accepted	YES	true	major	good	false	cursor-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	in_scope
FINDING_2	cursor-specialist-correctness-output.txt	accepted	YES	true	major	good	false	cursor-validity	YES	true	major	good	false	codex-plan-fidelity	NO	partially-true	major	adequate	false	codex-pragmatism	in_scope
FINDING_3	cursor-specialist-correctness-output.txt	rejected	NO	partially-true	minor	adequate	false	cursor-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	false-positive	minor	weak	false	codex-pragmatism	oos
FINDING_4	codex-specialist-correctness-output.txt	accepted	YES	true	major	good	false	cursor-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	in_scope
FINDING_5	codex-specialist-correctness-output.txt	accepted	YES	partially-true	major	good	false	cursor-validity	YES	true	major	good	false	codex-plan-fidelity	NO	partially-true	major	adequate	false	codex-pragmatism	in_scope
FINDING_6	codex-specialist-edge-cases-output.txt	accepted	YES	true	major	good	false	cursor-validity	YES	true	major	good	false	codex-plan-fidelity	NO	partially-true	major	adequate	false	codex-pragmatism	in_scope
FINDING_7	codex-specialist-edge-cases-output.txt	accepted	YES	true	major	good	false	cursor-validity	YES	true	major	good	false	codex-plan-fidelity	NO	partially-true	major	adequate	false	codex-pragmatism	oos
FINDING_8	cursor-specialist-testing-output.txt	accepted	YES	true	major	good	false	cursor-validity	YES	true	major	good	false	codex-plan-fidelity	NO	partially-true	major	adequate	false	codex-pragmatism	in_scope
FINDING_9	cursor-specialist-testing-output.txt	neutral	YES	true	major	good	false	cursor-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	minor	adequate	false	codex-pragmatism	oos
FINDING_10	cursor-specialist-testing-output.txt	neutral	YES	true	major	good	false	cursor-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	minor	adequate	false	codex-pragmatism	oos
FINDING_11	codex-specialist-testing-output.txt	accepted	YES	partially-true	major	good	false	cursor-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	in_scope
FINDING_12	codex-specialist-testing-output.txt	accepted	YES	true	major	good	false	cursor-validity	YES	true	major	good	false	codex-plan-fidelity	NO	true	minor	adequate	false	codex-pragmatism	in_scope
FINDING_13	dyn-dyn-calibration-corpus-output.txt	accepted	YES	true	major	good	false	cursor-validity	YES	true	major	good	false	codex-plan-fidelity	NO	partially-true	major	adequate	false	codex-pragmatism	in_scope
FINDING_14	dyn-dyn-calibration-corpus-output.txt	accepted	YES	true	major	good	false	cursor-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	in_scope
FINDING_15	dyn-dyn-waterfall-prompts-output.txt	accepted	YES	true	major	good	false	cursor-validity	YES	true	major	good	false	codex-plan-fidelity	NO	partially-true	major	adequate	false	codex-pragmatism	in_scope
FINDING_16	dyn-dyn-waterfall-prompts-output.txt	rejected	NO	partially-true	minor	adequate	false	cursor-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	false-positive	minor	weak	false	codex-pragmatism	oos
FINDING_17	dyn-dyn-waterfall-prompts-output.txt	rejected	NO	true	minor	good	false	cursor-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	minor	adequate	false	codex-pragmatism	oos
FINDING_18	dyn-dyn-waterfall-prompts-output.txt	neutral	YES	true	major	good	false	cursor-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	minor	adequate	false	codex-pragmatism	oos
FINDING_19	dyn-dyn-prompt-feedback-output.txt	accepted	YES	true	major	good	false	cursor-validity	YES	true	major	good	false	codex-plan-fidelity	NO	partially-true	major	adequate	false	codex-pragmatism	in_scope
FINDING_20	dyn-dyn-prompt-feedback-output.txt	rejected	NO	true	nit	adequate	false	cursor-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	minor	adequate	false	codex-pragmatism	in_scope
