finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	scope
FINDING_1	cursor-specialist-correctness|codex-specialist-correctness|cursor-specialist-edge-cases|codex-specialist-edge-cases|cursor-specialist-testing|codex-specialist-testing|dyn-dyn-agent-boundary	accepted	YES	true	major	excellent	false	codex-validity	YES	true	major	excellent	false	codex-plan-fidelity	YES	true	major	excellent	false	codex-pragmatism	in_scope
FINDING_2	cursor-specialist-correctness|codex-specialist-correctness|cursor-specialist-edge-cases|cursor-specialist-testing|codex-specialist-testing|dyn-dyn-agent-boundary	accepted	YES	true	major	excellent	false	codex-validity	YES	true	major	excellent	false	codex-plan-fidelity	YES	true	major	excellent	false	codex-pragmatism	in_scope
FINDING_3	codex-specialist-correctness	accepted	YES	true	major	excellent	false	codex-validity	YES	true	major	excellent	false	codex-plan-fidelity	YES	true	minor	excellent	false	codex-pragmatism	in_scope
FINDING_4	cursor-specialist-correctness	accepted	YES	true	major	adequate	false	codex-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	in_scope
FINDING_5	cursor-specialist-correctness|codex-specialist-correctness	accepted	YES	true	major	good	false	codex-validity	YES	true	major	excellent	false	codex-plan-fidelity	YES	true	major	excellent	false	codex-pragmatism	in_scope
FINDING_6	codex-specialist-edge-cases|dyn-dyn-agent-boundary	neutral	YES	true	major	good	false	codex-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	minor	adequate	false	codex-pragmatism	oos
FINDING_7	cursor-specialist-correctness|codex-specialist-correctness|cursor-specialist-edge-cases|codex-specialist-edge-cases|cursor-specialist-testing|codex-specialist-testing	accepted	YES	true	major	excellent	false	codex-validity	YES	true	major	excellent	false	codex-plan-fidelity	YES	true	minor	excellent	false	codex-pragmatism	in_scope
FINDING_8	cursor-specialist-testing	rejected	NO	true	minor	good	false	codex-validity	NO	true	nit	good	false	codex-plan-fidelity	NO	true	minor	good	false	codex-pragmatism	in_scope
FINDING_9	cursor-specialist-testing	accepted	YES	true	minor	good	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	in_scope
FINDING_10	cursor-specialist-correctness|cursor-specialist-testing	rejected	NO	true	minor	adequate	false	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	NO	true	minor	good	false	codex-pragmatism	oos
FINDING_11	cursor-specialist-correctness|cursor-specialist-edge-cases|dyn-dyn-agent-boundary	rejected	NO	true	minor	adequate	false	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	NO	true	minor	good	false	codex-pragmatism	oos
FINDING_12	cursor-specialist-correctness|cursor-specialist-edge-cases|cursor-specialist-testing|dyn-dyn-agent-boundary	rejected	NO	true	minor	excellent	false	codex-validity	NO	true	minor	excellent	false	codex-plan-fidelity	NO	true	minor	excellent	false	codex-pragmatism	oos
FINDING_13	cursor-specialist-edge-cases	rejected	NO	partially-true	minor	adequate	false	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	NO	true	minor	good	false	codex-pragmatism	oos
FINDING_14	cursor-specialist-testing	rejected	NO	true	minor	adequate	false	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	NO	true	minor	good	false	codex-pragmatism	oos
FINDING_15	dyn-dyn-agent-boundary	neutral	NO	partially-true	minor	adequate	false	codex-validity	YES	true	major	excellent	false	codex-plan-fidelity	NO	partially-true	nit	weak	false	codex-pragmatism	oos
FINDING_16	dyn-dyn-agent-boundary	rejected	NO	true	minor	good	false	codex-validity	NO	true	minor	good	false	codex-plan-fidelity	NO	true	minor	good	false	codex-pragmatism	oos
