finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool
FINDING_1	cursor-specialist-correctness-output.txt	accepted	YES	true	major	excellent	false	cursor-validity	YES	true	major	excellent	false	cursor-plan-fidelity	YES	true	major	good	false	cursor-pragmatism
FINDING_2	cursor-specialist-correctness-output.txt	accepted	YES	true	major	good	false	cursor-validity	YES	true	major	good	false	cursor-plan-fidelity	YES	true	major	good	false	cursor-pragmatism
FINDING_3	cursor-specialist-correctness-output.txt	rejected	NO	partially-true	minor	good	true	cursor-validity	NO	partially-true	minor	good	true	cursor-plan-fidelity	NO	partially-true	minor	adequate	true	cursor-pragmatism
FINDING_4	cursor-specialist-correctness-output.txt	rejected	NO	partially-true	nit	adequate	false	cursor-validity	NO	true	nit	adequate	false	cursor-plan-fidelity	NO	true	nit	adequate	false	cursor-pragmatism
FINDING_5	codex-specialist-correctness-output.txt	rejected	NO	partially-true	minor	good	false	cursor-validity	NO	partially-true	major	adequate	true	cursor-plan-fidelity	NO	partially-true	minor	adequate	false	cursor-pragmatism
FINDING_6	codex-specialist-edge-cases-output.txt	accepted	YES	true	major	excellent	false	cursor-validity	YES	true	major	excellent	false	cursor-plan-fidelity	YES	true	major	good	false	cursor-pragmatism
FINDING_7	cursor-specialist-testing-output.txt	rejected	NO	false-positive	nit	no-fix	false	cursor-validity	NO	false-positive	nit	no-fix	false	cursor-plan-fidelity	NO	false-positive	nit	no-fix	false	cursor-pragmatism
FINDING_8	cursor-specialist-testing-output.txt	rejected	NO	false-positive	nit	no-fix	false	cursor-validity	NO	false-positive	nit	no-fix	false	cursor-plan-fidelity	NO	false-positive	nit	no-fix	false	cursor-pragmatism
FINDING_9	dyn-fd-contract-output.txt	accepted	YES	true	major	excellent	false	cursor-validity	YES	true	major	excellent	false	cursor-plan-fidelity	YES	true	major	excellent	false	cursor-pragmatism
FINDING_10	dyn-fd-contract-output.txt	rejected	NO	true	nit	no-fix	false	cursor-validity	NO	true	nit	no-fix	false	cursor-plan-fidelity	NO	true	nit	no-fix	false	cursor-pragmatism
FINDING_11	dyn-fd-contract-output.txt	rejected	NO	true	nit	no-fix	false	cursor-validity	NO	true	nit	no-fix	false	cursor-plan-fidelity	NO	true	nit	no-fix	false	cursor-pragmatism
FINDING_12	dyn-fd-contract-output.txt	rejected	NO	true	nit	no-fix	false	cursor-validity	NO	true	nit	no-fix	false	cursor-plan-fidelity	NO	true	nit	no-fix	false	cursor-pragmatism
FINDING_13	dyn-final-summary-output.txt	accepted	YES	true	major	excellent	false	cursor-validity	YES	true	major	excellent	false	cursor-plan-fidelity	YES	true	major	excellent	false	cursor-pragmatism
FINDING_14	dyn-final-summary-output.txt	rejected	NO	true	minor	adequate	false	cursor-validity	NO	true	minor	adequate	false	cursor-plan-fidelity	NO	partially-true	minor	adequate	false	cursor-pragmatism
FINDING_15	dyn-final-summary-output.txt	rejected	NO	true	minor	adequate	false	cursor-validity	NO	true	minor	adequate	false	cursor-plan-fidelity	NO	partially-true	minor	adequate	false	cursor-pragmatism
FINDING_16	dyn-final-summary-output.txt	rejected	NO	true	nit	no-fix	false	cursor-validity	NO	true	nit	no-fix	false	cursor-plan-fidelity	NO	true	nit	no-fix	false	cursor-pragmatism
FINDING_17	dyn-final-summary-output.txt	rejected	NO	true	nit	no-fix	false	cursor-validity	NO	true	minor	no-fix	false	cursor-plan-fidelity	NO	true	nit	no-fix	false	cursor-pragmatism
FINDING_18	dyn-final-summary-output.txt	rejected	NO	true	nit	no-fix	false	cursor-validity	NO	true	nit	no-fix	false	cursor-plan-fidelity	NO	true	nit	no-fix	false	cursor-pragmatism
