finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	scope
FINDING_1	cursor-specialist-correctness	rejected	NO	false-positive	minor	adequate	false	codex-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	false-positive	nit	no-fix	false	codex-pragmatism	in_scope
FINDING_2	codex-specialist-correctness|codex-specialist-testing	accepted	YES	true	major	good	false	codex-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	in_scope
FINDING_3	codex-specialist-correctness	accepted	YES	true	major	good	false	codex-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	in_scope
FINDING_4	codex-specialist-correctness|cursor-specialist-edge-cases|dyn-dyn-scope-gate	accepted	YES	true	major	good	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	NO	true	minor	no-fix	false	codex-pragmatism	oos
FINDING_5	cursor-specialist-edge-cases|dyn-dyn-scope-gate	accepted	YES	true	minor	adequate	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	NO	true	minor	no-fix	false	codex-pragmatism	oos
FINDING_6	cursor-specialist-edge-cases	neutral	NO	false-positive	nit	weak	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	NO	partially-true	minor	no-fix	false	codex-pragmatism	oos
FINDING_7	codex-specialist-edge-cases|cursor-specialist-testing	rejected	NO	false-positive	nit	weak	false	codex-validity	NO	false-positive	nit	weak	false	codex-plan-fidelity	NO	false-positive	minor	no-fix	false	codex-pragmatism	in_scope
FINDING_8	codex-specialist-testing|cursor-specialist-testing|cursor-specialist-plan-fidelity-auto	accepted	YES	true	minor	good	false	codex-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	YES	true	minor	adequate	false	codex-pragmatism	in_scope
FINDING_9	dyn-dyn-scope-gate	rejected	NO	false-positive	nit	weak	false	codex-validity	NO	false-positive	nit	weak	false	codex-plan-fidelity	NO	false-positive	minor	no-fix	false	codex-pragmatism	in_scope
FINDING_10	dyn-dyn-scope-gate	rejected	NO	false-positive	minor	adequate	false	codex-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	minor	no-fix	false	codex-pragmatism	in_scope
FINDING_11	cursor-specialist-testing	rejected	NO	false-positive	nit	weak	false	codex-validity	NO	false-positive	nit	weak	false	codex-plan-fidelity	NO	true	minor	no-fix	false	codex-pragmatism	oos
FINDING_12	cursor-specialist-testing	accepted	YES	true	minor	adequate	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	NO	true	minor	no-fix	false	codex-pragmatism	oos
FINDING_13	cursor-specialist-testing	accepted	YES	true	minor	adequate	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	NO	true	minor	no-fix	false	codex-pragmatism	oos
