finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain
FINDING_1	cursor-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt	accepted	YES	true	major	excellent	false	YES	true	major	good	false	YES	true	major	excellent	false
FINDING_10	codex-generic-output.txt|dyn-step5-contract-output.txt	accepted	YES	true	major	excellent	false	YES	true	major	excellent	false	YES	true	major	excellent	false
FINDING_11	codex-generic-output.txt	accepted	YES	true	minor	excellent	false	YES	true	major	good	false	YES	true	major	good	false
FINDING_12	codex-generic-output.txt	accepted	YES	true	major	excellent	false	YES	true	major	good	false	YES	true	major	good	false
FINDING_13	codex-generic-output.txt	accepted	YES	true	major	excellent	false	YES	true	major	good	false	YES	true	major	good	false
FINDING_14	dyn-step5-contract-output.txt	accepted	YES	true	minor	good	false	YES	true	major	good	false	YES	true	major	good	false
FINDING_15	dyn-coder-dispatch-output.txt	accepted	YES	true	major	good	false	YES	true	major	good	false	YES	true	major	excellent	false
FINDING_16	dyn-coder-dispatch-output.txt	accepted	YES	true	major	excellent	false	YES	true	major	good	false	YES	true	major	excellent	false
FINDING_17	dyn-coder-dispatch-output.txt	neutral	YES	true	minor	excellent	false	NO	true	minor	good	false	NO	partially-true	minor	good	false
FINDING_2	cursor-specialist-correctness-output.txt	accepted	YES	true	major	excellent	false	YES	true	major	good	false	YES	true	major	good	false
FINDING_3	cursor-specialist-correctness-output.txt	accepted	YES	true	major	excellent	false	YES	true	major	good	false	YES	true	major	good	false
FINDING_4	cursor-specialist-correctness-output.txt	accepted	YES	true	minor	good	false	YES	true	major	good	false	NO	partially-true	minor	adequate	false
FINDING_5	cursor-specialist-correctness-output.txt	accepted	YES	true	major	adequate	false	YES	true	major	adequate	false	NO	partially-true	minor	adequate	false
FINDING_6	cursor-specialist-correctness-output.txt	rejected	NO	true	nit	good	false	NO	true	minor	adequate	false	NO	partially-true	nit	adequate	false
FINDING_7	cursor-specialist-correctness-output.txt	neutral	YES	partially-true	nit	adequate	true	NO	partially-true	nit	weak	false	NO	true	nit	adequate	false
FINDING_8	cursor-specialist-testing-output.txt	accepted	YES	true	major	excellent	false	YES	true	blocker	good	false	YES	true	major	excellent	false
FINDING_9	codex-generic-output.txt	accepted	YES	true	major	excellent	false	YES	true	major	good	false	YES	true	major	excellent	false
