finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain
FINDING_1	cursor-specialist-structure-output.txt|cursor-specialist-plan-fidelity-output.txt|dyn-sentinel-ordering-output.txt	accepted	YES	true	major	excellent	false	YES	true	major	good	false	YES	true	major	good	false
FINDING_10	dyn-sentinel-ordering-output.txt	accepted	YES	true	minor	excellent	false	YES	true	major	good	false	YES	true	major	good	false
FINDING_11	cursor-specialist-plan-fidelity-output.txt|dyn-artifact-allow-ordering-output.txt	accepted	YES	true	minor	good	false	EXONERATE	true	minor	good	false	YES	true	minor	good	false
FINDING_12	dyn-artifact-allow-ordering-output.txt	exonerated	EXONERATE	partially-true	minor	adequate	false	EXONERATE	true	minor	weak	false	EXONERATE	true	minor	weak	false
FINDING_13	dyn-artifact-allow-ordering-output.txt	exonerated	EXONERATE	true	minor	adequate	false	EXONERATE	true	minor	adequate	false	EXONERATE	true	minor	adequate	false
FINDING_14	dyn-deny-list-gaps-output.txt	accepted	YES	uncertain	major	good	true	YES	true	major	good	false	YES	true	major	good	false
FINDING_15	dyn-deny-list-gaps-output.txt	accepted	YES	true	minor	excellent	false	YES	true	minor	good	false	YES	true	minor	good	false
FINDING_16	dyn-probe-secret-containment-output.txt	accepted	YES	true	minor	excellent	false	YES	true	major	good	false	YES	true	major	good	false
FINDING_17	dyn-probe-secret-containment-output.txt	accepted	YES	true	minor	good	false	EXONERATE	true	nit	adequate	false	YES	true	minor	good	false
FINDING_2	cursor-specialist-correctness-output.txt|cursor-specialist-security-output.txt|cursor-specialist-edge-cases-output.txt	accepted	EXONERATE	partially-true	minor	good	false	YES	true	major	good	false	YES	true	major	good	false
FINDING_3	cursor-specialist-testing-output.txt	accepted	YES	true	minor	excellent	false	YES	true	major	good	false	YES	true	major	good	false
FINDING_4	cursor-specialist-security-output.txt|cursor-specialist-plan-fidelity-output.txt|dyn-artifact-allow-ordering-output.txt	accepted	YES	true	minor	good	false	YES	true	major	adequate	false	YES	true	major	adequate	false
FINDING_5	cursor-specialist-security-output.txt	exonerated	EXONERATE	partially-true	minor	adequate	false	EXONERATE	true	minor	adequate	false	EXONERATE	true	minor	weak	false
FINDING_6	cursor-specialist-plan-fidelity-output.txt	accepted	YES	true	minor	good	false	YES	true	major	good	false	YES	true	major	good	false
FINDING_7	cursor-specialist-security-output.txt	exonerated	EXONERATE	partially-true	nit	weak	false	EXONERATE	partially-true	minor	adequate	false	EXONERATE	partially-true	minor	weak	false
FINDING_8	cursor-specialist-plan-fidelity-output.txt	exonerated	EXONERATE	false-positive	nit	weak	false	EXONERATE	partially-true	nit	adequate	false	YES	true	minor	adequate	false
FINDING_9	cursor-specialist-plan-fidelity-output.txt	neutral	NO	true	nit	weak	false	EXONERATE	true	nit	adequate	false	YES	true	nit	adequate	false
OOS_1	dyn-sentinel-ordering-output.txt	accepted	YES	true	minor	good	false	YES	true	major	good	false	YES	true	major	good	false
OOS_2	dyn-sentinel-ordering-output.txt	accepted	YES	true	minor	good	false	EXONERATE	true	minor	weak	false	YES	true	minor	adequate	false
OOS_3	dyn-deny-list-gaps-output.txt	accepted	YES	uncertain	minor	adequate	true	YES	true	minor	good	false	YES	true	minor	adequate	false
OOS_4	dyn-deny-list-gaps-output.txt	accepted	YES	true	minor	good	false	YES	true	minor	adequate	false	YES	true	minor	adequate	false
