finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Innovation	accepted	YES	partially-true	minor	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_2	Cursor-Pragmatic, Codex-Pragmatic, Codex-dyn-ingestion-ownership	accepted	NO	partially-true	minor	adequate	true	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_3	Cursor-Requirements	accepted	NO	partially-true	nit	good	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_4	Codex-Requirements	neutral	NO	false-positive	nit	weak	false	Claude	YES	true	minor	adequate	false	Codex	NO	true	minor	good	false	Cursor	important
FINDING_5	Cursor-dyn-ingestion-ownership	accepted	YES	true	minor	good	true	Claude	YES	true	major	good	false	Codex	NO	true	minor	good	false	Cursor	important
FINDING_6	Cursor-dyn-contract-doc-sync, Codex-dyn-contract-doc-sync	accepted	YES	true	minor	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_7	Codex-dyn-contract-doc-sync	accepted	YES	true	minor	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_8	Cursor-Arch	accepted	YES	true	minor	good	false	Claude	YES	true	minor	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_9	Codex-Arch	accepted	YES	true	minor	excellent	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_10	Cursor-Innovation	neutral	NO	true	minor	adequate	false	Claude	NO	partially-true	minor	weak	false	Codex	YES	partially-true	major	good	false	Cursor	important
FINDING_11	Cursor-Innovation	accepted	YES	true	minor	good	false	Claude	NO	partially-true	minor	weak	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_12	Cursor-Innovation	rejected	NO	partially-true	minor	adequate	false	Claude	NO	partially-true	minor	weak	false	Codex	NO	true	minor	good	false	Cursor	important
FINDING_13	Codex-Innovation	neutral	YES	true	minor	good	false	Claude	NO	partially-true	minor	weak	false	Codex	NO	partially-true	major	weak	false	Cursor	important
FINDING_14	Cursor-Pragmatic	accepted	YES	true	minor	good	false	Claude	YES	true	minor	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important
OOS_1	Cursor-Innovation	rejected	NO	partially-true	nit	weak	false	Claude	NO	true	nit	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	nit
OOS_2	Cursor-Pragmatic	accepted	YES	true	minor	adequate	false	Claude	NO	true	major	good	false	Codex	YES	true	major	good	false	Cursor	latent
OOS_3	Cursor-Pragmatic	rejected	NO	partially-true	nit	weak	false	Claude	NO	true	nit	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	nit
