schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	scripts/ship-pr.sh:2437-2446	Plan contradicts itself on extending the require_key loop after new state keys	UPDATED section tells implementers to append BAIL_FAILURE_DETAIL_LOG (and optionally NO_LOGS_COMMIT IMPLEMENT_TMPDIR) to the L2437-2445 require_key list while Failure modes 2 resolves to the opposite (emit keys from write_initial_state but leave require_key unchanged)	Merge the two plan sections into one binding rule before implementation; if the safer path wins also update the UPDATED ship-pr.sh bullet so it no longer tells readers to extend require_key
1	in_scope	important	risk-integration	scripts/test-ship-pr.sh:429-448	New argv-init tests must run under make test-ship-pr-state	Plan wires cases into the harness but never says they must live inside the existing if section_runs state guard	Explicitly require placing the four new cases in the state section (same as other ship-pr-state Makefile-driven cases) or document an alternative runner hook so make test-ship-pr-state cannot silently skip them
1	in_scope	nit	code-quality	scripts/ship-pr.sh:32-37	usage() location in plan is wrong	Plan points implementers at usage banner around L80-100 where L80 is run_lint_fix_loop_capture not usage	Correct the plan citation to usage() at scripts/ship-pr.sh:32-37 (or read-and-confirm after edits) when describing usage banner updates
1	in_scope	latent	correctness	scripts/ship-pr.sh:260-297	Byte-for-byte 38-key parity is asserted without an ordered checklist against the real orchestrator heredoc	Wrong insertion order for the three new printf lines would violate the stated parity goal even if all keys exist	Add an explicit implementation step diffing key order against the issue #2742 heredoc or the SKILL.md bullet order after edits not documentation-only
1	in_scope	latent	architecture	scripts/refresh-run-logs.sh:28-43	NO_LOGS_COMMIT read from state file not argv	If write_initial_state omits the key (today) or legacy files lack it kv returns empty so line 43 does not skip refresh commits	Mention in ship-pr.md argv-init subsection that cold-written state should always include NO_LOGS_COMMIT for refresh-run-logs or treat missing key as false in refresh (separate follow-up if out of PR scope)
1	in_scope	important	correctness	scripts/ship-pr.sh:2437-2446	Conflicting instructions on extending the require_key loop after adding state keys	UPDATED section tells implementers to append BAIL_FAILURE_DETAIL_LOG and related keys to the L2437-2445 require_key list while Failure modes 2 chooses the opposite safer path	Merge the two plan sections into one binding rule before coding; if the safer path wins delete the UPDATED bullet that still orders require_key extensions
1	in_scope	important	risk-integration	scripts/test-ship-pr.sh:429-448	New argv-init tests must run under make test-ship-pr-state	Plan wires cases into the harness but never requires placement inside the existing if section_runs state guard	Explicitly require the four new cases live in the state section or document another runner hook so make test-ship-pr-state cannot skip them while full test-ship-pr passes
1	in_scope	nit	code-quality	scripts/ship-pr.sh:32-37	Stale usage() line reference in plan	Plan cites usage banner around L80-100 where L80 is run_lint_fix_loop_capture not usage	Correct the plan anchor to usage at scripts/ship-pr.sh:32-37 when describing usage banner edits
1	in_scope	latent	correctness	scripts/ship-pr.sh:260-297	Byte-for-byte 38-key parity asserted without ordered checklist	Wrong printf order still satisfies key coverage but breaks the stated orchestrator byte parity goal	Add an explicit implementation check diffing key order against issue 2742 heredoc or the SKILL appendix order after edits
1	in_scope	latent	architecture	scripts/refresh-run-logs.sh:28-43	NO_LOGS_COMMIT is read from state not argv	If state omits NO_LOGS_COMMIT kv returns empty so line 43 does not skip refresh commits	Mention in ship-pr.md argv-init subsection that cold state should always emit NO_LOGS_COMMIT for refresh or accept a follow-up default-missing-key behavior in refresh-run-logs
