schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	scripts/token-ledger.sh:78-110	`resolve_ledger_path` has no `DESIGN_TMPDIR` root branch while `timing-ledger.sh` does	Standalone `/design` exports `DESIGN_TMPDIR` but not `IMPLEMENT_TMPDIR` or `SESSION_ENV_PATH`; `token-ledger.sh` still hits the warning at 109-110 and returns 1, and `main` swallows failures (`|| true`), so vendor marks never persist despite extending `resolve_session_id` alone	Mirror `timing-ledger.sh:77-80`: after `SESSION_ENV_PATH`, add `DESIGN_TMPDIR` (and validate containment consistently with other roots) before failing; extend `scripts/test-token-ledger.sh` for a standalone-style env
1	in_scope	important	architecture	skills/design/SKILL.md:103-104 vs plan Step 5 / item 14	Nested artifact-only rule says the machine footer must be the last output line; the plan adds a cost line immediately before that footer	Parent-visible transcript may violate the documented contract or leave implementers unsure which rule wins	Amend `skills/design/SKILL.md` anti-pattern #7 text in the same change: define an explicit two-line terminal tail (cost line then footer) as permitted in nested mode, or fold cost into the single machine line
1	in_scope	important	correctness	plan.txt:47-49 (internal)	Step 0a session-setup failure: item 13 says skip emission; edge-case bullet 49 says add `--quiet-on-empty` emission	Conflicting instructions risk wrong orchestrator behavior (noise vs skip) or skipped QA on that path	Pick one contract (prefer explicit no-op when `DESIGN_TMPDIR` is absent) and delete the contradictory bullet
1	in_scope	nit	code-quality	plan.txt:13 vs scripts/token-tally.md:67-75	Plan names `comparison-with-token-tally.sh`; the comparison table lives in `token-tally.md`	Doc update misses the real file; drift between `token-cost` and `/research` telemetry narratives	Fix the plan reference to `scripts/token-tally.md` and update that table when `token-cost.sh` semantics change
1	in_scope	nit	code-quality	plan.txt:100-101 vs scripts/test-design-structure.sh:1-23	New structure assertions are slated under `skills/design/scripts/test-design-structure.sh` but the harness is `scripts/test-design-structure.sh`	Wrong path invites a duplicate harness or a test that never runs	Extend `scripts/test-design-structure.sh` and register new cases there; drop the non-existent `skills/design/scripts/` path from the plan
1	in_scope	latent	risk-integration	scripts/token-ledger.sh:249-252	`main "$@" || true` then `exit 0` masks `resolve_ledger_path` / `ensure_ledger` failures	Operators see successful `|| true` marks while no JSONL ledger exists; cost and audit trails skew silently	Consider emitting a single stderr warning on non-zero subcommand status in debug mode, or tightening design SKILL to check ledger path before reviewers (larger change; at minimum document the swallow in `token-ledger.md`)
1	in_scope	important	risk-integration	plan.txt:41-45 vs skills/design/SKILL.md (no token-report)	SKILL never renders `token-report.json` today; plan assumes `$DESIGN_TMPDIR/token-report.json` or a fallback shell-out	Orchestrator may print a cost line from stale/missing JSON or skip the stderr-only unavailable path without the planned warning	Spell out in `skills/design/SKILL.md` an explicit ordering: run `token-report.sh --full --format json --output "$DESIGN_TMPDIR/token-report.json"` (or equivalent) before `render-cost-line.sh`, and gate the new warning on non-zero stderr or a defined sentinel from `token-report.sh`
1	in_scope	nit	correctness	scripts/token-ledger.sh:30-39	Existing third fallback `pwd -P | sha256_hex` is omitted from the plan’s three-step precedence narrative	Tests or implementers may assume `DESIGN_TMPDIR/session-id` is always consulted before hashing cwd; stale `DESIGN_TMPDIR` in the environment could hijack the session id ahead of the hash fallback	Document the full order in `token-ledger.md` and add a test for “`DESIGN_TMPDIR` set but `session-id` missing → next fallback”
1	in_scope	nit	correctness	scripts/launch-review.sh:157-160 and 648-651	`LARCH_TOKEN_SESSION_ID` is assigned from `IMPLEMENT_TMPDIR` only; no `elif` for `DESIGN_TMPDIR` yet	Standalone design launches skip exporting a design-scoped id until this lands; nested parity depends on two copies staying in sync	Implement `if … elif …` so `DESIGN_TMPDIR/session-id` is used only when the implement path is absent; mirror in both Codex and Cursor blocks per plan
1	in_scope	latent	security	docs/configuration-and-permissions.md (per plan item 16)	Default dollar rates will replace `N/A` in operator-visible output	Users may treat printed dollars as invoice-accurate amounts rather than conservative estimates	Keep the doc update explicit: “non-authoritative estimates; set `LARCH_*_RATE_PER_M` from your billing data” and mention in `scripts/token-cost.md` near the constants
1	out_of_scope	latent	risk-integration	scripts/token-tally.md:71-75	Row still documents `rate_or_na` / Codex-Cursor `N/A` semantics for `token-cost.sh`	After defaults land, `/research` vs `/implement` comparison becomes wrong without a follow-up issue	Update `token-tally.md` in a follow-up PR or expand this PR’s doc scope; lines 71-75
1	in_scope	important	correctness	scripts/token-ledger.sh:78-110	`resolve_ledger_path` never uses `DESIGN_TMPDIR` as a ledger root (unlike `timing-ledger.sh`)	Standalone `/design` has `DESIGN_TMPDIR` set but no `IMPLEMENT_TMPDIR`/`SESSION_ENV_PATH`; resolution still fails at 109-110 and `main` ends with `|| true`, so `mark`/`record-vendor` can silently do nothing	Add a `DESIGN_TMPDIR` branch (with the same containment rules you use for other auto roots) before the hard fail; cover standalone-style env in `scripts/test-token-ledger.sh`
1	in_scope	important	architecture	skills/design/SKILL.md:103-104	Artifact-only contract: machine footer must be the last output line	Plan puts a new cost line immediately before that footer in nested runs, conflicting with the normative “nothing may follow” / last-line rule	Edit the same SKILL section to explicitly allow a two-line terminal tail (cost line, then footer) in nested mode, or require a single combined line
1	in_scope	important	correctness	plan.txt:47-49	Internal contradiction on Step 0a session-setup failure (skip cost emission vs run `render-cost-line.sh --quiet-on-empty`)	Implementers pick the wrong branch; tests cannot encode a single expected behavior	Resolve to one behavior and remove the duplicate instruction
1	in_scope	nit	correctness	scripts/token-ledger.sh:30-39	Plan lists `LARCH_TOKEN_SESSION_ID` → `IMPLEMENT_TMPDIR/session-id` → `DESIGN_TMPDIR/session-id` but code still falls back to `pwd|sha256`	Reviewers/tests mis-model precedence; a stale exported `DESIGN_TMPDIR` could shadow the cwd-hash behavior unexpectedly	Document the full four-step order in `token-ledger.md` and add a regression test for missing `session-id` files
1	in_scope	nit	correctness	scripts/launch-review.sh:157-160,648-651	Only `IMPLEMENT_TMPDIR/session-id` seeds `LARCH_TOKEN_SESSION_ID`	Standalone design reviewers still miss a session-scoped token id until both blocks gain the `DESIGN_TMPDIR` fallback	Use `if`/`elif` so implement wins when present; otherwise design; keep Codex/Cursor copies identical
1	in_scope	latent	security	docs/configuration-and-permissions.md (planned edits)	Default USD replaces `N/A` in transcripts and logs	Operators treat printed totals as billing truth	Stress “non-authoritative estimates; override with `LARCH_*_RATE_PER_M` from real billing” in docs and `scripts/token-cost.md`
