finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity	scope
FINDING_1	Cursor-Arch, Cursor-Innovation, Codex-Innovation, Cursor-Pragmatic, Cursor-Requirements, Cursor-dyn-Bgjob Lifecycle Integrator, Codex-dyn-Bgjob Lifecycle Integrator	accepted	YES	true	major	excellent	false	codex-validity	YES	true	major	excellent	false	codex-plan-fidelity	YES	true	major	excellent	false	codex-pragmatism	major	in_scope
FINDING_2	Cursor-Arch, Cursor-Innovation, Codex-Pragmatic, Cursor-Pragmatic, Cursor-Requirements, Cursor-dyn-Bgjob Lifecycle Integrator, Codex-dyn-Bgjob Lifecycle Integrator	rejected	NO	false-positive	nit	good	false	codex-validity	NO	false-positive	minor	good	false	codex-plan-fidelity	NO	false-positive	major	good	false	codex-pragmatism	major	in_scope
FINDING_3	Cursor-Arch, Cursor-Innovation, Cursor-Requirements, Cursor-dyn-Bgjob Lifecycle Integrator	accepted	YES	true	major	good	false	codex-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	major	excellent	false	codex-pragmatism	major	in_scope
FINDING_4	Codex-Arch	accepted	YES	true	major	adequate	false	codex-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	major	in_scope
FINDING_5	Codex-Arch, Cursor-Requirements, Codex-dyn-Bgjob Lifecycle Integrator	accepted	YES	true	major	good	false	codex-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	major	excellent	false	codex-pragmatism	major	in_scope
FINDING_6	Cursor-Pragmatic, Cursor-dyn-Bgjob Lifecycle Integrator	accepted	YES	true	major	good	false	codex-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	major	excellent	false	codex-pragmatism	major	in_scope
FINDING_7	Codex-Pragmatic	accepted	YES	true	major	adequate	false	codex-validity	YES	true	major	adequate	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	major	in_scope
FINDING_8	Codex-Pragmatic, Codex-Requirements	accepted	YES	true	major	good	false	codex-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	major	in_scope
FINDING_9	Codex-dyn-Bgjob Lifecycle Integrator	rejected	NO	false-positive	nit	good	false	codex-validity	NO	false-positive	minor	good	false	codex-plan-fidelity	NO	false-positive	major	good	false	codex-pragmatism	major	in_scope
OOS_1	Cursor-Innovation	accepted	YES	true	minor	adequate	false	codex-validity	YES	true	minor	adequate	false	codex-plan-fidelity	YES	true	minor	adequate	false	codex-pragmatism	minor	oos
OOS_2	Cursor-Pragmatic	rejected	NO	true	minor	adequate	false	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	NO	true	minor	adequate	false	codex-pragmatism	minor	oos
OOS_3	Cursor-Requirements	rejected	NO	true	minor	adequate	false	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	NO	true	minor	adequate	false	codex-pragmatism	minor	oos
OOS_4	Cursor-dyn-Bgjob Lifecycle Integrator	rejected	NO	true	minor	adequate	false	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	NO	true	minor	adequate	false	codex-pragmatism	minor	oos
